,Div,Date,HomeTeam,AwayTeam,AVG_FTHG,AVG_HS,AVG_HST,AVG_HF,AVG_HC,AVG_HY,AVG_HR,AVG_FTAG,AVG_AS,AVG_AST,AVG_AF,AVG_AC,AVG_AY,AVG_AR
2658,I1,2011-12-13 00:00:00,Genoa,Inter,1.4,13.2,4.6,15.2,6.6,1.9,0.4,1.5,12.4,4.6,14.2,4.6,1.8,0.2
2659,I1,2011-12-12 00:00:00,Roma,Juventus,1.5,14.7,5.0,13.8,6.4,1.7,0.1,1.1,14.8,4.9,15.3,5.9,2.5,0.1
2660,I1,2011-12-03 00:00:00,Cesena,Juventus,0.9,14.0,3.8,14.4,7.9,1.9,0.3,1.3,14.0,4.5,16.6,5.5,2.5,0.1
2661,I1,2011-12-02 00:00:00,Milan,Parma,3.1,16.7,7.6,13.2,6.2,1.7,0.0,0.5,9.8,2.9,14.5,3.9,1.5,0.0
2662,I1,2011-12-02 00:00:00,Roma,Napoli,1.5,16.2,5.5,13.2,6.6,1.5,0.1,1.2,13.0,3.8,12.4,5.9,2.7,0.2
2663,I1,2011-11-29 00:00:00,Napoli,Juventus,1.5,12.5,5.3,12.9,5.1,1.8,0.0,1.1,13.3,4.4,16.6,5.4,2.3,0.0
2664,I1,2011-11-27 00:00:00,Cesena,Genoa,0.8,13.9,3.5,14.4,7.8,2.2,0.3,1.3,10.6,3.2,14.6,4.9,1.9,0.1
2665,I1,2011-11-27 00:00:00,Siena,Inter,1.6,13.2,4.4,15.7,5.5,2.4,0.1,1.6,12.1,4.4,13.8,4.5,1.9,0.2
2666,I1,2011-11-27 00:00:00,Palermo,Fiorentina,2.2,13.9,5.8,15.5,4.9,2.3,0.1,0.4,13.0,3.8,14.0,4.1,2.4,0.1
2667,I1,2011-11-27 00:00:00,Cagliari,Bologna,0.4,14.0,3.5,15.7,7.4,1.9,0.0,1.0,10.6,3.7,18.1,3.9,2.4,0.1
2668,I1,2011-11-27 00:00:00,Milan,Chievo,3.0,16.7,7.4,13.4,6.6,1.7,0.0,0.8,11.5,2.2,17.5,4.0,2.9,0.0
2669,I1,2011-11-26 00:00:00,Novara,Parma,1.4285714285714286,14.0,4.857142857142857,15.142857142857142,6.142857142857143,2.0,0.14285714285714285,0.5,9.2,3.0,15.4,3.6,1.8,0.1
2670,I1,2011-11-26 00:00:00,Atalanta,Napoli,0.8,13.6,3.4,17.9,4.0,3.5,0.1,1.2,12.6,3.9,12.4,5.8,2.6,0.2
2671,I1,2011-11-26 00:00:00,Lazio,Juventus,1.1,16.4,4.6,14.4,6.4,1.8,0.0,1.0,13.6,4.3,15.6,5.3,2.1,0.0
2672,I1,2011-11-26 00:00:00,Lecce,Catania,1.3,13.4,4.8,18.1,6.4,2.2,0.4,0.8,13.0,4.1,17.0,4.4,1.9,0.2
2673,I1,2011-11-25 00:00:00,Udinese,Roma,1.8,14.4,5.1,14.2,4.7,1.8,0.2,1.2,13.9,4.1,15.6,4.5,2.2,0.3
2674,I1,2011-11-20 00:00:00,Siena,Atalanta,1.7,14.3,4.9,16.1,5.8,2.4,0.0,1.1,10.7,3.0,15.8,4.9,3.0,0.1
2675,I1,2011-11-20 00:00:00,Roma,Lecce,1.7,16.6,5.8,12.3,6.7,1.2,0.1,1.2,12.5,4.0,17.5,4.4,2.1,0.2
2676,I1,2011-11-20 00:00:00,Parma,Udinese,1.2,16.0,4.0,16.6,6.3,2.5,0.1,1.5,12.1,4.2,14.6,5.4,1.8,0.2
2677,I1,2011-11-20 00:00:00,Juventus,Palermo,2.0,16.3,6.0,13.1,6.9,1.5,0.3,0.6,12.3,3.9,13.0,5.4,2.1,0.0
2678,I1,2011-11-20 00:00:00,Genoa,Novara,1.8,14.2,5.3,15.0,6.7,2.0,0.4,0.7142857142857143,11.571428571428571,3.5714285714285716,16.714285714285715,5.571428571428571,2.0,0.14285714285714285
2679,I1,2011-11-20 00:00:00,Catania,Chievo,1.1,14.9,4.7,15.6,5.9,2.0,0.0,1.1,12.4,2.7,17.2,4.2,3.0,0.0
2680,I1,2011-11-20 00:00:00,Bologna,Cesena,0.9,12.3,4.3,16.0,5.6,2.9,0.1,0.9,9.9,2.7,15.8,4.0,2.6,0.3
2681,I1,2011-11-19 00:00:00,Napoli,Lazio,1.3,13.9,5.1,13.1,6.2,1.7,0.0,1.8,11.8,4.3,15.5,4.0,2.0,0.1
2682,I1,2011-11-19 00:00:00,Fiorentina,Milan,1.6,16.7,4.9,15.5,6.0,1.1,0.1,1.4,12.6,3.4,12.9,5.8,2.1,0.2
2683,I1,2011-11-19 00:00:00,Inter,Cagliari,2.4,19.5,7.1,11.7,5.7,1.2,0.0,1.5,10.9,4.5,18.2,3.8,2.2,0.0
2684,I1,2011-11-12 00:00:00,Novara,Napoli,1.3333333333333333,14.333333333333334,4.666666666666667,15.666666666666666,7.0,2.3333333333333335,0.0,1.2,11.9,4.1,13.0,5.5,2.3,0.2
2685,I1,2011-11-12 00:00:00,Atalanta,Catania,0.8,15.1,3.8,17.5,4.4,3.3,0.1,0.9,13.1,3.6,17.0,4.7,2.1,0.2
2686,I1,2011-11-12 00:00:00,Udinese,Chievo,1.6,14.6,5.2,12.9,4.7,1.6,0.2,0.9,12.6,2.6,16.9,4.7,2.8,0.0
2687,I1,2011-11-12 00:00:00,Cagliari,Parma,0.4,14.1,3.4,15.4,7.0,1.5,0.0,0.8,9.6,3.5,15.5,3.4,1.8,0.1
2688,I1,2011-11-12 00:00:00,Bologna,Milan,1.0,11.6,3.9,16.1,5.7,2.7,0.1,1.5,12.4,3.6,13.7,6.0,2.4,0.2
2689,I1,2011-11-09 00:00:00,Chievo,Novara,0.8,13.6,4.7,16.3,4.7,1.7,0.2,0.8333333333333334,11.166666666666666,3.8333333333333335,15.833333333333334,5.333333333333333,1.6666666666666667,0.0
2690,I1,2011-11-09 00:00:00,Roma,Cagliari,1.7,16.0,5.4,13.7,6.4,1.5,0.1,1.5,11.4,4.4,17.7,3.9,2.3,0.0
2691,I1,2011-11-09 00:00:00,Catania,Siena,1.1,14.4,4.4,16.6,5.6,2.2,0.0,0.8,10.5,3.6,18.1,3.6,2.6,0.1
2692,I1,2011-11-09 00:00:00,Palermo,Inter,2.2,14.9,5.7,15.4,4.9,2.4,0.1,1.5,12.3,4.3,14.4,4.2,1.9,0.2
2693,I1,2011-11-09 00:00:00,Genoa,Atalanta,2.0,14.2,5.3,15.3,6.7,1.9,0.3,1.0,11.4,3.0,15.0,5.0,3.2,0.1
2694,I1,2011-11-09 00:00:00,Juventus,Parma,1.9,16.0,6.1,14.7,6.8,1.8,0.3,0.9,9.0,3.5,16.0,3.5,1.7,0.1
2695,I1,2011-11-09 00:00:00,Fiorentina,Bologna,1.9,18.1,5.5,15.5,6.8,1.0,0.1,1.1,10.4,3.7,17.5,3.6,2.2,0.1
2696,I1,2011-11-09 00:00:00,Lecce,Udinese,1.6,13.7,5.0,18.1,6.7,2.0,0.4,1.6,11.9,4.4,14.4,5.1,1.9,0.3
2697,I1,2011-11-03 00:00:00,Brescia,Inter,1.2,15.2,5.2,16.7,6.3,2.7,0.2,1.5,11.9,4.5,13.2,3.8,2.0,0.2
2698,I1,2011-10-30 00:00:00,Lecce,Novara,1.7,13.5,5.2,17.7,6.4,2.0,0.4,0.6,10.6,3.8,15.6,5.2,1.8,0.0
2699,I1,2011-10-30 00:00:00,Bologna,Atalanta,0.8,12.3,4.2,15.8,6.3,2.4,0.1,0.9,11.1,3.1,14.9,5.2,3.0,0.1
2700,I1,2011-10-30 00:00:00,Fiorentina,Genoa,1.9,18.1,5.3,15.6,6.2,1.1,0.1,1.3,10.9,3.0,14.6,4.9,1.8,0.1
2701,I1,2011-10-30 00:00:00,Siena,Chievo,1.5,12.8,4.2,16.4,5.1,2.5,0.0,1.0,12.9,2.9,18.0,4.7,2.6,0.0
2702,I1,2011-10-30 00:00:00,Parma,Cesena,1.1,14.8,3.8,18.1,6.6,2.6,0.2,1.0,9.9,2.9,15.7,3.6,2.5,0.3
2703,I1,2011-10-30 00:00:00,Udinese,Palermo,1.6,14.3,5.0,13.7,4.5,1.6,0.2,0.9,13.0,4.1,13.1,5.4,2.1,0.0
2704,I1,2011-10-30 00:00:00,Cagliari,Lazio,0.5,14.6,3.6,15.4,7.1,1.6,0.0,2.2,13.0,5.1,15.3,4.6,2.1,0.1
2705,I1,2011-10-29 00:00:00,Roma,Milan,1.6,16.1,5.1,13.6,6.7,1.6,0.0,1.4,12.9,3.6,13.7,5.3,2.3,0.2
2706,I1,2011-10-29 00:00:00,Inter,Juventus,2.5,19.8,6.9,10.5,5.8,1.1,0.0,0.9,12.9,3.9,15.9,5.1,2.0,0.1
2707,I1,2011-10-29 00:00:00,Catania,Napoli,1.5,15.0,4.6,16.0,6.2,2.1,0.0,1.4,12.2,4.2,13.7,5.9,2.5,0.2
2708,I1,2011-10-27 00:00:00,Palermo,Lecce,1.9,14.4,5.4,16.1,4.8,2.3,0.1,1.1,12.5,3.9,18.2,4.9,2.2,0.2
2709,I1,2011-10-26 00:00:00,Atalanta,Inter,0.9,15.3,4.1,16.6,4.5,3.2,0.1,1.6,12.1,4.9,14.1,3.5,2.1,0.1
2710,I1,2011-10-26 00:00:00,Chievo,Bologna,0.6,13.6,4.5,15.4,5.0,1.8,0.1,1.2,10.1,4.0,18.2,3.5,2.3,0.1
2711,I1,2011-10-26 00:00:00,Lazio,Catania,1.5,15.4,4.4,13.2,6.2,1.6,0.0,0.9,13.2,3.5,16.1,5.2,1.9,0.1
2712,I1,2011-10-26 00:00:00,Cesena,Cagliari,0.8,14.5,3.2,14.6,7.7,2.1,0.2,1.4,12.2,4.6,17.6,4.0,2.0,0.0
2713,I1,2011-10-26 00:00:00,Milan,Parma,2.7,17.8,7.6,13.0,6.9,1.9,0.1,1.0,10.0,3.7,17.0,3.8,1.9,0.1
2714,I1,2011-10-26 00:00:00,Napoli,Udinese,1.4,13.8,4.8,14.1,6.0,2.0,0.0,1.4,11.5,4.4,15.1,5.1,2.3,0.3
2715,I1,2011-10-26 00:00:00,Novara,Siena,1.4,15.0,5.2,15.4,7.6,2.2,0.0,1.0,11.6,3.9,17.5,4.4,2.6,0.1
2716,I1,2011-10-26 00:00:00,Genoa,Roma,1.9,14.9,5.5,15.1,6.9,1.8,0.2,1.2,13.5,4.2,15.4,4.9,2.0,0.6
2717,I1,2011-10-25 00:00:00,Juventus,Fiorentina,1.7,17.7,6.3,14.0,7.4,1.8,0.2,0.6,12.6,3.6,13.8,3.8,2.4,0.0
2718,I1,2011-10-23 00:00:00,Lecce,Milan,1.6,13.1,4.8,17.2,6.6,1.8,0.4,1.1,12.7,3.6,13.7,5.6,2.2,0.1
2719,I1,2011-10-23 00:00:00,Cagliari,Napoli,0.6,15.6,4.0,15.8,6.7,1.6,0.0,1.3,11.8,3.8,13.6,5.5,2.6,0.1
2720,I1,2011-10-23 00:00:00,Parma,Atalanta,1.0,14.5,3.8,17.8,6.8,2.6,0.2,0.8,11.0,3.0,15.3,5.0,3.0,0.2
2721,I1,2011-10-23 00:00:00,Bologna,Lazio,0.5,13.4,4.1,15.0,5.9,2.4,0.1,1.9,13.1,4.8,15.5,5.0,2.2,0.3
2722,I1,2011-10-23 00:00:00,Inter,Chievo,2.6,19.2,7.1,9.8,5.7,1.0,0.1,0.9,12.9,3.0,17.4,4.5,2.3,0.0
2723,I1,2011-10-23 00:00:00,Roma,Palermo,1.6,15.5,4.7,13.6,6.0,1.6,0.0,0.9,12.2,3.7,13.5,5.1,2.2,0.0
2724,I1,2011-10-23 00:00:00,Siena,Cesena,1.1,13.1,3.9,15.9,5.3,2.4,0.0,1.2,11.3,3.6,14.7,4.4,2.1,0.3
2725,I1,2011-10-23 00:00:00,Udinese,Novara,1.5,13.4,4.8,14.1,5.0,1.8,0.3,0.5,10.75,4.0,17.0,4.5,2.0,0.0
2726,I1,2011-10-22 00:00:00,Juventus,Genoa,1.7,17.0,5.4,15.2,7.5,1.7,0.2,1.4,11.9,3.3,14.5,5.3,1.8,0.1
2727,I1,2011-10-22 00:00:00,Fiorentina,Catania,1.8,17.7,5.1,15.3,6.1,1.1,0.1,1.0,13.4,3.5,16.4,4.9,1.8,0.1
2728,I1,2011-10-16 00:00:00,Cagliari,Siena,0.6,15.2,4.0,15.2,6.7,1.6,0.0,0.9,11.7,3.6,17.2,4.4,2.6,0.1
2729,I1,2011-10-16 00:00:00,Novara,Bologna,1.5,15.0,5.0,15.25,7.75,2.25,0.0,1.1,10.2,4.0,18.2,3.6,2.3,0.1
2730,I1,2011-10-16 00:00:00,Atalanta,Udinese,1.1,16.9,4.8,17.1,4.5,3.2,0.1,2.1,12.4,5.6,13.7,5.2,1.9,0.3
2731,I1,2011-10-16 00:00:00,Lazio,Roma,1.7,16.0,4.8,12.9,6.9,1.6,0.0,1.3,13.5,4.1,16.1,4.6,2.2,0.6
2732,I1,2011-10-16 00:00:00,Genoa,Lecce,1.7,14.9,5.3,15.8,6.7,1.8,0.2,1.3,11.7,4.0,18.4,5.1,2.2,0.2
2733,I1,2011-10-16 00:00:00,Chievo,Juventus,0.6,13.3,4.8,15.2,5.0,2.3,0.1,0.8,11.8,3.6,16.2,5.3,1.8,0.1
2734,I1,2011-10-16 00:00:00,Cesena,Fiorentina,0.8,15.3,3.6,14.6,7.1,2.1,0.2,0.7,12.9,4.0,13.7,4.1,2.4,0.0
2735,I1,2011-10-15 00:00:00,Napoli,Parma,1.4,14.2,4.7,14.5,6.3,2.1,0.0,1.0,9.8,3.7,18.7,3.9,2.3,0.2
2736,I1,2011-10-15 00:00:00,Milan,Palermo,2.6,18.1,7.4,13.7,7.1,1.9,0.1,0.9,11.2,3.2,12.5,4.8,2.0,0.0
2737,I1,2011-10-15 00:00:00,Catania,Inter,1.5,15.2,4.8,16.7,5.8,2.3,0.1,1.7,12.4,4.8,13.8,3.4,1.9,0.1
2738,I1,2011-10-12 00:00:00,Lecce,Lazio,1.5,13.1,4.6,17.3,6.7,1.7,0.4,2.0,13.1,5.1,15.2,4.9,2.2,0.4
2739,I1,2011-10-12 00:00:00,Palermo,Cesena,1.7,13.5,4.9,15.4,4.4,2.1,0.3,1.4,11.7,4.0,14.8,4.3,2.4,0.3
2740,I1,2011-10-12 00:00:00,Siena,Genoa,1.0,13.0,3.7,16.8,5.0,2.5,0.0,1.3,11.9,3.3,14.7,5.2,1.5,0.3
2741,I1,2011-10-12 00:00:00,Inter,Fiorentina,2.6,18.2,6.9,9.6,5.1,1.1,0.1,0.8,13.4,4.0,14.0,3.9,2.1,0.0
2742,I1,2011-10-09 00:00:00,Cesena,Napoli,0.8,15.4,3.7,14.5,7.0,2.4,0.1,1.3,11.5,3.7,13.6,5.5,2.7,0.1
2743,I1,2011-10-04 00:00:00,Bologna,Napoli,0.6,13.4,4.1,15.4,5.6,2.1,0.1,1.2,10.7,3.4,13.7,5.5,2.5,0.1
2744,I1,2011-10-04 00:00:00,Fiorentina,Milan,1.7,18.2,5.1,14.9,6.5,1.1,0.1,0.9,12.1,3.6,13.6,5.9,2.3,0.1
2745,I1,2011-10-04 00:00:00,Juventus,Genoa,1.5,17.2,5.0,15.4,7.5,1.6,0.2,1.2,11.8,3.2,15.4,5.0,1.4,0.3
2746,I1,2011-10-04 00:00:00,Lazio,Parma,1.6,15.4,4.9,12.8,6.4,1.6,0.0,1.0,10.1,3.7,18.7,4.4,2.4,0.3
2747,I1,2011-10-04 00:00:00,Cagliari,Brescia,0.7,15.3,3.7,15.1,6.4,2.0,0.0,0.8,10.8,3.0,18.6,3.3,2.5,0.2
2748,I1,2011-10-04 00:00:00,Sampdoria,Lecce,0.9,12.9,3.8,16.1,6.7,2.3,0.3,1.5,11.6,4.3,17.5,5.0,2.1,0.2
2749,I1,2011-10-04 00:00:00,Bari,Catania,0.5,10.8,2.5,15.3,4.7,1.4,0.2,0.8,13.3,3.2,16.9,4.3,2.0,0.1
2750,I1,2011-10-04 00:00:00,Palermo,Cesena,1.9,14.0,4.8,15.8,4.5,2.3,0.2,1.3,9.9,3.5,14.9,4.0,2.2,0.4
2751,I1,2011-09-25 00:00:00,Lazio,Palermo,1.5,16.0,5.7,12.7,6.3,1.5,0.0,0.9,12.3,3.6,12.9,4.8,2.3,0.0
2752,I1,2011-09-25 00:00:00,Parma,Roma,1.1,14.6,4.4,18.6,6.8,2.5,0.2,1.4,14.2,4.4,16.5,4.8,2.0,0.5
2753,I1,2011-09-25 00:00:00,Siena,Lecce,1.0,12.8,3.9,17.1,4.6,2.3,0.0,1.5,11.6,4.5,17.3,4.8,2.4,0.3
2754,I1,2011-09-25 00:00:00,Cagliari,Udinese,1.0,15.8,4.1,14.8,6.2,1.8,0.0,2.4,12.9,6.3,13.3,6.0,2.0,0.2
2755,I1,2011-09-25 00:00:00,Atalanta,Novara,1.4,16.4,5.1,17.0,4.4,3.4,0.1,0.6666666666666666,9.666666666666666,3.6666666666666665,17.333333333333332,4.333333333333333,2.0,0.0
2756,I1,2011-09-25 00:00:00,Catania,Juventus,1.6,15.9,5.0,16.7,6.3,2.1,0.1,0.9,12.0,3.9,16.5,5.7,1.8,0.1
2757,I1,2011-09-25 00:00:00,Chievo,Genoa,0.6,13.6,4.7,15.4,5.0,2.0,0.1,1.0,12.5,3.1,14.9,5.6,1.3,0.3
2758,I1,2011-09-24 00:00:00,Napoli,Fiorentina,1.7,14.5,5.1,14.0,6.1,2.1,0.0,1.0,14.2,4.7,14.6,4.3,2.3,0.0
2759,I1,2011-09-24 00:00:00,Milan,Cesena,2.6,18.3,7.2,14.4,6.7,2.0,0.2,1.1,9.3,3.5,14.9,3.4,2.0,0.1
2760,I1,2011-09-24 00:00:00,Bologna,Inter,0.7,12.6,4.1,15.5,5.1,2.0,0.1,1.6,13.0,4.9,13.7,3.1,1.9,0.1
2761,I1,2011-09-22 00:00:00,Roma,Siena,1.6,16.2,5.1,13.2,6.4,1.5,0.0,1.2,12.6,4.0,18.0,4.7,2.7,0.1
2762,I1,2011-09-21 00:00:00,Juventus,Bologna,1.3,16.3,4.2,15.4,6.8,1.4,0.2,1.0,10.1,3.8,17.4,3.7,2.5,0.1
2763,I1,2011-09-21 00:00:00,Milan,Udinese,2.7,19.8,7.8,14.2,6.2,2.0,0.2,2.6,13.2,6.5,13.8,6.3,1.7,0.3
2764,I1,2011-09-21 00:00:00,Cesena,Lazio,0.7,15.7,3.8,14.9,6.9,2.7,0.0,1.7,13.3,5.4,15.5,5.3,2.2,0.4
2765,I1,2011-09-21 00:00:00,Chievo,Napoli,0.5,12.3,4.1,15.9,4.6,2.2,0.2,1.3,11.2,3.4,12.6,5.2,2.3,0.1
2766,I1,2011-09-21 00:00:00,Genoa,Catania,2.1,15.4,5.6,15.3,6.1,1.7,0.2,0.7,13.5,3.2,17.2,4.4,2.3,0.1
2767,I1,2011-09-21 00:00:00,Lecce,Atalanta,1.5,13.2,4.4,17.3,6.9,1.6,0.5,0.7,11.3,3.0,15.6,5.0,3.1,0.2
2768,I1,2011-09-21 00:00:00,Palermo,Cagliari,1.9,14.3,4.5,15.7,5.0,2.3,0.3,1.3,13.4,4.7,17.1,4.6,1.8,0.0
2769,I1,2011-09-21 00:00:00,Fiorentina,Parma,1.7,17.8,5.2,14.6,6.8,1.1,0.1,1.1,10.4,3.6,18.3,4.1,2.3,0.3
2770,I1,2011-09-20 00:00:00,Novara,Inter,2.0,15.0,6.0,17.333333333333332,7.666666666666667,2.6666666666666665,0.0,1.3,13.0,4.6,13.1,3.4,2.0,0.2
2771,I1,2011-09-18 00:00:00,Bologna,Lecce,0.6,12.2,3.9,15.5,4.8,2.0,0.0,1.6,11.9,4.7,17.2,4.9,2.4,0.2
2772,I1,2011-09-18 00:00:00,Siena,Juventus,0.8,13.8,4.1,16.9,5.5,2.1,0.0,0.8,11.8,3.7,17.7,4.9,2.0,0.1
2773,I1,2011-09-18 00:00:00,Atalanta,Palermo,1.4,16.9,5.0,17.4,4.3,3.2,0.1,0.9,11.8,3.5,13.7,5.0,2.6,0.1
2774,I1,2011-09-18 00:00:00,Udinese,Fiorentina,1.4,13.3,4.8,14.4,4.5,1.8,0.3,1.1,14.0,4.5,15.2,4.0,2.2,0.0
2775,I1,2011-09-18 00:00:00,Catania,Cesena,1.5,16.1,4.7,16.8,6.8,2.1,0.1,1.3,9.5,3.6,15.4,3.3,2.2,0.1
2776,I1,2011-09-18 00:00:00,Napoli,Milan,2.1,14.8,5.5,14.6,6.0,2.2,0.0,0.9,12.6,3.4,13.8,5.9,2.5,0.0
2777,I1,2011-09-18 00:00:00,Parma,Chievo,1.4,15.0,4.9,19.4,6.4,2.4,0.2,1.0,13.6,3.3,18.6,4.3,2.4,0.0
2778,I1,2011-09-18 00:00:00,Lazio,Genoa,1.5,15.2,5.5,12.6,5.7,1.3,0.1,1.0,13.4,3.6,14.7,5.6,1.2,0.2
2779,I1,2011-09-17 00:00:00,Inter,Roma,2.4,17.5,6.5,9.7,5.1,1.1,0.2,1.4,13.3,4.3,16.2,4.7,1.9,0.5
2780,I1,2011-09-17 00:00:00,Cagliari,Novara,1.2,15.5,4.0,14.6,6.0,1.7,0.0,0.5,9.0,4.0,14.5,5.0,2.5,0.0
2781,I1,2011-09-09 00:00:00,Milan,Lazio,2.7,18.5,7.7,14.1,6.8,1.8,0.2,1.7,13.6,5.3,16.0,5.6,2.3,0.4
2782,I1,2011-09-05 00:00:00,Juventus,Chievo,1.4,16.5,4.3,15.1,6.1,1.2,0.1,0.9,13.2,3.3,18.9,4.3,2.4,0.0
2783,I1,2011-09-04 00:00:00,Udinese,Roma,1.2,14.0,4.6,14.9,4.4,1.9,0.3,1.7,13.3,4.4,16.2,4.6,2.2,0.5
2784,I1,2011-09-04 00:00:00,Inter,Chievo,2.5,16.6,6.5,9.6,5.5,1.2,0.2,1.0,12.4,3.4,19.3,4.2,2.6,0.0
2785,I1,2011-09-01 00:00:00,Lazio,Lecce,1.6,15.7,6.1,13.1,5.5,1.4,0.1,1.5,11.0,4.4,17.8,5.0,2.5,0.2
2786,I1,2011-09-01 00:00:00,Bari,Bologna,0.5,10.1,2.5,14.8,4.4,1.4,0.3,1.0,10.2,3.8,17.4,3.6,2.2,0.1
2787,I1,2011-09-01 00:00:00,Catania,Inter,1.5,16.1,4.8,16.6,6.2,1.8,0.1,1.3,12.9,5.0,13.6,3.5,2.0,0.1
2788,I1,2011-09-01 00:00:00,Sampdoria,Roma,1.1,13.2,3.7,16.5,6.5,2.3,0.2,1.6,13.6,4.7,15.2,4.6,2.1,0.5
2789,I1,2011-09-01 00:00:00,Milan,Udinese,2.5,18.6,7.1,13.9,7.4,1.7,0.2,2.9,13.1,6.5,13.7,6.4,1.8,0.3
2790,I1,2011-09-01 00:00:00,Parma,Cagliari,1.2,15.4,5.0,18.7,7.0,2.6,0.1,1.3,13.0,4.5,17.6,4.8,1.8,0.0
2791,I1,2011-09-01 00:00:00,Fiorentina,Brescia,1.5,17.0,5.0,15.4,6.9,1.3,0.1,0.7,10.8,3.0,18.7,3.2,2.9,0.1
2792,I1,2011-09-01 00:00:00,Chievo,Palermo,0.6,12.7,4.0,15.7,4.6,2.2,0.2,1.1,12.1,4.1,13.9,4.7,2.6,0.1
2793,I1,2011-09-01 00:00:00,Cesena,Genoa,0.7,15.4,3.9,15.2,6.9,2.5,0.0,0.8,13.8,3.7,14.5,6.0,1.2,0.2
2794,I1,2011-09-01 00:00:00,Napoli,Juventus,1.9,14.9,5.6,15.3,6.3,2.2,0.0,0.8,11.5,3.7,17.5,4.8,2.2,0.2
2795,I1,2011-08-05 00:00:00,Bologna,Parma,0.7,12.8,3.7,15.3,5.1,1.7,0.0,1.1,10.4,3.6,18.6,4.1,2.3,0.4
2796,I1,2011-08-05 00:00:00,Brescia,Catania,1.3,15.4,5.1,16.0,6.2,2.6,0.1,1.0,14.2,3.5,18.3,4.3,2.3,0.1
2797,I1,2011-08-05 00:00:00,Inter,Fiorentina,2.6,18.0,6.9,9.9,6.3,1.4,0.2,1.5,14.6,4.7,14.8,4.0,1.9,0.0
2798,I1,2011-08-05 00:00:00,Genoa,Sampdoria,1.8,14.4,4.8,15.2,5.8,1.8,0.3,0.3,10.6,2.3,13.2,5.1,1.7,0.2
2799,I1,2011-08-05 00:00:00,Cagliari,Cesena,1.3,15.5,4.1,14.2,6.0,1.6,0.0,1.4,10.1,3.7,15.7,3.9,2.2,0.1
2800,I1,2011-08-05 00:00:00,Lecce,Napoli,1.4,13.3,4.2,18.0,6.8,2.0,0.4,1.4,11.7,3.8,13.4,5.4,2.5,0.1
2801,I1,2011-08-05 00:00:00,Udinese,Lazio,1.3,14.6,4.9,14.4,4.3,1.5,0.3,1.7,14.2,5.5,15.4,5.8,2.2,0.4
2802,I1,2011-07-05 00:00:00,Palermo,Bari,1.8,13.9,4.5,15.7,5.2,2.0,0.3,1.0,12.1,4.5,14.1,3.4,2.4,0.0
2803,I1,2011-07-05 00:00:00,Roma,Milan,1.8,16.2,5.5,14.1,6.4,1.5,0.0,0.8,11.9,3.1,14.2,6.1,2.2,0.1
2804,I1,2011-06-11 00:00:00,Udinese,Siena,1.2,15.3,4.7,14.4,4.9,1.4,0.2,1.1,12.3,3.7,19.1,4.9,2.9,0.1
2805,I1,2011-06-11 00:00:00,Milan,Catania,2.1,18.1,6.6,14.5,6.6,1.7,0.2,0.9,14.6,3.3,19.0,4.6,2.5,0.1
2806,I1,2011-06-11 00:00:00,Lazio,Parma,1.6,14.9,5.7,13.7,5.0,1.3,0.1,1.2,11.3,3.7,18.6,4.9,2.7,0.5
2807,I1,2011-06-11 00:00:00,Chievo,Fiorentina,0.6,12.1,3.7,16.3,4.4,2.0,0.3,1.4,13.5,4.1,14.7,3.9,2.2,0.0
2808,I1,2011-06-11 00:00:00,Cesena,Lecce,0.7,15.6,4.1,15.4,7.0,2.7,0.0,1.3,10.8,4.2,16.7,4.9,2.3,0.2
2809,I1,2011-06-11 00:00:00,Atalanta,Cagliari,1.3,17.8,5.1,17.4,5.0,3.1,0.1,1.2,12.9,4.1,17.8,4.7,1.8,0.0
2810,I1,2011-06-03 00:00:00,Sampdoria,Cesena,1.0,12.5,3.8,16.7,6.7,2.1,0.0,1.2,10.8,3.7,15.8,4.1,2.2,0.1
2811,I1,2011-06-03 00:00:00,Bologna,Cagliari,1.0,13.7,3.9,15.8,5.9,1.8,0.1,1.2,13.6,4.0,17.2,4.9,1.9,0.0
2812,I1,2011-06-03 00:00:00,Udinese,Bari,1.3,15.0,4.7,14.4,4.8,1.4,0.2,1.0,11.1,4.2,14.7,3.5,2.4,0.0
2813,I1,2011-06-03 00:00:00,Napoli,Brescia,2.0,15.4,5.8,14.6,6.2,2.1,0.0,0.5,10.2,2.9,18.5,3.5,3.0,0.1
2814,I1,2011-06-03 00:00:00,Inter,Genoa,2.6,18.2,6.8,9.7,6.2,1.5,0.2,0.8,13.8,3.8,14.5,5.3,1.3,0.2
2815,I1,2011-06-03 00:00:00,Fiorentina,Catania,1.3,16.7,4.4,14.9,7.1,1.5,0.1,0.9,14.9,3.2,19.4,4.7,2.3,0.1
2816,I1,2011-06-03 00:00:00,Lazio,Palermo,1.8,16.0,5.9,14.2,5.1,1.2,0.1,1.2,11.2,3.9,13.9,4.5,2.9,0.1
2817,I1,2011-06-03 00:00:00,Chievo,Parma,0.6,11.9,3.8,15.5,4.1,2.1,0.3,1.4,12.7,4.2,18.4,5.0,2.6,0.5
2818,I1,2011-06-02 00:00:00,Bologna,Catania,0.8,13.3,3.8,15.8,6.2,1.8,0.1,0.9,13.8,3.0,20.2,4.3,2.4,0.3
2819,I1,2011-06-02 00:00:00,Inter,Roma,2.5,17.7,6.2,10.0,5.9,1.5,0.2,1.8,14.6,4.8,15.1,4.6,2.1,0.6
