,Div,Date,HomeTeam,AwayTeam,AVG_FTHG,AVG_HS,AVG_HST,AVG_HF,AVG_HC,AVG_HY,AVG_HR,AVG_FTAG,AVG_AS,AVG_AST,AVG_AF,AVG_AC,AVG_AY,AVG_AR
0,I1,2018-12-05 00:00:00,Benevento,Genoa,1.7,15.5,6.3,11.7,6.3,1.9,0.1,1.0,8.0,3.1,11.9,3.1,1.6,0.0
1,I1,2018-12-05 00:00:00,Inter,Sassuolo,1.5,13.9,6.8,12.4,7.7,1.3,0.1,1.0,10.6,4.6,11.8,3.9,2.2,0.2
2,I1,2018-11-26 00:00:00,Cagliari,Torino,1.0,8.4,3.5,14.5,5.2,2.1,0.0,1.1,8.4,3.7,16.2,4.4,2.1,0.0
3,I1,2018-11-25 00:00:00,Genoa,Sampdoria,1.3,10.3,4.8,12.6,4.8,2.7,0.3,1.3,7.4,3.4,14.4,5.4,1.9,0.1
4,I1,2018-11-25 00:00:00,Parma,Sassuolo,1.1,9.2,3.8,14.3,3.2,2.1,0.2,0.9,10.8,4.6,12.7,4.2,2.4,0.2
5,I1,2018-11-25 00:00:00,Empoli,Atalanta,1.4,10.1,4.5,13.6,5.2,1.9,0.0,1.6,15.0,6.0,12.4,6.0,1.9,0.1
6,I1,2018-11-25 00:00:00,Bologna,Fiorentina,1.1,9.2,4.0,11.3,3.6,2.2,0.1,1.0,10.9,6.3,14.3,4.6,2.6,0.1
7,I1,2018-11-25 00:00:00,Lazio,Milan,1.5,13.4,4.9,11.0,6.9,2.3,0.3,1.7,11.1,6.0,10.0,4.9,2.2,0.1
8,I1,2018-11-25 00:00:00,Napoli,Chievo,2.0,19.8,8.2,9.4,8.3,1.0,0.0,0.9,8.5,3.7,13.2,3.8,3.2,0.0
9,I1,2018-11-24 00:00:00,Udinese,Roma,0.7,10.4,4.1,11.2,5.0,1.6,0.1,1.0,12.7,5.8,10.0,5.3,2.0,0.0
10,I1,2018-11-24 00:00:00,Inter,Frosinone,1.8,14.3,6.9,12.2,7.1,1.3,0.1,0.8,7.1,2.8,12.1,2.8,2.7,0.3
11,I1,2018-11-24 00:00:00,Juventus,Spal,1.9,14.0,6.8,12.0,6.4,1.9,0.1,0.9,8.0,3.2,11.2,4.1,3.0,0.1
12,I1,2018-11-11 00:00:00,Chievo,Bologna,1.0,8.9,3.8,12.8,3.8,2.0,0.1,0.5,8.8,3.6,15.7,3.7,3.0,0.3
13,I1,2018-11-11 00:00:00,Milan,Juventus,2.3,16.1,8.1,11.3,7.5,1.9,0.1,2.1,13.3,5.5,12.4,5.7,1.9,0.0
14,I1,2018-11-11 00:00:00,Empoli,Udinese,1.1,9.7,4.0,14.0,5.1,2.0,0.0,1.3,12.2,4.5,14.5,5.3,2.2,0.0
15,I1,2018-11-11 00:00:00,Roma,Sampdoria,2.5,16.5,8.3,10.2,8.3,1.5,0.0,1.3,7.7,3.5,14.0,5.1,2.2,0.1
16,I1,2018-11-11 00:00:00,Atalanta,Inter,1.8,17.8,7.1,13.9,7.2,2.2,0.1,1.7,13.0,5.7,12.4,8.1,2.5,0.1
17,I1,2018-11-11 00:00:00,Sassuolo,Lazio,1.1,12.9,4.8,15.5,6.0,2.2,0.0,1.7,10.8,4.7,12.4,5.1,3.0,0.0
18,I1,2018-11-03 00:00:00,Sassuolo,Spal,1.2,13.5,4.7,15.2,6.5,2.1,0.0,1.0,7.9,3.5,11.4,4.0,2.9,0.2
19,I1,2018-11-03 00:00:00,Bologna,Atalanta,1.2,9.2,4.0,11.3,3.6,2.1,0.1,1.6,15.3,5.9,12.1,6.4,2.0,0.1
20,I1,2018-11-03 00:00:00,Crotone,Sampdoria,1.6,9.8,4.8,14.1,3.6,1.6,0.0,1.2,7.9,3.4,13.8,4.8,2.3,0.1
21,I1,2018-11-03 00:00:00,Cagliari,Lazio,1.0,9.4,3.6,14.8,5.6,2.2,0.0,1.8,11.9,5.1,11.8,5.4,3.0,0.0
22,I1,2018-11-03 00:00:00,Genoa,Milan,1.3,10.5,4.5,11.9,4.8,2.6,0.3,1.7,11.1,6.1,10.9,5.1,2.4,0.1
23,I1,2018-11-03 00:00:00,Juventus,Udinese,2.0,14.4,6.5,10.8,6.4,2.0,0.1,1.4,11.9,4.1,14.6,4.7,2.2,0.0
24,I1,2018-11-03 00:00:00,Fiorentina,Benevento,2.0,15.1,5.4,12.8,5.4,2.2,0.2,0.7,8.2,1.9,12.6,3.2,2.1,0.4
25,I1,2018-11-03 00:00:00,Inter,Napoli,1.8,14.1,5.9,11.8,6.5,1.3,0.1,1.4,11.4,5.1,9.7,5.8,2.7,0.2
26,I1,2018-11-02 00:00:00,Inter,Bologna,2.3,15.5,6.8,11.6,7.4,1.4,0.1,0.4,8.2,3.3,15.2,3.3,3.0,0.3
27,I1,2018-11-02 00:00:00,Chievo,Genoa,0.8,8.3,3.2,12.8,3.7,1.9,0.2,1.0,7.9,2.9,12.3,3.1,1.7,0.0
28,I1,2018-11-02 00:00:00,Sassuolo,Cagliari,1.2,13.0,4.7,15.5,6.0,2.3,0.0,0.5,7.9,2.6,13.9,5.4,2.8,0.1
29,I1,2018-11-02 00:00:00,Roma,Benevento,2.1,16.4,7.9,10.4,8.0,1.6,0.1,0.7,8.3,1.9,13.5,2.7,2.3,0.4
30,I1,2018-11-02 00:00:00,Torino,Udinese,1.4,12.5,5.4,12.6,4.2,1.9,0.0,1.5,12.1,4.1,14.9,4.7,2.3,0.0
31,I1,2018-11-02 00:00:00,Sampdoria,Verona,0.9,12.6,4.0,10.7,4.6,1.8,0.0,0.7,7.1,1.7,13.1,3.0,2.2,0.1
32,I1,2018-10-31 00:00:00,Milan,Genoa,2.3,17.7,8.5,11.0,7.7,1.8,0.0,0.9,7.7,2.9,12.1,3.0,1.9,0.0
33,I1,2018-10-29 00:00:00,Lazio,Inter,1.8,13.6,5.4,10.7,6.8,2.3,0.3,1.6,13.4,5.7,11.6,7.9,2.2,0.0
34,I1,2018-10-28 00:00:00,Genoa,Udinese,1.6,11.4,5.1,12.7,5.3,2.7,0.3,1.5,11.8,4.3,14.3,5.0,2.4,0.0
35,I1,2018-10-28 00:00:00,Spal,Frosinone,1.1,9.6,4.0,13.5,5.3,3.0,0.0,1.0,7.9,2.6,13.2,3.3,2.7,0.3
36,I1,2018-10-28 00:00:00,Cagliari,Chievo,1.0,10.1,3.5,14.6,6.2,2.2,0.0,0.9,8.4,3.4,14.3,3.8,3.2,0.0
37,I1,2018-10-28 00:00:00,Milan,Sampdoria,2.1,17.1,7.7,10.9,8.1,1.8,0.0,1.1,7.6,3.5,12.4,4.6,2.1,0.1
38,I1,2018-10-28 00:00:00,Napoli,Roma,2.2,20.0,8.1,8.6,6.9,0.8,0.0,1.1,12.1,5.7,9.7,4.7,2.1,0.1
39,I1,2018-10-28 00:00:00,Sassuolo,Bologna,1.2,13.0,5.0,15.4,6.0,2.6,0.1,0.3,7.9,3.1,14.8,3.2,3.2,0.1
40,I1,2018-10-27 00:00:00,Empoli,Juventus,0.9,9.5,3.7,14.1,5.0,2.1,0.0,2.0,13.4,5.1,12.7,5.9,2.0,0.0
41,I1,2018-10-27 00:00:00,Atalanta,Parma,1.6,18.5,6.8,13.7,7.3,2.0,0.1,1.0,8.3,3.3,11.9,4.5,1.8,0.0
42,I1,2018-10-27 00:00:00,Torino,Fiorentina,1.3,12.3,5.2,13.5,4.1,2.1,0.1,1.0,10.4,5.8,14.2,3.9,2.9,0.2
43,I1,2018-10-22 00:00:00,Sampdoria,Sassuolo,0.8,11.3,3.3,11.2,4.4,2.0,0.0,1.0,10.4,4.5,12.9,4.1,2.2,0.2
44,I1,2018-10-21 00:00:00,Inter,Milan,2.2,15.1,6.5,11.2,7.4,1.4,0.1,1.7,11.2,6.3,11.3,5.5,2.7,0.1
45,I1,2018-10-21 00:00:00,Bologna,Torino,1.3,8.8,4.0,11.6,3.4,2.1,0.1,1.1,8.8,3.5,16.0,4.4,2.1,0.0
46,I1,2018-10-21 00:00:00,Parma,Lazio,1.0,9.9,4.1,13.7,3.2,2.0,0.2,1.7,12.3,5.3,12.2,5.6,2.9,0.0
47,I1,2018-10-21 00:00:00,Frosinone,Empoli,0.7,10.9,4.2,14.5,3.9,2.8,0.1,0.9,12.1,6.2,12.6,6.7,2.5,0.1
48,I1,2018-10-21 00:00:00,Fiorentina,Cagliari,1.9,16.1,5.5,13.1,5.4,2.2,0.2,0.7,8.6,2.7,13.1,6.1,2.9,0.1
49,I1,2018-10-21 00:00:00,Chievo,Atalanta,0.8,7.8,3.2,13.2,3.7,2.3,0.3,1.5,14.4,5.8,12.3,6.5,2.1,0.1
50,I1,2018-10-20 00:00:00,Roma,Spal,2.0,15.9,7.7,10.7,7.3,1.8,0.2,1.2,8.3,3.9,11.3,4.1,3.0,0.2
51,I1,2018-10-20 00:00:00,Udinese,Napoli,0.6,10.7,4.2,11.7,5.4,1.7,0.2,1.6,12.0,5.4,9.3,6.0,2.4,0.2
52,I1,2018-10-20 00:00:00,Juventus,Genoa,2.5,15.0,7.1,10.9,6.4,1.9,0.1,0.8,8.6,3.0,11.6,3.6,1.7,0.0
53,I1,2018-10-11 00:00:00,Torino,Parma,1.6,12.0,5.3,13.6,4.0,2.0,0.1,1.0,8.5,3.1,11.9,4.1,1.9,0.0
54,I1,2018-10-11 00:00:00,Spal,Cagliari,1.4,10.2,4.1,13.0,4.9,2.8,0.0,0.7,8.2,2.5,12.7,5.8,3.0,0.1
55,I1,2018-10-11 00:00:00,Genoa,Napoli,1.5,12.0,5.1,13.1,5.4,2.4,0.2,1.4,12.3,5.4,9.4,6.0,2.2,0.2
56,I1,2018-10-03 00:00:00,Verona,Chievo,0.6,8.4,2.2,15.4,4.1,2.7,0.1,0.8,7.6,2.9,14.2,3.9,2.7,0.0
57,I1,2018-10-02 00:00:00,Crotone,Atalanta,1.3,9.9,4.6,14.2,3.9,1.9,0.0,1.3,14.1,5.8,12.9,6.4,2.2,0.1
58,I1,2018-10-02 00:00:00,Napoli,Lazio,2.5,20.0,8.4,8.6,6.0,0.9,0.0,1.9,12.5,5.2,12.5,5.6,2.8,0.1
59,I1,2018-10-02 00:00:00,Spal,Milan,1.2,10.0,4.0,12.7,5.0,3.0,0.0,1.8,11.8,6.5,11.9,5.6,2.4,0.2
60,I1,2018-09-30 00:00:00,Bologna,Udinese,1.3,8.9,4.1,11.6,3.3,2.1,0.1,1.4,12.3,3.9,14.1,4.6,2.2,0.0
61,I1,2018-09-30 00:00:00,Fiorentina,Atalanta,2.0,16.9,5.8,13.9,5.4,2.6,0.2,1.4,14.0,6.0,12.8,5.9,2.2,0.1
62,I1,2018-09-30 00:00:00,Chievo,Torino,0.8,8.1,3.2,14.2,3.8,2.4,0.2,1.3,9.1,3.5,16.4,4.2,2.1,0.0
63,I1,2018-09-30 00:00:00,Sassuolo,Milan,1.0,13.6,4.7,14.7,6.4,2.7,0.1,1.5,10.7,6.1,12.0,5.4,2.4,0.2
64,I1,2018-09-30 00:00:00,Parma,Empoli,1.0,11.0,4.4,15.6,3.5,1.9,0.3,0.8,11.8,5.5,12.1,6.4,2.4,0.1
65,I1,2018-09-30 00:00:00,Frosinone,Genoa,0.4,10.9,3.8,15.5,3.5,2.9,0.1,0.8,8.9,3.0,12.1,3.9,1.8,0.1
66,I1,2018-09-29 00:00:00,Inter,Cagliari,2.3,14.6,6.2,11.4,7.1,1.4,0.1,0.6,8.0,2.6,12.9,5.5,3.0,0.1
67,I1,2018-09-29 00:00:00,Roma,Lazio,2.2,16.1,7.4,10.3,7.2,1.5,0.2,2.1,12.6,5.5,12.5,5.4,2.8,0.2
68,I1,2018-09-29 00:00:00,Juventus,Napoli,2.7,14.4,7.1,10.8,5.8,1.9,0.1,1.4,11.9,5.2,9.5,5.9,2.2,0.2
69,I1,2018-09-27 00:00:00,Empoli,Milan,0.9,9.9,3.5,14.5,4.6,2.5,0.0,1.3,10.7,5.6,11.5,5.2,2.3,0.2
70,I1,2018-09-27 00:00:00,Spal,Sassuolo,1.2,10.1,4.1,12.2,5.3,2.8,0.0,1.1,10.9,4.7,11.8,3.9,2.1,0.4
71,I1,2018-09-26 00:00:00,Roma,Frosinone,1.9,16.9,7.0,10.3,7.3,1.2,0.2,0.8,8.7,2.6,13.3,3.7,2.4,0.3
72,I1,2018-09-26 00:00:00,Genoa,Chievo,1.5,12.7,5.0,14.2,5.9,2.4,0.2,1.0,7.2,2.9,14.4,3.6,2.6,0.0
73,I1,2018-09-26 00:00:00,Udinese,Lazio,0.7,11.3,4.1,12.4,5.6,1.6,0.2,2.1,13.4,5.7,12.6,5.1,2.9,0.2
74,I1,2018-09-26 00:00:00,Cagliari,Sampdoria,1.0,9.9,3.5,15.6,6.0,2.6,0.0,1.0,8.8,4.0,12.6,5.1,2.1,0.1
75,I1,2018-09-26 00:00:00,Juventus,Bologna,2.6,14.5,6.5,10.2,5.4,1.9,0.1,0.1,8.0,2.7,14.1,3.3,3.2,0.1
76,I1,2018-09-26 00:00:00,Napoli,Parma,2.2,19.9,8.1,8.8,6.6,1.0,0.0,1.0,8.9,2.9,11.8,3.6,1.6,0.0
77,I1,2018-09-26 00:00:00,Atalanta,Torino,1.4,17.3,5.7,13.9,7.9,2.1,0.1,1.6,9.1,3.6,16.3,4.1,1.9,0.0
78,I1,2018-09-25 00:00:00,Inter,Fiorentina,2.2,15.1,6.1,11.4,6.8,1.5,0.1,1.1,10.7,5.9,13.4,3.8,2.6,0.2
79,I1,2018-09-23 00:00:00,Torino,Napoli,1.6,11.8,5.2,13.6,3.5,2.1,0.1,1.8,12.8,5.4,8.9,5.7,1.8,0.1
80,I1,2018-09-23 00:00:00,Bologna,Roma,1.3,8.8,4.1,12.1,3.2,2.0,0.1,1.1,13.1,5.7,9.8,5.5,1.7,0.1
81,I1,2018-09-23 00:00:00,Milan,Atalanta,1.8,17.6,7.3,10.8,8.3,1.6,0.0,1.9,15.3,6.7,13.1,5.7,2.1,0.1
82,I1,2018-09-23 00:00:00,Chievo,Udinese,1.0,8.0,3.3,14.2,3.7,2.4,0.2,1.3,11.6,3.8,14.5,4.4,2.0,0.0
83,I1,2018-09-23 00:00:00,Frosinone,Juventus,0.5,11.9,3.6,15.0,3.5,2.8,0.1,1.8,13.4,4.7,12.6,5.6,1.9,0.0
84,I1,2018-09-23 00:00:00,Lazio,Genoa,2.4,15.2,6.4,10.7,6.9,2.0,0.3,0.9,9.3,3.3,12.3,4.7,1.9,0.1
85,I1,2018-09-22 00:00:00,Fiorentina,Spal,1.9,17.4,5.7,13.6,5.2,2.6,0.2,1.0,8.2,3.5,11.9,3.3,2.9,0.1
86,I1,2018-09-22 00:00:00,Sampdoria,Inter,1.0,12.0,3.4,11.3,4.5,2.0,0.0,1.3,13.5,5.2,11.9,7.7,2.3,0.0
87,I1,2018-09-22 00:00:00,Parma,Cagliari,1.0,10.9,4.3,16.3,3.6,2.3,0.3,0.7,8.1,2.8,14.1,5.2,2.9,0.1
88,I1,2018-09-21 00:00:00,Sassuolo,Empoli,1.4,13.8,5.3,14.5,5.7,2.9,0.1,1.0,11.9,5.6,13.0,5.6,2.5,0.1
89,I1,2018-09-19 00:00:00,Sampdoria,Fiorentina,1.3,11.8,3.4,11.4,4.6,1.9,0.0,1.2,10.9,5.6,13.0,3.8,2.6,0.2
90,I1,2018-09-17 00:00:00,Spal,Atalanta,1.2,9.8,3.9,12.1,5.0,3.2,0.0,1.7,14.8,5.9,15.0,6.2,2.5,0.2
91,I1,2018-09-16 00:00:00,Genoa,Bologna,1.5,12.4,4.7,15.3,5.6,2.2,0.2,0.2,8.5,2.8,13.7,3.6,3.1,0.1
92,I1,2018-09-16 00:00:00,Juventus,Sassuolo,2.7,14.1,6.1,10.2,5.6,1.8,0.1,0.9,10.4,4.3,11.4,3.3,2.3,0.4
93,I1,2018-09-16 00:00:00,Roma,Chievo,1.7,16.6,6.3,10.1,7.3,1.3,0.2,1.0,6.9,2.9,14.4,4.2,2.3,0.0
94,I1,2018-09-16 00:00:00,Cagliari,Milan,1.0,9.8,3.5,15.0,5.8,2.5,0.0,1.4,10.7,5.1,12.3,5.0,2.5,0.3
95,I1,2018-09-16 00:00:00,Udinese,Torino,0.7,11.4,3.8,13.1,5.4,1.5,0.2,1.7,10.2,4.1,16.7,4.4,2.2,0.1
96,I1,2018-09-16 00:00:00,Empoli,Lazio,0.9,11.3,4.1,14.4,5.5,2.5,0.0,2.0,14.2,5.9,12.3,5.0,2.9,0.2
97,I1,2018-09-15 00:00:00,Napoli,Fiorentina,2.1,20.5,8.6,8.6,7.4,1.1,0.0,1.3,11.0,5.1,13.0,3.8,2.8,0.2
98,I1,2018-09-15 00:00:00,Inter,Parma,2.0,15.0,6.1,10.9,7.2,1.6,0.1,1.0,9.6,3.2,12.8,3.6,1.8,0.0
99,I1,2018-09-15 00:00:00,Frosinone,Sampdoria,0.5,13.3,4.0,15.1,4.1,2.8,0.1,1.2,8.8,3.8,11.5,5.5,2.1,0.1
100,I1,2018-09-11 00:00:00,Frosinone,Fiorentina,0.5,13.9,4.2,16.1,4.0,2.8,0.1,1.4,12.0,5.0,13.3,4.0,3.0,0.3
101,I1,2018-09-03 00:00:00,Roma,Torino,1.5,17.0,6.2,9.9,7.4,1.4,0.2,1.7,10.5,3.9,17.2,4.3,2.1,0.1
102,I1,2018-09-02 00:00:00,Fiorentina,Juventus,1.7,17.3,5.7,14.4,5.0,2.6,0.2,1.7,12.2,4.0,12.9,5.5,2.0,0.0
103,I1,2018-08-31 00:00:00,Milan,Roma,1.9,18.0,7.1,11.4,8.9,1.7,0.0,1.3,13.1,5.6,9.6,5.0,1.3,0.1
104,I1,2018-08-27 00:00:00,Roma,Atalanta,1.3,17.6,6.1,10.4,6.8,1.4,0.2,2.0,15.2,6.5,14.5,6.5,2.0,0.2
105,I1,2018-08-26 00:00:00,Frosinone,Bologna,0.5,15.4,4.6,16.9,4.3,2.7,0.1,0.2,8.3,2.6,13.3,3.7,2.9,0.1
106,I1,2018-08-26 00:00:00,Cagliari,Sassuolo,0.9,9.8,3.5,15.0,5.6,2.6,0.0,1.0,10.6,4.0,11.6,3.6,2.2,0.4
107,I1,2018-08-26 00:00:00,Fiorentina,Chievo,1.8,17.4,5.9,14.2,5.9,2.5,0.2,0.9,6.8,2.7,13.2,4.2,2.2,0.0
108,I1,2018-08-26 00:00:00,Udinese,Sampdoria,0.6,12.0,3.9,12.6,5.6,1.5,0.2,0.7,8.7,3.3,11.5,5.3,2.3,0.1
109,I1,2018-08-26 00:00:00,Genoa,Empoli,1.6,12.3,4.4,15.1,6.1,2.0,0.2,1.1,11.4,5.0,13.9,5.9,2.6,0.0
110,I1,2018-08-26 00:00:00,Inter,Torino,2.1,15.2,5.8,10.8,7.7,1.5,0.1,1.8,10.4,4.0,16.6,4.4,2.1,0.1
111,I1,2018-08-26 00:00:00,Spal,Parma,1.1,9.6,3.4,11.9,5.0,3.4,0.1,0.9,10.9,2.9,13.2,3.9,1.7,0.0
112,I1,2018-08-25 00:00:00,Juventus,Lazio,2.6,14.0,6.0,11.3,5.0,1.6,0.0,1.9,13.8,5.4,12.1,5.1,2.7,0.2
113,I1,2018-08-25 00:00:00,Napoli,Milan,2.1,20.5,8.6,8.3,7.4,1.1,0.0,1.4,10.3,4.8,12.2,4.7,2.5,0.3
114,I1,2018-08-20 00:00:00,Atalanta,Frosinone,1.5,17.8,5.4,13.9,7.8,2.1,0.1,0.8,8.8,2.5,13.8,3.8,2.7,0.3
115,I1,2018-08-19 00:00:00,Torino,Roma,1.5,11.5,5.2,13.6,3.3,2.0,0.1,1.3,13.6,5.9,11.0,5.3,1.4,0.1
116,I1,2018-08-19 00:00:00,Sassuolo,Inter,1.1,12.8,4.4,14.1,5.7,3.0,0.2,1.7,13.6,5.5,11.4,7.4,2.2,0.0
117,I1,2018-08-19 00:00:00,Parma,Udinese,1.0,10.5,4.2,15.7,3.8,2.2,0.3,1.1,11.1,3.2,15.0,4.5,2.0,0.0
118,I1,2018-08-19 00:00:00,Empoli,Cagliari,1.1,11.3,4.2,15.6,5.3,2.6,0.0,0.8,9.0,3.2,15.1,4.2,3.5,0.2
119,I1,2018-08-19 00:00:00,Bologna,Spal,1.4,8.9,4.5,12.4,3.6,2.2,0.1,1.0,8.5,3.6,12.4,4.2,2.9,0.1
120,I1,2018-08-18 00:00:00,Lazio,Napoli,2.1,15.7,6.0,10.5,6.9,2.1,0.3,1.5,12.7,5.2,9.1,5.6,1.9,0.1
121,I1,2018-08-18 00:00:00,Chievo,Juventus,1.2,7.9,3.4,13.4,3.7,2.5,0.2,1.6,12.6,4.0,12.0,5.3,1.8,0.0
122,I1,2018-08-04 00:00:00,Crotone,Bologna,1.2,10.3,4.6,14.1,3.7,1.5,0.0,0.3,8.3,2.6,13.4,3.5,3.0,0.1
123,I1,2018-08-04 00:00:00,Napoli,Chievo,2.3,20.3,8.6,7.9,6.9,0.9,0.0,0.8,7.2,2.7,14.1,4.0,2.1,0.0
124,I1,2018-08-04 00:00:00,Milan,Sassuolo,1.8,18.2,7.0,11.9,9.2,1.8,0.0,0.9,11.3,4.0,12.1,4.3,2.2,0.4
125,I1,2018-08-04 00:00:00,Verona,Cagliari,0.8,8.3,2.4,15.5,4.2,2.6,0.1,0.9,8.2,3.0,15.2,4.0,3.4,0.2
126,I1,2018-08-04 00:00:00,Torino,Inter,1.7,13.0,5.7,14.0,3.2,2.2,0.1,1.7,13.9,5.6,11.2,7.8,2.1,0.0
127,I1,2018-08-04 00:00:00,Udinese,Lazio,0.5,11.5,3.7,13.1,5.0,1.7,0.2,2.2,14.3,5.5,12.0,5.6,2.7,0.2
128,I1,2018-07-10 00:00:00,Napoli,Sassuolo,2.4,18.1,7.8,7.9,6.2,0.8,0.0,0.9,12.0,4.2,12.3,4.4,2.2,0.4
129,I1,2018-07-10 00:00:00,Lazio,Fiorentina,2.0,15.2,5.7,11.3,6.9,2.4,0.3,1.4,11.6,4.5,13.7,3.9,3.2,0.3
130,I1,2018-07-10 00:00:00,Genoa,Parma,1.4,13.2,4.2,14.8,6.8,1.9,0.2,1.0,11.9,3.1,13.0,3.9,1.5,0.0
131,I1,2018-07-10 00:00:00,Spal,Inter,1.1,9.3,3.2,11.3,4.7,3.0,0.1,1.9,14.0,5.5,10.9,6.9,1.9,0.0
132,I1,2018-07-10 00:00:00,Atalanta,Sampdoria,1.2,16.9,4.7,13.5,7.6,2.3,0.1,0.8,9.3,3.9,11.2,5.6,2.2,0.1
133,I1,2018-07-10 00:00:00,Milan,Chievo,1.9,17.9,6.8,11.3,8.8,1.7,0.0,0.7,8.3,2.9,14.2,4.4,2.2,0.0
134,I1,2018-07-04 00:00:00,Roma,Fiorentina,1.1,17.6,5.6,10.9,7.0,1.4,0.2,1.5,13.2,4.6,14.0,4.3,3.1,0.3
135,I1,2018-07-04 00:00:00,Benevento,Juventus,1.7,15.7,6.4,11.4,6.3,2.0,0.1,1.5,11.9,3.6,12.2,4.9,2.0,0.0
136,I1,2018-07-04 00:00:00,Spal,Atalanta,1.2,9.3,3.1,11.4,4.1,2.7,0.2,1.9,14.6,6.2,14.3,5.8,1.9,0.2
137,I1,2018-07-04 00:00:00,Sampdoria,Genoa,1.3,12.3,3.3,11.0,4.8,1.7,0.0,0.8,8.8,2.9,13.3,4.7,2.2,0.1
138,I1,2018-06-10 00:00:00,Udinese,Juventus,0.5,11.1,3.5,14.5,5.0,1.9,0.2,1.4,11.3,3.7,12.0,5.6,2.2,0.0
139,I1,2018-06-10 00:00:00,Empoli,Roma,1.0,11.0,4.0,15.1,4.8,2.6,0.0,1.6,13.1,5.1,10.4,5.0,1.3,0.1
140,I1,2018-06-10 00:00:00,Cagliari,Bologna,0.8,9.8,3.1,15.9,5.4,2.7,0.1,0.4,8.0,2.9,12.4,3.4,2.9,0.1
141,I1,2018-06-05 00:00:00,Udinese,Inter,0.9,13.3,4.1,14.3,5.3,1.6,0.2,1.8,14.4,5.7,11.5,6.6,1.7,0.0
142,I1,2018-06-05 00:00:00,Spal,Benevento,1.3,10.0,3.1,11.6,4.7,2.8,0.2,0.5,8.3,1.8,14.4,2.7,2.5,0.4
143,I1,2018-06-05 00:00:00,Sassuolo,Sampdoria,1.1,13.9,4.5,13.4,5.9,3.1,0.2,0.9,9.3,3.8,11.4,5.4,2.3,0.1
144,I1,2018-06-05 00:00:00,Cagliari,Roma,0.6,9.8,2.7,16.5,5.7,2.7,0.2,1.6,14.2,5.4,10.4,5.4,1.3,0.1
145,I1,2018-06-05 00:00:00,Lazio,Atalanta,2.1,17.4,6.2,10.2,7.5,1.9,0.3,2.0,14.0,6.3,13.9,6.0,1.9,0.2
146,I1,2018-06-05 00:00:00,Genoa,Fiorentina,1.4,12.7,3.4,15.3,6.7,2.0,0.2,1.4,14.4,5.1,13.9,4.7,3.1,0.3
147,I1,2018-06-05 00:00:00,Chievo,Crotone,1.1,7.7,3.4,13.8,4.1,2.7,0.2,1.1,10.8,2.6,11.7,3.7,2.2,0.1
148,I1,2018-06-05 00:00:00,Napoli,Torino,2.5,18.3,8.0,8.5,6.0,1.0,0.1,1.8,10.9,3.8,17.5,4.3,2.1,0.1
149,I1,2018-06-01 00:00:00,Roma,Atalanta,1.3,16.7,5.4,11.2,6.7,1.2,0.2,2.0,13.0,6.0,14.7,5.8,2.1,0.2
150,I1,2018-06-01 00:00:00,Milan,Crotone,1.8,17.6,6.6,11.2,8.0,1.8,0.0,1.0,10.3,2.5,11.0,3.6,2.3,0.1
151,I1,2018-06-01 00:00:00,Napoli,Verona,2.6,17.9,8.1,8.5,6.6,1.0,0.1,0.7,6.8,1.6,13.1,2.7,2.4,0.1
152,I1,2018-06-01 00:00:00,Genoa,Sassuolo,1.3,13.5,3.5,15.9,7.1,2.1,0.0,1.0,12.5,4.2,13.1,4.5,2.6,0.3
153,I1,2018-06-01 00:00:00,Torino,Bologna,1.7,13.0,6.1,15.1,4.0,2.1,0.1,0.7,7.9,3.0,12.1,3.5,2.7,0.2
154,I1,2018-06-01 00:00:00,Cagliari,Juventus,0.6,10.0,2.7,16.5,5.4,2.5,0.3,1.4,12.0,4.0,11.6,5.5,2.4,0.0
155,I1,2018-06-01 00:00:00,Benevento,Sampdoria,1.6,15.4,6.4,13.0,6.0,2.4,0.2,0.9,11.1,4.5,10.6,6.0,2.4,0.1
156,I1,2018-06-01 00:00:00,Spal,Lazio,1.2,10.1,2.8,11.0,4.7,3.0,0.3,2.1,14.1,5.3,13.0,5.8,2.9,0.2
157,I1,2018-05-20 00:00:00,Napoli,Crotone,2.6,17.1,8.2,9.3,6.4,1.2,0.1,1.0,10.1,2.5,10.4,3.8,2.4,0.1
158,I1,2018-05-20 00:00:00,Spal,Sampdoria,1.1,9.5,2.7,11.6,4.2,3.2,0.3,0.8,11.1,4.3,10.3,5.5,2.7,0.0
159,I1,2018-05-20 00:00:00,Genoa,Torino,1.3,13.7,3.6,15.7,6.7,1.9,0.0,1.6,11.2,3.8,17.5,4.5,1.9,0.1
160,I1,2018-05-20 00:00:00,Sassuolo,Roma,1.1,13.0,4.2,14.1,5.1,3.1,0.2,1.6,15.3,5.7,10.7,5.8,1.5,0.1
161,I1,2018-05-20 00:00:00,Udinese,Bologna,0.9,13.4,4.1,14.4,5.1,2.0,0.1,0.8,8.4,3.0,12.4,3.7,3.0,0.2
162,I1,2018-05-20 00:00:00,Cagliari,Atalanta,0.7,10.6,2.9,16.0,5.6,2.6,0.3,2.1,14.0,6.1,15.3,5.4,1.9,0.1
163,I1,2018-05-20 00:00:00,Milan,Fiorentina,1.7,17.3,6.2,11.2,7.3,1.8,0.0,1.2,14.5,4.6,14.0,4.8,2.8,0.3
