,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,ANO_MES,SEASON,HPoints,APoints,HScoredGSum,HConseivedGSum,AScoredGSum,AConseivedGSum
0,I1,2018-12-05,Benevento,Genoa,1.0,0.0,H,14.0,13.0,3.0,5.0,17.0,7.0,6.0,3.0,1.0,1.0,0.0,0.0,2018/12,2018/2019,3.0,0.0,17.0,20.0,10.0,15.0
1,I1,2018-12-05,Inter,Sassuolo,1.0,2.0,A,16.0,13.0,8.0,5.0,9.0,5.0,16.0,2.0,1.0,2.0,0.0,0.0,2018/12,2018/2019,0.0,3.0,18.0,8.0,9.0,14.0
2,I1,2018-11-26,Cagliari,Torino,0.0,0.0,D,3.0,8.0,1.0,5.0,12.0,13.0,3.0,4.0,2.0,0.0,0.0,0.0,2018/11,2018/2019,1.0,1.0,10.0,8.0,11.0,13.0
3,I1,2018-11-25,Genoa,Sampdoria,1.0,1.0,D,10.0,6.0,5.0,2.0,17.0,15.0,7.0,6.0,2.0,1.0,0.0,0.0,2018/11,2018/2019,1.0,1.0,13.0,14.0,13.0,19.0
4,I1,2018-11-25,Parma,Sassuolo,2.0,1.0,H,10.0,12.0,4.0,5.0,14.0,14.0,2.0,3.0,3.0,4.0,0.0,0.0,2018/11,2018/2019,3.0,0.0,10.0,9.0,10.0,12.0
5,I1,2018-11-25,Napoli,Chievo,0.0,0.0,D,17.0,7.0,10.0,3.0,11.0,13.0,20.0,2.0,2.0,2.0,0.0,0.0,2018/11,2018/2019,1.0,1.0,22.0,8.0,9.0,23.0
6,I1,2018-11-25,Lazio,Milan,1.0,1.0,D,16.0,9.0,6.0,4.0,10.0,4.0,9.0,4.0,1.0,1.0,0.0,0.0,2018/11,2018/2019,1.0,1.0,18.0,13.0,17.0,10.0
7,I1,2018-11-25,Bologna,Fiorentina,0.0,0.0,D,8.0,11.0,4.0,6.0,11.0,21.0,4.0,9.0,3.0,1.0,0.0,0.0,2018/11,2018/2019,1.0,1.0,12.0,13.0,10.0,15.0
8,I1,2018-11-25,Empoli,Atalanta,3.0,2.0,H,12.0,8.0,8.0,5.0,12.0,9.0,7.0,3.0,2.0,2.0,0.0,1.0,2018/11,2018/2019,3.0,0.0,11.0,10.0,16.0,14.0
9,I1,2018-11-24,Inter,Frosinone,3.0,0.0,H,25.0,5.0,14.0,4.0,11.0,11.0,11.0,0.0,1.0,3.0,0.0,0.0,2018/11,2018/2019,3.0,0.0,18.0,8.0,10.0,24.0
10,I1,2018-11-24,Juventus,Spal,2.0,0.0,H,12.0,8.0,8.0,1.0,20.0,11.0,6.0,3.0,1.0,3.0,0.0,0.0,2018/11,2018/2019,3.0,0.0,20.0,6.0,10.0,14.0
11,I1,2018-11-24,Udinese,Roma,1.0,0.0,H,8.0,23.0,3.0,9.0,6.0,10.0,0.0,12.0,2.0,0.0,0.0,0.0,2018/11,2018/2019,3.0,0.0,6.0,17.0,11.0,5.0
12,I1,2018-11-11,Sassuolo,Lazio,1.0,1.0,D,9.0,7.0,4.0,3.0,15.0,21.0,2.0,6.0,4.0,3.0,0.0,0.0,2018/11,2018/2019,1.0,1.0,12.0,11.0,18.0,17.0
13,I1,2018-11-11,Atalanta,Inter,4.0,1.0,H,16.0,6.0,10.0,2.0,11.0,13.0,9.0,6.0,3.0,5.0,0.0,1.0,2018/11,2018/2019,3.0,0.0,16.0,4.0,16.0,7.0
14,I1,2018-11-11,Empoli,Udinese,2.0,1.0,H,9.0,22.0,5.0,9.0,6.0,11.0,4.0,13.0,2.0,2.0,0.0,0.0,2018/11,2018/2019,3.0,0.0,9.0,11.0,14.0,18.0
15,I1,2018-11-11,Milan,Juventus,0.0,2.0,A,5.0,12.0,2.0,8.0,16.0,9.0,2.0,5.0,3.0,1.0,1.0,0.0,2018/11,2018/2019,0.0,3.0,23.0,11.0,20.0,8.0
16,I1,2018-11-11,Roma,Sampdoria,4.0,1.0,H,10.0,4.0,6.0,3.0,8.0,10.0,7.0,7.0,1.0,1.0,0.0,0.0,2018/11,2018/2019,3.0,0.0,21.0,14.0,12.0,19.0
17,I1,2018-11-11,Chievo,Bologna,2.0,2.0,D,12.0,12.0,6.0,6.0,15.0,18.0,5.0,6.0,3.0,3.0,0.0,0.0,2018/11,2018/2019,1.0,1.0,8.0,16.0,4.0,17.0
18,I1,2018-11-03,Bologna,Atalanta,0.0,1.0,A,10.0,21.0,1.0,5.0,11.0,12.0,5.0,10.0,3.0,0.0,0.0,0.0,2018/11,2018/2019,0.0,3.0,13.0,13.0,15.0,15.0
19,I1,2018-11-03,Sassuolo,Spal,1.0,1.0,D,15.0,6.0,4.0,2.0,13.0,14.0,9.0,3.0,3.0,3.0,0.0,0.0,2018/11,2018/2019,1.0,1.0,12.0,11.0,12.0,15.0
20,I1,2018-11-03,Juventus,Udinese,2.0,0.0,H,11.0,5.0,4.0,1.0,7.0,9.0,5.0,3.0,1.0,2.0,0.0,0.0,2018/11,2018/2019,3.0,0.0,25.0,6.0,15.0,18.0
21,I1,2018-11-03,Inter,Napoli,0.0,0.0,D,3.0,11.0,1.0,2.0,9.0,10.0,2.0,3.0,1.0,3.0,0.0,0.0,2018/11,2018/2019,1.0,1.0,23.0,8.0,16.0,9.0
22,I1,2018-11-03,Genoa,Milan,0.0,1.0,A,9.0,14.0,2.0,7.0,5.0,9.0,3.0,3.0,1.0,0.0,0.0,0.0,2018/11,2018/2019,0.0,3.0,16.0,14.0,17.0,10.0
23,I1,2018-11-03,Cagliari,Lazio,2.0,2.0,D,5.0,12.0,4.0,4.0,13.0,10.0,1.0,4.0,2.0,4.0,0.0,0.0,2018/11,2018/2019,1.0,1.0,10.0,7.0,17.0,15.0
24,I1,2018-11-03,Crotone,Sampdoria,4.0,1.0,H,14.0,11.0,8.0,2.0,16.0,20.0,3.0,10.0,1.0,2.0,0.0,0.0,2018/11,2018/2019,3.0,0.0,13.0,12.0,11.0,18.0
25,I1,2018-11-03,Fiorentina,Benevento,1.0,0.0,H,14.0,11.0,5.0,3.0,11.0,8.0,8.0,9.0,2.0,3.0,0.0,0.0,2018/11,2018/2019,3.0,0.0,19.0,10.0,7.0,25.0
26,I1,2018-11-02,Sassuolo,Cagliari,0.0,0.0,D,15.0,5.0,1.0,2.0,12.0,15.0,4.0,2.0,0.0,1.0,0.0,0.0,2018/11,2018/2019,1.0,1.0,12.0,14.0,7.0,19.0
27,I1,2018-11-02,Chievo,Genoa,0.0,1.0,A,6.0,10.0,1.0,3.0,16.0,17.0,3.0,7.0,1.0,1.0,0.0,0.0,2018/11,2018/2019,0.0,3.0,8.0,17.0,9.0,20.0
28,I1,2018-11-02,Sampdoria,Verona,2.0,0.0,H,22.0,6.0,10.0,1.0,10.0,15.0,8.0,4.0,1.0,1.0,0.0,0.0,2018/11,2018/2019,3.0,0.0,8.0,15.0,7.0,26.0
29,I1,2018-11-02,Roma,Benevento,5.0,2.0,H,20.0,6.0,9.0,3.0,9.0,7.0,10.0,3.0,0.0,0.0,0.0,0.0,2018/11,2018/2019,3.0,0.0,20.0,13.0,5.0,21.0
30,I1,2018-11-02,Inter,Bologna,2.0,1.0,H,15.0,8.0,5.0,4.0,18.0,17.0,7.0,2.0,1.0,3.0,0.0,2.0,2018/11,2018/2019,3.0,0.0,22.0,8.0,3.0,15.0
31,I1,2018-11-02,Torino,Udinese,2.0,0.0,H,14.0,12.0,7.0,0.0,12.0,16.0,7.0,3.0,2.0,1.0,0.0,0.0,2018/11,2018/2019,3.0,0.0,13.0,12.0,15.0,18.0
32,I1,2018-10-31,Milan,Genoa,2.0,1.0,H,19.0,7.0,10.0,2.0,11.0,17.0,7.0,2.0,2.0,2.0,0.0,0.0,2018/10,2018/2019,3.0,0.0,21.0,10.0,8.0,20.0
33,I1,2018-10-29,Lazio,Inter,0.0,3.0,A,11.0,13.0,4.0,7.0,14.0,10.0,7.0,6.0,3.0,3.0,0.0,0.0,2018/10,2018/2019,0.0,3.0,24.0,12.0,13.0,7.0
34,I1,2018-10-28,Spal,Frosinone,0.0,3.0,A,10.0,5.0,5.0,4.0,15.0,11.0,9.0,1.0,3.0,6.0,0.0,0.0,2018/10,2018/2019,0.0,3.0,14.0,17.0,8.0,26.0
35,I1,2018-10-28,Sassuolo,Bologna,2.0,2.0,D,11.0,10.0,6.0,6.0,20.0,19.0,9.0,5.0,2.0,3.0,0.0,0.0,2018/10,2018/2019,1.0,1.0,10.0,12.0,1.0,14.0
36,I1,2018-10-28,Napoli,Roma,1.0,1.0,D,18.0,7.0,6.0,5.0,7.0,6.0,17.0,3.0,0.0,5.0,0.0,0.0,2018/10,2018/2019,1.0,1.0,25.0,9.0,11.0,5.0
37,I1,2018-10-28,Milan,Sampdoria,3.0,2.0,H,8.0,3.0,7.0,2.0,11.0,9.0,5.0,1.0,3.0,2.0,0.0,0.0,2018/10,2018/2019,3.0,0.0,18.0,8.0,10.0,17.0
38,I1,2018-10-28,Genoa,Udinese,2.0,2.0,D,11.0,11.0,5.0,8.0,17.0,18.0,4.0,8.0,5.0,4.0,1.0,0.0,2018/10,2018/2019,1.0,1.0,15.0,12.0,14.0,18.0
39,I1,2018-10-28,Cagliari,Chievo,2.0,1.0,H,12.0,12.0,4.0,5.0,16.0,15.0,8.0,2.0,1.0,6.0,0.0,0.0,2018/10,2018/2019,3.0,0.0,10.0,6.0,8.0,22.0
40,I1,2018-10-27,Empoli,Juventus,1.0,2.0,A,6.0,12.0,4.0,7.0,13.0,17.0,6.0,10.0,2.0,3.0,0.0,0.0,2018/10,2018/2019,0.0,3.0,9.0,10.0,18.0,7.0
41,I1,2018-10-27,Torino,Fiorentina,1.0,1.0,D,12.0,8.0,4.0,5.0,13.0,20.0,4.0,5.0,2.0,4.0,0.0,0.0,2018/10,2018/2019,1.0,1.0,16.0,12.0,11.0,15.0
42,I1,2018-10-27,Atalanta,Parma,3.0,0.0,H,21.0,9.0,14.0,5.0,6.0,8.0,6.0,6.0,0.0,2.0,0.0,0.0,2018/10,2018/2019,3.0,0.0,14.0,6.0,10.0,20.0
43,I1,2018-10-22,Sampdoria,Sassuolo,0.0,0.0,D,7.0,7.0,2.0,2.0,10.0,18.0,4.0,3.0,2.0,3.0,0.0,0.0,2018/10,2018/2019,1.0,1.0,10.0,16.0,11.0,13.0
44,I1,2018-10-21,Parma,Lazio,0.0,2.0,A,3.0,15.0,1.0,9.0,5.0,11.0,2.0,8.0,2.0,3.0,0.0,0.0,2018/10,2018/2019,0.0,3.0,10.0,7.0,19.0,18.0
45,I1,2018-10-21,Bologna,Torino,2.0,2.0,D,6.0,12.0,3.0,8.0,9.0,21.0,3.0,4.0,2.0,2.0,0.0,0.0,2018/10,2018/2019,1.0,1.0,13.0,11.0,13.0,12.0
46,I1,2018-10-21,Chievo,Atalanta,1.0,5.0,A,3.0,15.0,2.0,8.0,12.0,15.0,1.0,2.0,3.0,1.0,1.0,0.0,2018/10,2018/2019,0.0,3.0,8.0,13.0,13.0,14.0
47,I1,2018-10-21,Fiorentina,Cagliari,1.0,1.0,D,7.0,8.0,3.0,5.0,13.0,19.0,6.0,7.0,0.0,2.0,0.0,0.0,2018/10,2018/2019,1.0,1.0,20.0,9.0,7.0,21.0
48,I1,2018-10-21,Frosinone,Empoli,3.0,3.0,D,5.0,15.0,4.0,10.0,13.0,16.0,6.0,8.0,2.0,3.0,0.0,0.0,2018/10,2018/2019,1.0,1.0,4.0,20.0,8.0,24.0
49,I1,2018-10-21,Inter,Milan,1.0,0.0,H,14.0,9.0,7.0,2.0,13.0,7.0,9.0,4.0,2.0,5.0,0.0,0.0,2018/10,2018/2019,3.0,0.0,23.0,8.0,18.0,10.0
50,I1,2018-10-20,Udinese,Napoli,0.0,3.0,A,7.0,9.0,4.0,4.0,11.0,9.0,3.0,5.0,3.0,4.0,0.0,0.0,2018/10,2018/2019,0.0,3.0,7.0,15.0,14.0,10.0
51,I1,2018-10-20,Roma,Spal,0.0,2.0,A,13.0,5.0,9.0,5.0,14.0,5.0,8.0,9.0,3.0,5.0,0.0,1.0,2018/10,2018/2019,0.0,3.0,22.0,12.0,10.0,16.0
52,I1,2018-10-20,Juventus,Genoa,1.0,1.0,D,13.0,5.0,4.0,2.0,10.0,15.0,8.0,2.0,1.0,3.0,0.0,0.0,2018/10,2018/2019,1.0,1.0,27.0,6.0,8.0,21.0
53,I1,2018-10-11,Genoa,Napoli,1.0,2.0,A,8.0,13.0,3.0,7.0,15.0,6.0,2.0,7.0,4.0,2.0,0.0,0.0,2018/10,2018/2019,0.0,3.0,15.0,11.0,14.0,10.0
54,I1,2018-10-11,Spal,Cagliari,2.0,2.0,D,8.0,11.0,4.0,3.0,13.0,15.0,1.0,6.0,2.0,4.0,0.0,0.0,2018/10,2018/2019,1.0,1.0,12.0,18.0,6.0,21.0
55,I1,2018-10-11,Torino,Parma,1.0,2.0,A,12.0,11.0,4.0,7.0,14.0,17.0,7.0,7.0,2.0,4.0,0.0,0.0,2018/10,2018/2019,0.0,3.0,16.0,12.0,10.0,21.0
56,I1,2018-10-03,Verona,Chievo,1.0,0.0,H,7.0,10.0,2.0,2.0,11.0,16.0,3.0,4.0,4.0,6.0,0.0,0.0,2018/10,2018/2019,3.0,0.0,8.0,18.0,10.0,24.0
57,I1,2018-10-02,Spal,Milan,0.0,4.0,A,8.0,21.0,0.0,9.0,17.0,16.0,3.0,5.0,3.0,3.0,0.0,0.0,2018/10,2018/2019,0.0,3.0,12.0,14.0,15.0,13.0
58,I1,2018-10-02,Crotone,Atalanta,1.0,1.0,D,9.0,13.0,4.0,4.0,16.0,13.0,4.0,9.0,4.0,2.0,0.0,0.0,2018/10,2018/2019,1.0,1.0,12.0,13.0,14.0,14.0
59,I1,2018-10-02,Napoli,Lazio,4.0,1.0,H,17.0,5.0,7.0,1.0,5.0,10.0,2.0,2.0,0.0,3.0,0.0,0.0,2018/10,2018/2019,3.0,0.0,22.0,8.0,21.0,14.0
60,I1,2018-09-30,Parma,Empoli,1.0,0.0,H,7.0,10.0,3.0,6.0,13.0,8.0,2.0,12.0,2.0,3.0,0.0,0.0,2018/9,2018/2019,3.0,0.0,10.0,7.0,10.0,24.0
61,I1,2018-09-30,Sassuolo,Milan,1.0,4.0,A,8.0,10.0,2.0,10.0,14.0,11.0,9.0,5.0,1.0,1.0,0.0,0.0,2018/9,2018/2019,0.0,3.0,14.0,11.0,13.0,12.0
62,I1,2018-09-30,Bologna,Udinese,2.0,1.0,H,11.0,10.0,6.0,2.0,7.0,12.0,3.0,4.0,2.0,4.0,0.0,0.0,2018/9,2018/2019,3.0,0.0,13.0,11.0,13.0,16.0
63,I1,2018-09-30,Chievo,Torino,0.0,1.0,A,8.0,13.0,3.0,5.0,15.0,17.0,3.0,8.0,3.0,3.0,0.0,0.0,2018/9,2018/2019,0.0,3.0,10.0,13.0,16.0,12.0
64,I1,2018-09-30,Fiorentina,Atalanta,2.0,0.0,H,6.0,11.0,4.0,4.0,12.0,10.0,5.0,6.0,3.0,3.0,0.0,0.0,2018/9,2018/2019,3.0,0.0,19.0,10.0,19.0,12.0
65,I1,2018-09-30,Frosinone,Genoa,1.0,2.0,A,13.0,7.0,6.0,5.0,21.0,18.0,5.0,2.0,3.0,2.0,0.0,0.0,2018/9,2018/2019,0.0,3.0,5.0,18.0,9.0,25.0
66,I1,2018-09-29,Juventus,Napoli,3.0,1.0,H,14.0,9.0,9.0,6.0,14.0,11.0,7.0,4.0,3.0,5.0,0.0,1.0,2018/9,2018/2019,3.0,0.0,26.0,5.0,18.0,7.0
67,I1,2018-09-29,Roma,Lazio,3.0,1.0,H,10.0,11.0,7.0,5.0,11.0,10.0,8.0,9.0,3.0,1.0,0.0,0.0,2018/9,2018/2019,3.0,0.0,19.0,13.0,21.0,12.0
68,I1,2018-09-29,Inter,Cagliari,2.0,0.0,H,12.0,4.0,8.0,1.0,13.0,11.0,9.0,4.0,1.0,4.0,0.0,0.0,2018/9,2018/2019,3.0,0.0,22.0,9.0,7.0,21.0
69,I1,2018-09-27,Spal,Sassuolo,0.0,2.0,A,6.0,10.0,2.0,5.0,16.0,12.0,6.0,7.0,1.0,0.0,0.0,0.0,2018/9,2018/2019,0.0,3.0,12.0,12.0,9.0,20.0
70,I1,2018-09-27,Empoli,Milan,1.0,1.0,D,4.0,16.0,3.0,11.0,12.0,9.0,3.0,10.0,2.0,2.0,0.0,0.0,2018/9,2018/2019,1.0,1.0,9.0,12.0,14.0,12.0
71,I1,2018-09-26,Genoa,Chievo,2.0,0.0,H,11.0,8.0,5.0,2.0,11.0,17.0,7.0,4.0,4.0,4.0,0.0,0.0,2018/9,2018/2019,3.0,0.0,15.0,12.0,10.0,23.0
72,I1,2018-09-26,Atalanta,Torino,0.0,0.0,D,11.0,3.0,4.0,0.0,13.0,15.0,11.0,1.0,2.0,1.0,0.0,0.0,2018/9,2018/2019,1.0,1.0,15.0,8.0,17.0,13.0
73,I1,2018-09-26,Cagliari,Sampdoria,0.0,0.0,D,10.0,10.0,2.0,5.0,16.0,22.0,7.0,3.0,1.0,3.0,0.0,0.0,2018/9,2018/2019,1.0,1.0,10.0,10.0,12.0,18.0
74,I1,2018-09-26,Udinese,Lazio,1.0,2.0,A,10.0,5.0,6.0,2.0,7.0,17.0,6.0,4.0,2.0,6.0,0.0,0.0,2018/9,2018/2019,0.0,3.0,7.0,15.0,20.0,13.0
75,I1,2018-09-26,Roma,Frosinone,4.0,0.0,H,18.0,8.0,13.0,3.0,13.0,8.0,4.0,3.0,0.0,1.0,0.0,0.0,2018/9,2018/2019,3.0,0.0,17.0,15.0,8.0,26.0
76,I1,2018-09-26,Napoli,Parma,3.0,0.0,H,20.0,2.0,8.0,0.0,9.0,13.0,2.0,2.0,0.0,3.0,0.0,0.0,2018/9,2018/2019,3.0,0.0,21.0,12.0,10.0,20.0
77,I1,2018-09-26,Juventus,Bologna,2.0,0.0,H,15.0,5.0,9.0,2.0,10.0,13.0,3.0,0.0,2.0,3.0,0.0,0.0,2018/9,2018/2019,3.0,0.0,27.0,6.0,2.0,13.0
78,I1,2018-09-25,Inter,Fiorentina,2.0,1.0,H,11.0,11.0,3.0,8.0,18.0,20.0,6.0,3.0,1.0,3.0,0.0,0.0,2018/9,2018/2019,3.0,0.0,20.0,8.0,12.0,14.0
79,I1,2018-09-23,Chievo,Udinese,0.0,2.0,A,10.0,9.0,4.0,7.0,18.0,10.0,7.0,3.0,1.0,1.0,0.0,0.0,2018/9,2018/2019,0.0,3.0,12.0,12.0,11.0,17.0
80,I1,2018-09-23,Frosinone,Juventus,0.0,2.0,A,2.0,18.0,0.0,8.0,16.0,8.0,3.0,5.0,3.0,1.0,0.0,0.0,2018/9,2018/2019,0.0,3.0,5.0,18.0,17.0,7.0
81,I1,2018-09-23,Lazio,Genoa,4.0,1.0,H,16.0,8.0,8.0,4.0,9.0,7.0,5.0,3.0,1.0,2.0,0.0,0.0,2018/9,2018/2019,3.0,0.0,21.0,12.0,8.0,22.0
82,I1,2018-09-23,Milan,Atalanta,2.0,2.0,D,14.0,13.0,8.0,8.0,7.0,4.0,4.0,3.0,2.0,1.0,0.0,0.0,2018/9,2018/2019,1.0,1.0,19.0,8.0,17.0,12.0
83,I1,2018-09-23,Torino,Napoli,1.0,3.0,A,9.0,13.0,3.0,8.0,14.0,17.0,4.0,6.0,2.0,3.0,0.0,0.0,2018/9,2018/2019,0.0,3.0,15.0,10.0,15.0,9.0
84,I1,2018-09-23,Bologna,Roma,2.0,0.0,H,7.0,20.0,2.0,9.0,8.0,13.0,1.0,10.0,2.0,4.0,0.0,0.0,2018/9,2018/2019,3.0,0.0,14.0,11.0,13.0,3.0
85,I1,2018-09-22,Sampdoria,Inter,0.0,1.0,A,9.0,14.0,4.0,5.0,12.0,14.0,3.0,12.0,3.0,2.0,0.0,0.0,2018/9,2018/2019,0.0,3.0,13.0,15.0,17.0,7.0
86,I1,2018-09-22,Fiorentina,Spal,3.0,0.0,H,15.0,5.0,5.0,2.0,8.0,11.0,11.0,1.0,1.0,2.0,0.0,0.0,2018/9,2018/2019,3.0,0.0,17.0,10.0,10.0,14.0
87,I1,2018-09-22,Parma,Cagliari,2.0,0.0,H,14.0,9.0,8.0,3.0,17.0,5.0,4.0,11.0,2.0,1.0,0.0,0.0,2018/9,2018/2019,3.0,0.0,10.0,9.0,8.0,20.0
88,I1,2018-09-21,Sassuolo,Empoli,3.0,1.0,H,20.0,16.0,10.0,11.0,15.0,9.0,5.0,4.0,1.0,4.0,0.0,1.0,2018/9,2018/2019,3.0,0.0,11.0,13.0,11.0,22.0
89,I1,2018-09-19,Sampdoria,Fiorentina,1.0,1.0,D,8.0,14.0,4.0,9.0,14.0,15.0,4.0,6.0,3.0,2.0,0.0,0.0,2018/9,2018/2019,1.0,1.0,13.0,15.0,13.0,13.0
90,I1,2018-09-17,Spal,Atalanta,2.0,0.0,H,13.0,13.0,6.0,4.0,14.0,16.0,4.0,4.0,3.0,5.0,0.0,0.0,2018/9,2018/2019,3.0,0.0,11.0,12.0,20.0,10.0
91,I1,2018-09-16,Juventus,Sassuolo,2.0,1.0,H,16.0,10.0,6.0,6.0,12.0,13.0,10.0,4.0,3.0,3.0,1.0,0.0,2018/9,2018/2019,3.0,0.0,26.0,5.0,10.0,19.0
92,I1,2018-09-16,Udinese,Torino,1.0,1.0,D,7.0,9.0,3.0,4.0,16.0,14.0,3.0,8.0,2.0,2.0,0.0,0.0,2018/9,2018/2019,1.0,1.0,6.0,16.0,17.0,14.0
93,I1,2018-09-16,Empoli,Lazio,0.0,1.0,A,10.0,16.0,3.0,9.0,13.0,11.0,4.0,7.0,2.0,3.0,0.0,0.0,2018/9,2018/2019,0.0,3.0,11.0,14.0,19.0,13.0
94,I1,2018-09-16,Roma,Chievo,2.0,2.0,D,15.0,10.0,9.0,5.0,10.0,15.0,9.0,2.0,1.0,1.0,0.0,0.0,2018/9,2018/2019,1.0,1.0,15.0,14.0,9.0,26.0
95,I1,2018-09-16,Genoa,Bologna,1.0,0.0,H,10.0,8.0,5.0,2.0,13.0,19.0,5.0,3.0,2.0,5.0,0.0,1.0,2018/9,2018/2019,3.0,0.0,16.0,12.0,2.0,13.0
96,I1,2018-09-16,Cagliari,Milan,1.0,1.0,D,7.0,12.0,3.0,7.0,12.0,13.0,3.0,8.0,1.0,1.0,0.0,0.0,2018/9,2018/2019,1.0,1.0,9.0,14.0,14.0,12.0
97,I1,2018-09-15,Napoli,Fiorentina,1.0,0.0,H,19.0,7.0,5.0,3.0,13.0,15.0,10.0,3.0,1.0,4.0,0.0,0.0,2018/9,2018/2019,3.0,0.0,21.0,12.0,14.0,13.0
98,I1,2018-09-15,Inter,Parma,0.0,1.0,A,24.0,8.0,11.0,6.0,10.0,8.0,10.0,1.0,2.0,2.0,0.0,0.0,2018/9,2018/2019,0.0,3.0,21.0,10.0,9.0,24.0
99,I1,2018-09-15,Frosinone,Sampdoria,0.0,5.0,A,6.0,10.0,2.0,7.0,12.0,15.0,5.0,3.0,3.0,1.0,0.0,0.0,2018/9,2018/2019,0.0,3.0,5.0,13.0,7.0,19.0
100,I1,2018-09-11,Frosinone,Fiorentina,1.0,1.0,D,5.0,16.0,3.0,10.0,8.0,12.0,4.0,5.0,3.0,0.0,0.0,0.0,2018/9,2018/2019,1.0,1.0,5.0,12.0,14.0,15.0
101,I1,2018-09-03,Roma,Torino,3.0,0.0,H,15.0,10.0,5.0,3.0,8.0,21.0,13.0,6.0,1.0,2.0,0.0,0.0,2018/9,2018/2019,3.0,0.0,13.0,15.0,18.0,12.0
102,I1,2018-09-02,Fiorentina,Juventus,0.0,2.0,A,12.0,4.0,2.0,3.0,12.0,17.0,2.0,5.0,4.0,3.0,0.0,0.0,2018/9,2018/2019,0.0,3.0,18.0,8.0,16.0,7.0
103,I1,2018-08-31,Milan,Roma,2.0,1.0,H,18.0,6.0,9.0,3.0,8.0,6.0,8.0,3.0,0.0,2.0,0.0,0.0,2018/8,2018/2019,3.0,0.0,18.0,7.0,13.0,2.0
104,I1,2018-08-27,Roma,Atalanta,3.0,3.0,D,21.0,17.0,11.0,10.0,9.0,13.0,3.0,11.0,1.0,1.0,0.0,0.0,2018/8,2018/2019,1.0,1.0,11.0,12.0,19.0,7.0
105,I1,2018-08-26,Genoa,Empoli,2.0,1.0,H,10.0,12.0,4.0,8.0,14.0,15.0,3.0,6.0,3.0,2.0,0.0,0.0,2018/8,2018/2019,3.0,0.0,14.0,12.0,10.0,22.0
106,I1,2018-08-26,Spal,Parma,1.0,0.0,H,15.0,3.0,5.0,0.0,13.0,14.0,7.0,2.0,5.0,2.0,0.0,0.0,2018/8,2018/2019,3.0,0.0,11.0,13.0,10.0,24.0
107,I1,2018-08-26,Frosinone,Bologna,0.0,0.0,D,11.0,10.0,7.0,5.0,15.0,12.0,2.0,5.0,2.0,1.0,0.0,0.0,2018/8,2018/2019,1.0,1.0,5.0,12.0,3.0,16.0
108,I1,2018-08-26,Udinese,Sampdoria,1.0,0.0,H,13.0,9.0,5.0,4.0,6.0,10.0,8.0,7.0,1.0,3.0,0.0,0.0,2018/8,2018/2019,3.0,0.0,5.0,18.0,8.0,18.0
109,I1,2018-08-26,Cagliari,Sassuolo,2.0,2.0,D,12.0,12.0,7.0,6.0,14.0,14.0,7.0,2.0,4.0,4.0,0.0,1.0,2018/8,2018/2019,1.0,1.0,8.0,14.0,9.0,19.0
110,I1,2018-08-26,Fiorentina,Chievo,6.0,1.0,H,19.0,5.0,15.0,3.0,14.0,8.0,2.0,3.0,1.0,3.0,0.0,0.0,2018/8,2018/2019,3.0,0.0,13.0,11.0,8.0,21.0
111,I1,2018-08-26,Inter,Torino,2.0,2.0,D,9.0,10.0,6.0,7.0,16.0,12.0,5.0,4.0,1.0,2.0,0.0,0.0,2018/8,2018/2019,1.0,1.0,26.0,9.0,18.0,12.0
112,I1,2018-08-25,Juventus,Lazio,2.0,0.0,H,14.0,8.0,9.0,3.0,12.0,13.0,6.0,2.0,3.0,2.0,0.0,0.0,2018/8,2018/2019,3.0,0.0,25.0,5.0,22.0,14.0
113,I1,2018-08-25,Napoli,Milan,3.0,2.0,H,21.0,6.0,13.0,4.0,12.0,9.0,5.0,1.0,2.0,2.0,0.0,0.0,2018/8,2018/2019,3.0,0.0,23.0,11.0,12.0,12.0
114,I1,2018-08-20,Atalanta,Frosinone,4.0,0.0,H,16.0,6.0,10.0,1.0,14.0,10.0,4.0,4.0,0.0,2.0,0.0,0.0,2018/8,2018/2019,3.0,0.0,12.0,9.0,8.0,24.0
115,I1,2018-08-19,Torino,Roma,0.0,1.0,A,8.0,16.0,5.0,13.0,10.0,14.0,6.0,5.0,1.0,3.0,0.0,0.0,2018/8,2018/2019,0.0,3.0,17.0,10.0,16.0,4.0
116,I1,2018-08-19,Sassuolo,Inter,1.0,0.0,H,7.0,11.0,5.0,4.0,23.0,11.0,4.0,4.0,3.0,2.0,0.0,0.0,2018/8,2018/2019,3.0,0.0,11.0,14.0,17.0,8.0
117,I1,2018-08-19,Parma,Udinese,2.0,2.0,D,9.0,16.0,6.0,6.0,10.0,13.0,4.0,5.0,2.0,2.0,0.0,0.0,2018/8,2018/2019,1.0,1.0,9.0,7.0,10.0,15.0
118,I1,2018-08-19,Empoli,Cagliari,2.0,0.0,H,9.0,12.0,4.0,5.0,19.0,19.0,6.0,6.0,3.0,3.0,0.0,0.0,2018/8,2018/2019,3.0,0.0,10.0,16.0,9.0,18.0
119,I1,2018-08-19,Bologna,Spal,0.0,1.0,A,8.0,10.0,3.0,5.0,16.0,11.0,7.0,0.0,4.0,2.0,1.0,0.0,2018/8,2018/2019,0.0,3.0,14.0,13.0,10.0,15.0
