,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,ANO_MES,SEASON,HPoints,APoints,HScoredGSum,HConseivedGSum,AScoredGSum,AConseivedGSum
3746,I1,2009-01-17,Siena,Reggina,1.0,0.0,H,17.0,10.0,6.0,5.0,12.0,20.0,7.0,2.0,1.0,2.0,0.0,0.0,2009/1,2008/2009,3.0,0.0,6.0,14.0,12.0,18.0
3747,I1,2009-01-14,Roma,Sampdoria,2.0,0.0,H,20.0,12.0,8.0,3.0,11.0,19.0,7.0,4.0,2.0,3.0,0.0,0.0,2009/1,2008/2009,3.0,0.0,19.0,5.0,8.0,13.0
3748,I1,2009-01-11,Chievo,Udinese,1.0,1.0,D,21.0,9.0,9.0,4.0,18.0,15.0,10.0,0.0,2.0,2.0,0.0,0.0,2009/1,2008/2009,1.0,1.0,9.0,7.0,16.0,17.0
3749,I1,2009-01-11,Fiorentina,Catania,3.0,1.0,H,13.0,12.0,5.0,4.0,24.0,19.0,7.0,6.0,1.0,3.0,1.0,1.0,2009/1,2008/2009,3.0,0.0,8.0,15.0,19.0,4.0
3750,I1,2009-01-11,Siena,Lazio,1.0,1.0,D,11.0,7.0,3.0,2.0,21.0,15.0,5.0,6.0,1.0,1.0,0.0,0.0,2009/1,2008/2009,1.0,1.0,13.0,14.0,6.0,10.0
3751,I1,2009-01-11,Livorno,Inter,0.0,2.0,A,18.0,6.0,3.0,2.0,9.0,17.0,9.0,4.0,2.0,1.0,0.0,0.0,2009/1,2008/2009,0.0,3.0,10.0,9.0,7.0,15.0
3752,I1,2009-01-11,Palermo,Genoa,0.0,0.0,D,22.0,11.0,6.0,5.0,9.0,24.0,6.0,7.0,2.0,2.0,0.0,0.0,2009/1,2008/2009,1.0,1.0,14.0,7.0,0.0,0.0
3753,I1,2009-01-11,Cagliari,Atalanta,3.0,0.0,H,11.0,10.0,5.0,1.0,19.0,17.0,3.0,3.0,1.0,1.0,0.0,0.0,2009/1,2008/2009,3.0,0.0,18.0,10.0,8.0,15.0
3754,I1,2009-01-11,Sampdoria,Bari,0.0,0.0,D,12.0,5.0,4.0,2.0,19.0,20.0,8.0,4.0,5.0,2.0,0.0,0.0,2009/1,2008/2009,1.0,1.0,16.0,12.0,12.0,12.0
3755,I1,2009-01-11,Roma,Bologna,2.0,1.0,H,29.0,4.0,9.0,3.0,15.0,16.0,17.0,1.0,2.0,2.0,0.0,0.0,2009/1,2008/2009,3.0,0.0,14.0,6.0,15.0,19.0
3756,I1,2009-01-03,Reggina,Fiorentina,1.0,1.0,D,18.0,15.0,7.0,6.0,22.0,31.0,10.0,3.0,4.0,2.0,0.0,0.0,2009/1,2008/2009,1.0,1.0,14.0,12.0,7.0,17.0
3757,I1,2009-01-03,Sampdoria,Milan,2.0,1.0,H,10.0,18.0,5.0,5.0,17.0,18.0,9.0,4.0,4.0,5.0,0.0,0.0,2009/1,2008/2009,3.0,0.0,14.0,9.0,4.0,17.0
3758,I1,2009-01-03,Udinese,Lecce,2.0,0.0,H,18.0,4.0,4.0,2.0,18.0,28.0,8.0,2.0,1.0,5.0,0.0,1.0,2009/1,2008/2009,3.0,0.0,10.0,9.0,9.0,19.0
3759,I1,2009-01-03,Atalanta,Chievo,0.0,2.0,A,11.0,12.0,1.0,6.0,22.0,20.0,2.0,4.0,3.0,2.0,1.0,0.0,2009/1,2008/2009,0.0,3.0,11.0,9.0,6.0,12.0
3760,I1,2009-01-03,Cagliari,Torino,0.0,0.0,D,7.0,9.0,2.0,3.0,19.0,30.0,2.0,3.0,4.0,5.0,0.0,0.0,2009/1,2008/2009,1.0,1.0,14.0,11.0,5.0,14.0
3761,I1,2009-01-03,Siena,Genoa,0.0,0.0,D,11.0,9.0,6.0,2.0,30.0,25.0,6.0,1.0,1.0,1.0,0.0,0.0,2009/1,2008/2009,1.0,1.0,16.0,7.0,15.0,16.0
3762,I1,2009-01-03,Palermo,Catania,0.0,4.0,A,25.0,12.0,12.0,4.0,23.0,16.0,8.0,2.0,2.0,1.0,1.0,0.0,2009/1,2008/2009,0.0,3.0,15.0,9.0,6.0,15.0
3763,I1,2009-01-03,Inter,Roma,3.0,3.0,D,17.0,18.0,8.0,10.0,24.0,19.0,3.0,4.0,3.0,3.0,0.0,0.0,2009/1,2008/2009,1.0,1.0,6.0,14.0,10.0,15.0
3764,I1,2009-01-02,Atalanta,Catania,1.0,0.0,H,19.0,6.0,7.0,4.0,18.0,15.0,5.0,5.0,1.0,3.0,0.0,0.0,2009/1,2008/2009,3.0,0.0,17.0,10.0,7.0,17.0
3765,I1,2009-01-02,Chievo,Sampdoria,1.0,1.0,D,16.0,8.0,3.0,3.0,25.0,15.0,8.0,3.0,2.0,0.0,0.0,0.0,2009/1,2008/2009,1.0,1.0,17.0,7.0,8.0,21.0
3766,I1,2009-01-02,Genoa,Palermo,1.0,0.0,H,21.0,6.0,6.0,1.0,14.0,24.0,13.0,5.0,2.0,4.0,0.0,0.0,2009/1,2008/2009,3.0,0.0,15.0,7.0,15.0,20.0
3767,I1,2009-01-02,Inter,Torino,1.0,1.0,D,23.0,12.0,6.0,3.0,16.0,22.0,15.0,6.0,3.0,1.0,0.0,0.0,2009/1,2008/2009,1.0,1.0,15.0,10.0,13.0,15.0
3768,I1,2009-01-02,Lazio,Milan,0.0,3.0,A,12.0,9.0,6.0,4.0,13.0,16.0,8.0,4.0,4.0,1.0,0.0,0.0,2009/1,2008/2009,0.0,3.0,11.0,7.0,5.0,16.0
3769,I1,2009-01-02,Reggina,Roma,2.0,2.0,D,18.0,22.0,5.0,7.0,23.0,15.0,4.0,4.0,2.0,1.0,0.0,0.0,2009/1,2008/2009,1.0,1.0,17.0,8.0,13.0,12.0
3770,I1,2009-01-02,Siena,Lecce,1.0,2.0,A,16.0,5.0,3.0,4.0,13.0,18.0,10.0,3.0,2.0,3.0,1.0,1.0,2009/1,2008/2009,0.0,3.0,11.0,8.0,3.0,23.0
3771,I1,2008-12-21,Sampdoria,Fiorentina,0.0,1.0,A,15.0,16.0,1.0,3.0,15.0,19.0,8.0,5.0,2.0,4.0,0.0,0.0,2008/12,2008/2009,0.0,3.0,13.0,10.0,14.0,13.0
3772,I1,2008-12-21,Cagliari,Reggina,1.0,1.0,D,12.0,12.0,2.0,2.0,18.0,25.0,8.0,5.0,1.0,3.0,1.0,0.0,2008/12,2008/2009,1.0,1.0,15.0,15.0,8.0,16.0
3773,I1,2008-12-21,Catania,Roma,3.0,2.0,H,13.0,13.0,4.0,4.0,21.0,20.0,6.0,4.0,5.0,5.0,0.0,0.0,2008/12,2008/2009,3.0,0.0,6.0,15.0,7.0,15.0
3774,I1,2008-12-21,Torino,Napoli,1.0,0.0,H,11.0,9.0,6.0,5.0,22.0,10.0,11.0,5.0,2.0,4.0,0.0,0.0,2008/12,2008/2009,3.0,0.0,11.0,12.0,8.0,15.0
3775,I1,2008-12-21,Chievo,Genoa,0.0,1.0,A,8.0,9.0,1.0,3.0,17.0,18.0,6.0,4.0,5.0,2.0,0.0,0.0,2008/12,2008/2009,0.0,3.0,21.0,6.0,12.0,17.0
3776,I1,2008-12-21,Lecce,Bologna,0.0,0.0,D,15.0,8.0,4.0,2.0,22.0,20.0,7.0,5.0,4.0,3.0,0.0,0.0,2008/12,2008/2009,1.0,1.0,18.0,8.0,12.0,7.0
3777,I1,2008-12-21,Milan,Udinese,5.0,1.0,H,15.0,15.0,11.0,7.0,17.0,8.0,1.0,7.0,3.0,3.0,0.0,0.0,2008/12,2008/2009,3.0,0.0,10.0,6.0,19.0,3.0
3778,I1,2008-12-21,Atalanta,Juventus,1.0,3.0,A,11.0,11.0,3.0,5.0,22.0,24.0,6.0,7.0,4.0,3.0,0.0,0.0,2008/12,2008/2009,0.0,3.0,15.0,8.0,9.0,17.0
3779,I1,2008-12-20,Siena,Inter,1.0,2.0,A,14.0,15.0,2.0,7.0,10.0,10.0,6.0,3.0,3.0,3.0,0.0,0.0,2008/12,2008/2009,0.0,3.0,19.0,9.0,9.0,16.0
3780,I1,2008-12-20,Lazio,Palermo,1.0,0.0,H,12.0,11.0,3.0,2.0,10.0,19.0,3.0,4.0,3.0,2.0,0.0,1.0,2008/12,2008/2009,3.0,0.0,13.0,10.0,15.0,16.0
3781,I1,2008-12-14,Roma,Cagliari,3.0,2.0,H,23.0,9.0,7.0,5.0,12.0,13.0,10.0,3.0,2.0,3.0,0.0,0.0,2008/12,2008/2009,3.0,0.0,15.0,13.0,7.0,15.0
3782,I1,2008-12-14,Udinese,Lazio,3.0,3.0,D,12.0,20.0,8.0,9.0,11.0,19.0,3.0,6.0,2.0,4.0,0.0,0.0,2008/12,2008/2009,1.0,1.0,24.0,9.0,13.0,16.0
3783,I1,2008-12-14,Palermo,Siena,2.0,0.0,H,21.0,16.0,12.0,4.0,20.0,17.0,5.0,3.0,2.0,2.0,0.0,0.0,2008/12,2008/2009,3.0,0.0,15.0,5.0,3.0,14.0
3784,I1,2008-12-14,Juventus,Milan,4.0,2.0,H,20.0,7.0,7.0,4.0,15.0,15.0,10.0,3.0,2.0,2.0,0.0,1.0,2008/12,2008/2009,3.0,0.0,16.0,10.0,6.0,14.0
3785,I1,2008-12-14,Inter,Chievo,4.0,2.0,H,19.0,7.0,8.0,6.0,10.0,13.0,8.0,4.0,3.0,1.0,0.0,1.0,2008/12,2008/2009,3.0,0.0,19.0,7.0,6.0,13.0
3786,I1,2008-12-14,Genoa,Atalanta,1.0,1.0,D,16.0,5.0,6.0,2.0,10.0,20.0,6.0,2.0,1.0,3.0,1.0,2.0,2008/12,2008/2009,1.0,1.0,16.0,9.0,8.0,16.0
3787,I1,2008-12-14,Fiorentina,Catania,2.0,0.0,H,31.0,7.0,6.0,2.0,13.0,20.0,8.0,0.0,2.0,2.0,0.0,0.0,2008/12,2008/2009,3.0,0.0,18.0,8.0,6.0,16.0
3788,I1,2008-12-14,Reggina,Sampdoria,0.0,2.0,A,18.0,22.0,6.0,11.0,23.0,20.0,3.0,6.0,3.0,2.0,0.0,0.0,2008/12,2008/2009,0.0,3.0,6.0,10.0,8.0,17.0
3789,I1,2008-12-13,Napoli,Lecce,3.0,0.0,H,12.0,15.0,5.0,3.0,16.0,14.0,9.0,7.0,2.0,5.0,0.0,0.0,2008/12,2008/2009,3.0,0.0,14.0,13.0,7.0,15.0
3790,I1,2008-12-13,Bologna,Torino,5.0,2.0,H,12.0,10.0,8.0,5.0,17.0,24.0,3.0,10.0,1.0,4.0,0.0,1.0,2008/12,2008/2009,3.0,0.0,22.0,7.0,15.0,14.0
3791,I1,2008-12-04,Palermo,Catania,1.0,0.0,H,19.0,16.0,5.0,1.0,19.0,26.0,5.0,3.0,4.0,2.0,0.0,0.0,2008/12,2008/2009,3.0,0.0,13.0,9.0,13.0,7.0
3792,I1,2008-12-04,Juventus,Milan,3.0,2.0,H,13.0,10.0,6.0,6.0,27.0,17.0,3.0,5.0,3.0,1.0,0.0,1.0,2008/12,2008/2009,3.0,0.0,7.0,12.0,2.0,24.0
3793,I1,2008-12-01,Catania,Juventus,1.0,1.0,D,8.0,18.0,2.0,2.0,15.0,23.0,2.0,5.0,3.0,3.0,0.0,0.0,2008/12,2008/2009,1.0,1.0,15.0,5.0,9.0,15.0
3794,I1,2008-12-01,Empoli,Reggina,1.0,1.0,D,19.0,5.0,6.0,3.0,23.0,24.0,8.0,5.0,2.0,4.0,0.0,0.0,2008/12,2008/2009,1.0,1.0,18.0,9.0,7.0,14.0
3795,I1,2008-11-30,Inter,Napoli,2.0,1.0,H,15.0,12.0,4.0,2.0,13.0,19.0,7.0,3.0,1.0,3.0,0.0,0.0,2008/11,2008/2009,3.0,0.0,12.0,9.0,10.0,15.0
3796,I1,2008-11-30,Genoa,Bologna,1.0,1.0,D,15.0,9.0,4.0,5.0,18.0,18.0,6.0,8.0,1.0,1.0,0.0,0.0,2008/11,2008/2009,1.0,1.0,16.0,12.0,17.0,19.0
3797,I1,2008-11-30,Cagliari,Sampdoria,1.0,0.0,H,10.0,12.0,3.0,6.0,19.0,28.0,4.0,4.0,2.0,2.0,0.0,0.0,2008/11,2008/2009,3.0,0.0,14.0,12.0,2.0,15.0
3798,I1,2008-11-30,Atalanta,Lazio,2.0,0.0,H,12.0,9.0,5.0,6.0,23.0,18.0,2.0,6.0,1.0,2.0,0.0,0.0,2008/11,2008/2009,3.0,0.0,10.0,6.0,8.0,19.0
3799,I1,2008-11-30,Udinese,Chievo,0.0,1.0,A,19.0,9.0,3.0,3.0,20.0,22.0,6.0,7.0,2.0,5.0,1.0,0.0,2008/11,2008/2009,0.0,3.0,19.0,10.0,13.0,13.0
3800,I1,2008-11-30,Siena,Torino,1.0,0.0,H,16.0,11.0,5.0,0.0,14.0,8.0,7.0,5.0,1.0,1.0,0.0,0.0,2008/11,2008/2009,3.0,0.0,13.0,15.0,15.0,11.0
3801,I1,2008-11-30,Roma,Fiorentina,1.0,0.0,H,22.0,16.0,6.0,5.0,18.0,18.0,5.0,4.0,2.0,2.0,0.0,0.0,2008/11,2008/2009,3.0,0.0,19.0,8.0,2.0,22.0
3802,I1,2008-11-30,Palermo,Milan,3.0,1.0,H,21.0,15.0,10.0,6.0,17.0,17.0,9.0,4.0,4.0,1.0,0.0,0.0,2008/11,2008/2009,3.0,0.0,15.0,8.0,6.0,18.0
3803,I1,2008-11-29,Juventus,Reggina,4.0,0.0,H,18.0,10.0,7.0,1.0,24.0,13.0,8.0,3.0,1.0,3.0,0.0,0.0,2008/11,2008/2009,3.0,0.0,18.0,6.0,8.0,16.0
3804,I1,2008-11-29,Catania,Lecce,1.0,1.0,D,17.0,11.0,4.0,3.0,23.0,21.0,11.0,1.0,2.0,3.0,0.0,0.0,2008/11,2008/2009,1.0,1.0,17.0,8.0,5.0,13.0
3805,I1,2008-11-23,Napoli,Cagliari,2.0,2.0,D,13.0,11.0,6.0,4.0,23.0,19.0,5.0,2.0,3.0,4.0,0.0,0.0,2008/11,2008/2009,1.0,1.0,15.0,9.0,7.0,14.0
3806,I1,2008-11-23,Reggina,Atalanta,3.0,1.0,H,9.0,17.0,6.0,1.0,19.0,13.0,2.0,6.0,2.0,1.0,0.0,0.0,2008/11,2008/2009,3.0,0.0,7.0,13.0,5.0,15.0
3807,I1,2008-11-23,Lazio,Genoa,1.0,1.0,D,18.0,10.0,8.0,4.0,25.0,27.0,10.0,3.0,1.0,3.0,0.0,0.0,2008/11,2008/2009,1.0,1.0,5.0,9.0,8.0,17.0
3808,I1,2008-11-23,Chievo,Siena,0.0,2.0,A,14.0,21.0,5.0,9.0,15.0,17.0,5.0,7.0,4.0,0.0,0.0,0.0,2008/11,2008/2009,0.0,3.0,17.0,8.0,8.0,14.0
3809,I1,2008-11-23,Bologna,Palermo,1.0,1.0,D,13.0,20.0,4.0,8.0,17.0,16.0,3.0,5.0,2.0,2.0,0.0,0.0,2008/11,2008/2009,1.0,1.0,13.0,14.0,14.0,11.0
3810,I1,2008-11-23,Sampdoria,Catania,3.0,0.0,H,21.0,16.0,9.0,3.0,19.0,23.0,5.0,6.0,2.0,2.0,0.0,0.0,2008/11,2008/2009,3.0,0.0,13.0,9.0,14.0,13.0
3811,I1,2008-11-23,Torino,Milan,2.0,2.0,D,15.0,16.0,5.0,6.0,19.0,16.0,4.0,5.0,2.0,5.0,0.0,0.0,2008/11,2008/2009,1.0,1.0,15.0,7.0,15.0,9.0
3812,I1,2008-11-23,Lecce,Roma,0.0,3.0,A,10.0,16.0,3.0,7.0,16.0,16.0,1.0,4.0,1.0,1.0,0.0,0.0,2008/11,2008/2009,0.0,3.0,16.0,5.0,10.0,16.0
3813,I1,2008-11-22,Inter,Juventus,1.0,0.0,H,20.0,7.0,9.0,2.0,14.0,21.0,8.0,4.0,3.0,2.0,0.0,0.0,2008/11,2008/2009,3.0,0.0,12.0,10.0,14.0,14.0
3814,I1,2008-11-22,Fiorentina,Udinese,4.0,2.0,H,21.0,25.0,11.0,11.0,23.0,14.0,3.0,10.0,2.0,3.0,1.0,0.0,2008/11,2008/2009,3.0,0.0,16.0,13.0,9.0,14.0
3815,I1,2008-11-16,Cagliari,Fiorentina,1.0,0.0,H,10.0,19.0,3.0,5.0,14.0,12.0,5.0,5.0,1.0,4.0,0.0,0.0,2008/11,2008/2009,3.0,0.0,13.0,7.0,9.0,17.0
3816,I1,2008-11-16,Atalanta,Napoli,3.0,1.0,H,17.0,7.0,7.0,3.0,15.0,14.0,4.0,3.0,2.0,3.0,0.0,1.0,2008/11,2008/2009,3.0,0.0,17.0,12.0,3.0,24.0
3817,I1,2008-11-16,Catania,Torino,3.0,2.0,H,20.0,16.0,7.0,3.0,19.0,19.0,7.0,8.0,0.0,2.0,0.0,0.0,2008/11,2008/2009,3.0,0.0,20.0,11.0,17.0,19.0
3818,I1,2008-11-16,Udinese,Reggina,0.0,1.0,A,10.0,15.0,1.0,4.0,24.0,22.0,3.0,6.0,3.0,4.0,0.0,0.0,2008/11,2008/2009,0.0,3.0,14.0,9.0,7.0,16.0
3819,I1,2008-11-16,Roma,Lazio,1.0,0.0,H,17.0,15.0,4.0,4.0,17.0,21.0,9.0,4.0,1.0,2.0,1.0,1.0,2008/11,2008/2009,3.0,0.0,11.0,5.0,6.0,13.0
3820,I1,2008-11-16,Sampdoria,Lecce,3.0,2.0,H,19.0,11.0,8.0,5.0,22.0,29.0,2.0,5.0,3.0,3.0,0.0,0.0,2008/11,2008/2009,3.0,0.0,25.0,7.0,2.0,14.0
3821,I1,2008-11-16,Siena,Bologna,1.0,1.0,D,14.0,7.0,8.0,1.0,12.0,15.0,14.0,4.0,1.0,3.0,0.0,0.0,2008/11,2008/2009,1.0,1.0,15.0,13.0,18.0,3.0
3822,I1,2008-11-16,Milan,Chievo,1.0,0.0,H,15.0,7.0,7.0,2.0,21.0,15.0,9.0,2.0,2.0,2.0,0.0,0.0,2008/11,2008/2009,3.0,0.0,15.0,7.0,6.0,11.0
3823,I1,2008-11-15,Palermo,Inter,0.0,2.0,A,16.0,18.0,6.0,9.0,16.0,21.0,2.0,9.0,3.0,1.0,0.0,0.0,2008/11,2008/2009,0.0,3.0,19.0,10.0,8.0,17.0
3824,I1,2008-11-13,Juventus,Genoa,4.0,1.0,H,14.0,8.0,5.0,1.0,13.0,22.0,7.0,5.0,0.0,2.0,0.0,0.0,2008/11,2008/2009,3.0,0.0,9.0,14.0,8.0,17.0
3825,I1,2008-11-05,Udinese,Cagliari,0.0,2.0,A,13.0,11.0,3.0,8.0,20.0,17.0,8.0,4.0,3.0,2.0,0.0,0.0,2008/11,2008/2009,0.0,3.0,17.0,12.0,10.0,16.0
3826,I1,2008-11-05,Livorno,Torino,0.0,1.0,A,12.0,8.0,4.0,4.0,16.0,20.0,5.0,7.0,4.0,4.0,0.0,0.0,2008/11,2008/2009,0.0,3.0,15.0,6.0,4.0,14.0
3827,I1,2008-11-05,Palermo,Sampdoria,0.0,2.0,A,19.0,8.0,4.0,3.0,26.0,19.0,6.0,4.0,1.0,1.0,0.0,0.0,2008/11,2008/2009,0.0,3.0,20.0,7.0,15.0,20.0
3828,I1,2008-11-05,Inter,Siena,2.0,2.0,D,22.0,5.0,5.0,4.0,14.0,15.0,14.0,0.0,1.0,5.0,0.0,0.0,2008/11,2008/2009,1.0,1.0,14.0,4.0,10.0,21.0
3829,I1,2008-11-05,Genoa,Lazio,0.0,2.0,A,21.0,7.0,5.0,4.0,22.0,23.0,9.0,1.0,1.0,3.0,0.0,0.0,2008/11,2008/2009,0.0,3.0,20.0,11.0,6.0,12.0
3830,I1,2008-11-05,Fiorentina,Parma,3.0,1.0,H,22.0,10.0,13.0,2.0,16.0,20.0,11.0,5.0,3.0,4.0,0.0,1.0,2008/11,2008/2009,3.0,0.0,16.0,11.0,9.0,15.0
3831,I1,2008-11-05,Roma,Atalanta,2.0,1.0,H,14.0,13.0,4.0,2.0,12.0,17.0,6.0,6.0,0.0,4.0,0.0,0.0,2008/11,2008/2009,3.0,0.0,15.0,6.0,7.0,15.0
3832,I1,2008-11-05,Reggina,Empoli,2.0,0.0,H,17.0,13.0,7.0,4.0,15.0,25.0,5.0,6.0,2.0,3.0,0.0,0.0,2008/11,2008/2009,3.0,0.0,16.0,5.0,14.0,8.0
3833,I1,2008-11-05,Juventus,Catania,1.0,1.0,D,15.0,7.0,4.0,3.0,18.0,13.0,5.0,7.0,5.0,1.0,0.0,0.0,2008/11,2008/2009,1.0,1.0,4.0,7.0,16.0,11.0
3834,I1,2008-11-05,Napoli,Milan,3.0,1.0,H,22.0,14.0,6.0,4.0,24.0,18.0,6.0,5.0,4.0,3.0,0.0,0.0,2008/11,2008/2009,3.0,0.0,14.0,5.0,9.0,16.0
3835,I1,2008-10-29,Bologna,Juventus,1.0,2.0,A,6.0,13.0,2.0,4.0,18.0,24.0,4.0,8.0,3.0,1.0,0.0,0.0,2008/10,2008/2009,0.0,3.0,11.0,14.0,5.0,11.0
3836,I1,2008-10-29,Catania,Udinese,0.0,2.0,A,23.0,13.0,6.0,6.0,20.0,21.0,2.0,1.0,2.0,4.0,0.0,0.0,2008/10,2008/2009,0.0,3.0,15.0,5.0,4.0,26.0
3837,I1,2008-10-29,Torino,Atalanta,2.0,1.0,H,8.0,9.0,5.0,3.0,25.0,23.0,4.0,2.0,4.0,2.0,0.0,0.0,2008/10,2008/2009,3.0,0.0,25.0,7.0,3.0,12.0
3838,I1,2008-10-29,Napoli,Reggina,3.0,0.0,H,9.0,0.0,4.0,0.0,7.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,2008/10,2008/2009,3.0,0.0,13.0,9.0,9.0,17.0
3839,I1,2008-10-29,Milan,Siena,2.0,1.0,H,14.0,13.0,4.0,4.0,7.0,19.0,6.0,7.0,0.0,2.0,0.0,0.0,2008/10,2008/2009,3.0,0.0,19.0,7.0,8.0,16.0
3840,I1,2008-10-29,Lecce,Palermo,1.0,1.0,D,5.0,8.0,1.0,1.0,20.0,23.0,7.0,1.0,0.0,3.0,1.0,0.0,2008/10,2008/2009,1.0,1.0,17.0,5.0,19.0,5.0
3841,I1,2008-10-29,Genoa,Cagliari,2.0,1.0,H,10.0,11.0,6.0,2.0,13.0,11.0,4.0,2.0,2.0,2.0,0.0,0.0,2008/10,2008/2009,3.0,0.0,7.0,11.0,15.0,21.0
3842,I1,2008-10-29,Fiorentina,Inter,0.0,0.0,D,17.0,12.0,3.0,2.0,17.0,16.0,1.0,7.0,1.0,1.0,0.0,0.0,2008/10,2008/2009,1.0,1.0,16.0,9.0,9.0,15.0
3843,I1,2008-10-29,Chievo,Lazio,1.0,2.0,A,9.0,11.0,4.0,2.0,21.0,16.0,6.0,6.0,3.0,2.0,0.0,0.0,2008/10,2008/2009,0.0,3.0,11.0,10.0,3.0,14.0
3844,I1,2008-10-26,Lazio,Napoli,0.0,1.0,A,18.0,8.0,5.0,2.0,26.0,14.0,4.0,4.0,4.0,1.0,0.0,0.0,2008/10,2008/2009,0.0,3.0,18.0,11.0,14.0,11.0
3845,I1,2008-10-26,Cagliari,Chievo,2.0,0.0,H,6.0,4.0,4.0,0.0,24.0,21.0,5.0,4.0,3.0,4.0,0.0,0.0,2008/10,2008/2009,3.0,0.0,13.0,10.0,6.0,11.0
3846,I1,2008-10-26,Udinese,Roma,3.0,1.0,H,12.0,24.0,7.0,8.0,25.0,13.0,2.0,9.0,4.0,4.0,0.0,0.0,2008/10,2008/2009,3.0,0.0,16.0,12.0,7.0,15.0
3847,I1,2008-10-26,Sampdoria,Bologna,2.0,0.0,H,22.0,6.0,9.0,3.0,19.0,21.0,9.0,6.0,2.0,2.0,0.0,0.0,2008/10,2008/2009,3.0,0.0,19.0,9.0,12.0,16.0
3848,I1,2008-10-26,Reggina,Lecce,2.0,0.0,H,14.0,12.0,3.0,3.0,17.0,27.0,8.0,4.0,2.0,3.0,0.0,0.0,2008/10,2008/2009,3.0,0.0,16.0,12.0,14.0,9.0
3849,I1,2008-10-26,Palermo,Fiorentina,1.0,3.0,A,17.0,18.0,7.0,5.0,6.0,19.0,6.0,7.0,2.0,1.0,0.0,0.0,2008/10,2008/2009,0.0,3.0,16.0,6.0,9.0,13.0
3850,I1,2008-10-26,Atalanta,Milan,0.0,1.0,A,14.0,6.0,6.0,1.0,21.0,26.0,2.0,0.0,3.0,4.0,0.0,0.0,2008/10,2008/2009,0.0,3.0,16.0,9.0,8.0,16.0
3851,I1,2008-10-26,Inter,Genoa,0.0,0.0,D,15.0,12.0,2.0,5.0,16.0,17.0,6.0,2.0,4.0,3.0,0.0,1.0,2008/10,2008/2009,1.0,1.0,13.0,4.0,7.0,16.0
3852,I1,2008-10-25,Juventus,Torino,1.0,0.0,H,11.0,9.0,5.0,0.0,19.0,25.0,7.0,5.0,2.0,3.0,0.0,0.0,2008/10,2008/2009,3.0,0.0,23.0,9.0,11.0,15.0
3853,I1,2008-10-25,Siena,Catania,1.0,1.0,D,28.0,4.0,11.0,2.0,11.0,16.0,14.0,2.0,2.0,1.0,0.0,0.0,2008/10,2008/2009,1.0,1.0,21.0,7.0,16.0,6.0
3854,I1,2008-10-19,Milan,Sampdoria,3.0,0.0,H,16.0,9.0,6.0,3.0,26.0,16.0,6.0,4.0,2.0,1.0,0.0,1.0,2008/10,2008/2009,3.0,0.0,11.0,14.0,8.0,17.0
3855,I1,2008-10-19,Roma,Inter,0.0,4.0,A,26.0,18.0,7.0,9.0,13.0,17.0,9.0,10.0,1.0,1.0,0.0,0.0,2008/10,2008/2009,0.0,3.0,12.0,9.0,8.0,14.0
3856,I1,2008-10-19,Torino,Cagliari,0.0,1.0,A,9.0,4.0,5.0,1.0,17.0,14.0,6.0,6.0,2.0,3.0,0.0,0.0,2008/10,2008/2009,0.0,3.0,20.0,8.0,3.0,11.0
3857,I1,2008-10-19,Lecce,Udinese,2.0,2.0,D,7.0,22.0,2.0,8.0,24.0,21.0,5.0,4.0,4.0,3.0,0.0,0.0,2008/10,2008/2009,1.0,1.0,8.0,11.0,7.0,12.0
3858,I1,2008-10-19,Genoa,Siena,1.0,0.0,H,12.0,5.0,6.0,1.0,24.0,16.0,5.0,6.0,1.0,2.0,0.0,0.0,2008/10,2008/2009,3.0,0.0,13.0,7.0,9.0,16.0
3859,I1,2008-10-19,Chievo,Atalanta,1.0,1.0,D,14.0,11.0,4.0,4.0,14.0,11.0,13.0,7.0,1.0,1.0,0.0,0.0,2008/10,2008/2009,1.0,1.0,1.0,6.0,14.0,19.0
3860,I1,2008-10-19,Catania,Palermo,2.0,0.0,H,18.0,16.0,4.0,3.0,19.0,13.0,3.0,7.0,0.0,1.0,0.0,1.0,2008/10,2008/2009,3.0,0.0,14.0,7.0,19.0,9.0
3861,I1,2008-10-19,Bologna,Lazio,3.0,1.0,H,4.0,11.0,3.0,5.0,27.0,14.0,5.0,7.0,4.0,4.0,0.0,0.0,2008/10,2008/2009,3.0,0.0,14.0,6.0,6.0,24.0
3862,I1,2008-10-18,Napoli,Juventus,2.0,1.0,H,12.0,12.0,5.0,5.0,17.0,24.0,2.0,4.0,3.0,4.0,0.0,0.0,2008/10,2008/2009,3.0,0.0,13.0,9.0,9.0,21.0
3863,I1,2008-10-18,Fiorentina,Reggina,3.0,0.0,H,28.0,9.0,9.0,1.0,28.0,17.0,13.0,4.0,1.0,1.0,0.0,1.0,2008/10,2008/2009,3.0,0.0,14.0,7.0,15.0,7.0
3864,I1,2008-10-02,Cagliari,Parma,1.0,1.0,D,8.0,8.0,3.0,1.0,16.0,23.0,6.0,7.0,3.0,4.0,0.0,0.0,2008/10,2008/2009,1.0,1.0,7.0,13.0,14.0,18.0
