timestamp,date_GMT,status,attendance,home_team_name,away_team_name,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1494702000,May 13 2017 - 7:00pm,complete,50220,Flamengo,Atlético Mineiro,0.00,0.00,1.89,1.53,1,1,2,1,1,0,"24","59",4,6,2,0,3,0,11,12,3,2,8,10,7,11,48,52,0.00,0,0,0,0,0,0,0,0.00,0.00,2.32,3.39,3.34,0,0,0,0,0,0,Estadio Jornalista Mário Filho (Maracanã) (Rio de Janeiro- Rio de Janeiro)
1494712800,May 13 2017 - 10:00pm,complete,31470,Corinthians,Chapecoense,0.00,0.00,2.16,1.26,1,1,2,1,1,0,"22","56",1,7,2,0,2,0,6,13,3,3,3,10,10,13,60,40,0.00,0,0,0,0,0,0,0,0.00,0.00,1.53,4.13,7.69,0,0,0,0,0,0,Arena Corinthians (São Paulo- São Paulo)
1494770400,May 14 2017 - 2:00pm,complete,11835,Fluminense,Santos,0.00,0.00,1.42,1.21,3,2,5,3,2,1,"4,45'3,58","39,87",5,8,1,0,5,0,9,17,7,7,2,10,15,17,44,56,0.00,0,0,0,0,0,0,0,0.00,0.00,2.33,3.39,3.32,0,0,0,0,0,0,Estadio Jornalista Mário Filho (Maracanã) (Rio de Janeiro- Rio de Janeiro)
1494788400,May 14 2017 - 7:00pm,complete,11416,Cruzeiro,São Paulo,0.00,0.00,1.79,0.79,1,0,1,0,0,0,"48","",5,5,0,0,1,0,8,15,5,4,3,11,10,12,43,57,0.00,0,0,0,0,0,0,0,0.00,0.00,2.13,3.36,3.87,0,0,0,0,0,0,Estádio Governador Magalhães Pinto (Belo Horizonte- Minas Gerais)
1494788400,May 14 2017 - 7:00pm,complete,33425,Palmeiras,Vasco da Gama,0.00,0.00,2.05,1.32,4,0,4,2,2,0,"6,41,46,80","",3,2,0,0,2,0,15,15,11,6,4,9,17,14,54,46,0.00,0,0,0,0,0,0,0,0.00,0.00,1.55,4.02,7.55,0,0,0,0,0,0,Allianz Parque (São Paulo- São Paulo)
1494788400,May 14 2017 - 7:00pm,complete,4666,Avaí,Vitória,0.00,0.00,1.26,1.53,0,0,0,0,0,0,"","",7,4,0,0,2,0,15,13,4,2,11,11,6,15,40,60,0.00,0,0,0,0,0,0,0,0.00,0.00,2.38,3.28,3.33,0,0,0,0,0,0,Estádio Aderbal Ramos da Silva (Florianópolis- Santa Catarina)
1494788400,May 14 2017 - 7:00pm,complete,8127,Bahia,Atlético PR,0.00,0.00,1.79,1.16,6,2,8,7,5,2,"33,40,42,44,45'2,72","15,38",14,3,0,0,1,1,24,8,12,5,12,3,11,11,51,49,0.00,0,0,0,0,0,0,0,0.00,0.00,2.01,3.42,4.26,0,0,0,0,0,0,Arena Fonte Nova (Salvador- Bahia)
1494788400,May 14 2017 - 7:00pm,complete,3104,Ponte Preta,Sport Recife,0.00,0.00,1.58,0.89,4,0,4,2,2,0,"40,45,73,90'2","",4,2,0,0,2,0,13,3,7,0,6,3,12,17,50,50,0.00,0,0,0,0,0,0,0,0.00,0.00,1.92,3.48,4.64,0,0,0,0,0,0,Estádio Moisés Lucarelli (Campinas- São Paulo)
1494799200,May 14 2017 - 10:00pm,complete,18551,Grêmio,Botafogo,0.00,0.00,1.79,1.21,2,0,2,1,1,0,"45'1,54","",6,4,2,0,5,0,16,6,8,0,8,6,13,19,52,48,0.00,0,0,0,0,0,0,0,0.00,0.00,2,3.4,4.32,0,0,0,0,0,0,Arena do Grêmio (Porto Alegre- Rio Grande do Sul)
1494889200,May 15 2017 - 11:00pm,complete,10631,Coritiba,Atlético GO,0.00,0.00,1.37,1.00,4,1,5,2,2,0,"32,35,66,71","63",6,6,1,0,2,0,18,17,8,9,10,8,17,13,59,41,0.00,0,0,0,0,0,0,0,0.00,0.00,1.83,3.64,4.86,0,0,0,0,0,0,Estádio Major Antônio Couto Pereira (Curitiba- Paraná)
