,Data,Hora,Home,S,Away,Res,,
1014,,19:30,Guaratinguetá,-,Paysandu SC,1:1 (0:0),,
1015,,21:50,Paraná Clube,-,América MG,0:1 (0:1),,
1016,,21:50,Boa EC,-,Figueirense,0:2 (0:1),,
1017,,21:50,Oeste FC,-,SE Palmeiras,0:2 (0:1),,
1018,,21:50,Avaí FC,-,São Caetano,2:1 (0:0),,
1019,,21:50,América RN,-,Bragantino,0:2 (0:2),,
1020,04.10.2013,19:30,Boa EC,-,Oeste FC,0:4 (0:1),,
1021,,19:30,Sport Club Recife,-,América RN,3:0 (1:0),,
1022,,19:30,Icasa,-,Guaratinguetá,3:2 (3:0),,
1023,,21:50,Paraná Clube,-,Avaí FC,0:1 (0:0),,
1024,05.10.2013,16:20,Chapecoense,-,Joinville EC,2:1 (0:0),,
1025,,16:20,ASA,-,Ceará SC,2:3 (1:1),,
1026,,16:20,ABC FC,-,SE Palmeiras,3:2 (2:2),,
1027,,16:20,Figueirense,-,Atlético GO,1:1 (0:1),,
1028,,21:00,Bragantino,-,América MG,0:1 (0:0),,
1029,,21:00,São Caetano,-,Paysandu SC,3:1 (0:0),,
1030,08.10.2013,19:30,Atlético GO,-,ASA,5:1 (3:0),,
1031,,19:30,SE Palmeiras,-,Figueirense,4:0 (1:0),,
1032,,19:30,América MG,-,Chapecoense,1:1 (1:0),,
1033,,19:30,Oeste FC,-,Icasa,0:0 (0:0),,
1034,,19:30,Guaratinguetá,-,São Caetano,3:2 (0:1),,
1035,,21:50,Paysandu SC,-,Boa EC,0:0 (0:0),,
1036,,21:50,Joinville EC,-,ABC FC,1:2 (0:1),,
1037,,21:50,América RN,-,Paraná Clube,4:1 (3:1),,
1038,,21:50,Ceará SC,-,Bragantino,5:3 (3:1),,
1039,,21:50,Avaí FC,-,Sport Club Recife,1:0 (0:0),,
1040,11.10.2013,19:30,América MG,-,Boa EC,0:0,,
1041,,19:30,Joinville EC,-,Icasa,0:0,,
1042,,21:50,SE Palmeiras,-,Guaratinguetá,1:0,,
1043,12.10.2013,16:15,Oeste FC,-,Sport Club Recife,0:3,,
1044,,16:20,Avaí FC,-,Chapecoense,1:2,,
1045,,16:20,Ceará SC,-,Paraná Clube,1:1,,
1046,,16:20,América RN,-,Atlético GO,2:1,,
1047,,21:00,Bragantino,-,ASA,2:0,,
1048,,21:00,São Caetano,-,Figueirense,0:2,,
1049,22.10.2013,18:30,Paysandu SC,-,ABC FC,1:0,,
1050,15.10.2013,19:30,Guaratinguetá,-,Oeste FC,0:0,,
1051,,19:30,Sport Club Recife,-,América MG,1:3,,
1052,,19:30,Boa EC,-,Joinville EC,1:0,,
1053,,19:30,Chapecoense,-,Ceará SC,1:1,,
1054,,19:30,ASA,-,América RN,1:2,,
1055,,21:50,Icasa,-,SE Palmeiras,1:0,,
1056,,21:50,ABC FC,-,São Caetano,2:0,,
1057,,21:50,Paraná Clube,-,Bragantino,1:0,,
1058,,21:50,Figueirense,-,Paysandu SC,3:2,,
1059,29.10.2013,20:50,Atlético GO,-,Avaí FC,2:1,,
1060,18.10.2013,19:30,ASA,-,Oeste FC,3:0,,
1061,,19:30,Paysandu SC,-,Avaí FC,0:2,,
1062,,19:30,Boa EC,-,América RN,3:2,,
1063,,21:50,Ceará SC,-,América MG,1:1,,
1064,19.10.2013,16:20,Figueirense,-,Joinville EC,0:1,,
1065,,16:20,Bragantino,-,SE Palmeiras,0:2,,
1066,,16:20,ABC FC,-,Guaratinguetá,2:4,,
1067,,16:20,Chapecoense,-,Sport Club Recife,0:0,,
1068,,21:00,São Caetano,-,Icasa,2:1,,
1069,22.10.2013,20:00,Paraná Clube,-,Atlético GO,1:1,,
1070,25.10.2013,18:30,Icasa,-,Figueirense,1:0,,
1071,,18:30,Atlético GO,-,Chapecoense,0:0,,
1072,,20:50,Avaí FC,-,Bragantino,3:0,,
1073,26.10.2013,15:20,Sport Club Recife,-,ASA,4:2,,
1074,,15:20,América RN,-,Ceará SC,1:0,,
1075,,15:20,Oeste FC,-,ABC FC,2:1,,
1076,,15:20,Joinville EC,-,Paraná Clube,1:0,,
1077,,15:20,SE Palmeiras,-,São Caetano,0:0,,
1078,,20:00,Guaratinguetá,-,Boa EC,0:0,,
1079,29.10.2013,20:00,América MG,-,Paysandu SC,0:1,,
1080,01.11.2013,18:30,Joinville EC,-,Paysandu SC,4:2,,
1081,,20:00,América MG,-,ASA,1:0,,
1082,,20:00,Icasa,-,Boa EC,1:0,,
1083,,20:50,Atlético GO,-,Ceará SC,1:3,,
1084,02.11.2013,15:20,Guaratinguetá,-,Chapecoense,0:0,,
1085,,15:20,Paraná Clube,-,SE Palmeiras,1:1,,
1086,,16:20,ABC FC,-,América RN,3:3,,
1087,,16:20,Sport Club Recife,-,São Caetano,3:0,,
1088,,20:00,Oeste FC,-,Bragantino,2:0,,
1089,03.11.2013,16:00,Avaí FC,-,Figueirense,0:4,,
1090,05.11.2013,20:00,São Caetano,-,América MG,1:1,,
1091,,20:00,Chapecoense,-,América RN,0:0,,
1092,08.11.2013,18:30,Bragantino,-,Atlético GO,2:0,,
1093,,20:00,ASA,-,Avaí FC,1:0,,
1094,,20:50,Boa EC,-,Paraná Clube,3:2,,
1095,09.11.2013,15:20,SE Palmeiras,-,Joinville EC,3:0,,
1096,,16:20,Paysandu SC,-,Oeste FC,3:3,,
1097,,16:20,ABC FC,-,Icasa,1:0,,
1098,,16:20,Ceará SC,-,Sport Club Recife,4:1,,
1099,,20:00,Figueirense,-,Guaratinguetá,2:1,,
1100,12.11.2013,18:30,Joinville EC,-,Oeste FC,1:1,,
1101,,18:30,Paraná Clube,-,Chapecoense,0:1,,
1102,,18:30,Bragantino,-,Icasa,1:2,,
1103,,18:30,Figueirense,-,ABC FC,2:0,,
1104,,18:30,Boa EC,-,São Caetano,1:0,,
1105,,20:50,América RN,-,América MG,2:2,,
1106,,20:50,Ceará SC,-,Avaí FC,2:1,,
1107,,20:50,Paysandu SC,-,SE Palmeiras,1:0,,
1108,,20:50,ASA,-,Guaratinguetá,2:1,,
1109,,20:50,Atlético GO,-,Sport Club Recife,2:1,,
1110,15.11.2013,16:00,Guaratinguetá,-,Ceará SC,0:1,,
1111,,18:30,ABC FC,-,ASA,4:1,,
1112,,20:50,Icasa,-,Paysandu SC,2:1,,
1113,16.11.2013,15:20,SE Palmeiras,-,Boa EC,3:0,,
1114,,15:20,Chapecoense,-,Bragantino,1:1,,
1115,,16:20,Avaí FC,-,América RN,0:1,,
1116,,16:20,Sport Club Recife,-,Paraná Clube,2:0,,
1117,,16:20,América MG,-,Atlético GO,3:0,,
1118,,20:00,Oeste FC,-,Figueirense,2:2,,
1119,,20:00,São Caetano,-,Joinville EC,3:2,,
1120,22.11.2013,18:30,Figueirense,-,ASA,2:0,,
1121,,20:50,Joinville EC,-,América MG,2:1,,
1122,23.11.2013,15:20,Icasa,-,Chapecoense,1:2,,
1123,,16:15,Oeste FC,-,Atlético GO,2:4,,
1124,,16:20,ABC FC,-,Avaí FC,1:0,,
1125,,16:20,SE Palmeiras,-,Ceará SC,4:1,,
1126,,16:20,Guaratinguetá,-,Paraná Clube,3:4,,
1127,,16:20,Paysandu SC,-,Bragantino,0:1,,
1128,,16:20,Boa EC,-,Sport Club Recife,2:3,,
1129,,20:00,São Caetano,-,América RN,2:2,,
1130,29.11.2013,18:30,América MG,-,ABC FC,0:0,,
1131,,18:30,ASA,-,São Caetano,1:0,,
1132,,20:00,Avaí FC,-,Boa EC,1:0,,
1133,30.11.2013,15:20,América RN,-,Oeste FC,2:2,,
1134,,15:20,Bragantino,-,Figueirense,1:1,,
1135,,15:20,Ceará SC,-,Joinville EC,0:3,,
1136,,15:20,Paraná Clube,-,Icasa,2:0,,
1137,,15:20,Chapecoense,-,SE Palmeiras,1:0,,
1138,,15:20,Atlético GO,-,Guaratinguetá,2:0,,
1139,,15:20,Sport Club Recife,-,Paysandu SC,0:0,,
1140,18.04.2014,19:30,Sampaio Corrêa FC,-,Paraná Clube,0:2 (0:0),,
1141,,19:30,Joinville EC,-,Portuguesa (SP),3:0,,
1142,,19:30,Vila Nova FC GO,-,Luverdense,0:0 (0:0),,
1143,,21:50,Ponte Preta,-,Icasa,1:1 (0:1),,
1144,19.04.2014,16:20,Bragantino,-,Clube Náutico,2:2 (1:0),,
1145,,16:20,Vasco da Gama,-,América MG,1:1 (0:0),,
1146,,16:20,Santa Cruz FC,-,ABC FC,1:1 (1:0),,
1147,,16:20,Boa EC,-,Atlético GO,1:1 (1:1),,
1148,,21:00,Ceará SC,-,Oeste FC,1:0 (1:0),,
1149,,21:00,América RN,-,Avaí FC,3:1 (2:1),,
1150,22.04.2014,21:50,Avaí FC,-,Bragantino,1:2 (1:1),,
1151,25.04.2014,19:30,Icasa,-,Sampaio Corrêa FC,0:3 (0:2),,
1152,,21:00,Paraná Clube,-,Joinville EC,2:3 (2:2),,
1153,26.04.2014,16:20,Oeste FC,-,América RN,2:1 (0:0),,
1154,,16:20,Portuguesa (SP),-,Santa Cruz FC,1:1 (0:0),,
1155,,16:20,Clube Náutico,-,Vila Nova FC GO,2:0 (1:0),,
1156,,16:20,Luverdense,-,Vasco da Gama,2:1 (1:0),,
1157,,16:20,Atlético GO,-,Ponte Preta,2:2 (1:1),,
1158,,21:00,ABC FC,-,Boa EC,1:0 (1:0),,
1159,,21:00,América MG,-,Ceará SC,3:0 (2:0),,
1160,29.04.2014,21:50,Bragantino,-,Portuguesa (SP),2:2 (0:0),,
1161,02.05.2014,19:30,Joinville EC,-,Icasa,2:1 (2:0),,
1162,,21:00,Santa Cruz FC,-,Paraná Clube,1:1 (1:1),,
1163,03.05.2014,16:20,Ponte Preta,-,Luverdense,2:2 (1:2),,
1164,,16:20,Vasco da Gama,-,Atlético GO,3:0 (1:0),,
1165,,16:20,Ceará SC,-,Clube Náutico,2:2 (0:1),,
1166,,16:20,América RN,-,ABC FC,0:2 (0:0),,
1167,,16:20,Boa EC,-,América MG,1:3 (1:1),,
1168,,21:00,Sampaio Corrêa FC,-,Oeste FC,2:2 (0:0),,
1169,,21:00,Vila Nova FC GO,-,Avaí FC,0:1 (0:0),,
1170,06.05.2014,21:50,Boa EC,-,Portuguesa (SP),2:1 (1:0),,
1171,09.05.2014,21:00,Vila Nova FC GO,-,Icasa,0:1 (0:1),,
1172,10.05.2014,16:20,Ponte Preta,-,ABC FC,2:1 (1:0),,
1173,,16:20,Vasco da Gama,-,Oeste FC,2:0 (0:0),,
1174,,16:20,Santa Cruz FC,-,Luverdense,0:0 (0:0),,
1175,,16:20,Joinville EC,-,Clube Náutico,1:0 (0:0),,
1176,,16:20,América RN,-,Atlético GO,3:3 (1:0),,
1177,,21:00,Bragantino,-,América MG,0:2 (0:1),,
1178,,21:00,Ceará SC,-,Paraná Clube,2:1 (1:0),,
1179,07.06.2014,16:20,Sampaio Corrêa FC,-,Avaí FC,1:1 (1:0),,
1180,13.05.2014,21:50,Oeste FC,-,Ponte Preta,1:1 (0:0),,
1181,16.05.2014,21:00,Paraná Clube,-,Boa EC,0:0 (0:0),,
1182,17.05.2014,16:20,Portuguesa (SP),-,América RN,1:2 (0:0),,
1183,,16:20,Icasa,-,Santa Cruz FC,1:1 (0:0),,
1184,,16:20,Avaí FC,-,Ceará SC,1:1 (0:0),,
1185,,16:20,ABC FC,-,Sampaio Corrêa FC,1:0 (1:0),,
1186,,16:20,América MG,-,Vila Nova FC GO,2:0 (2:0),,
1187,,21:00,Luverdense,-,Bragantino,2:0 (1:0),,
1188,,21:00,Atlético GO,-,Joinville EC,0:0 (0:0),,
1189,12.08.2014,21:00,Clube Náutico,-,Vasco da Gama,0:1 (0:1),,
1190,20.05.2014,19:30,Oeste FC,-,Santa Cruz FC,1:1 (1:1),,
1191,,19:30,Ponte Preta,-,Vila Nova FC GO,1:0 (1:0),,
1192,,19:30,Avaí FC,-,Paraná Clube,2:1 (0:0),,
1193,,19:30,Atlético GO,-,ABC FC,2:0 (2:0),,
1194,,19:30,América MG,-,Joinville EC,3:1 (1:0),,
1195,,21:50,Vasco da Gama,-,Sampaio Corrêa FC,1:1 (0:0),,
1196,,21:50,Clube Náutico,-,Portuguesa (SP),2:1 (0:1),,
1197,,21:50,Luverdense,-,Boa EC,4:2 (0:1),,
1198,,21:50,Icasa,-,Bragantino,3:0 (1:0),,
1199,,21:50,América RN,-,Ceará SC,0:1 (0:1),,
1200,23.05.2014,19:30,Bragantino,-,Oeste FC,3:0 (1:0),,
1201,,19:30,Santa Cruz FC,-,América MG,1:1 (0:0),,
1202,,19:30,Boa EC,-,Avaí FC,2:0 (0:0),,
1203,,21:50,Ceará SC,-,Ponte Preta,3:2 (1:1),,
1204,24.05.2014,16:20,Portuguesa (SP),-,Atlético GO,2:0 (0:0),,
1205,,16:20,Sampaio Corrêa FC,-,Luverdense,1:0 (1:0),,
1206,,16:20,Joinville EC,-,Vasco da Gama,0:0 (0:0),,
1207,,16:20,Vila Nova FC GO,-,América RN,1:3 (1:0),,
1208,,21:00,Paraná Clube,-,Clube Náutico,2:0 (1:0),,
1209,,21:00,ABC FC,-,Icasa,3:0 (1:0),,
1210,27.05.2014,19:30,Portuguesa (SP),-,Sampaio Corrêa FC,1:4 (0:2),,
1211,,19:30,Paraná Clube,-,Ponte Preta,1:2 (0:0),,
1212,,19:30,Joinville EC,-,América RN,1:0 (0:0),,
1213,,19:30,ABC FC,-,Oeste FC,0:1 (0:0),,
1214,,19:30,Boa EC,-,Santa Cruz FC,0:2 (0:1),,
1215,,21:50,Bragantino,-,Vasco da Gama,1:1 (0:0),,
1216,,21:50,Clube Náutico,-,Avaí FC,0:1 (0:1),,
1217,,21:50,Luverdense,-,Icasa,1:0 (0:0),,
1218,,21:50,Ceará SC,-,Vila Nova FC GO,4:0 (2:0),,
1219,,21:50,Atlético GO,-,América MG,3:0 (2:0),,
1220,30.05.2014,19:30,Oeste FC,-,Paraná Clube,2:2 (1:1),,
1221,,19:30,Avaí FC,-,ABC FC,0:1 (0:0),,
1222,,19:30,América RN,-,Luverdense,2:0 (0:0),,
1223,,21:50,Santa Cruz FC,-,Joinville EC,2:0 (1:0),,
1224,31.05.2014,16:20,Ponte Preta,-,Boa EC,1:0 (1:0),,
1225,,16:20,Vasco da Gama,-,Portuguesa (SP),1:1 (1:1),,
1226,,16:20,Sampaio Corrêa FC,-,Ceará SC,2:2 (2:2),,
1227,,16:20,América MG,-,Clube Náutico,1:3 (0:2),,
1228,,21:00,Icasa,-,Atlético GO,1:0 (0:0),,
1229,,21:00,Vila Nova FC GO,-,Bragantino,1:1 (0:1),,
1230,03.06.2014,19:30,Bragantino,-,Ceará SC,1:2 (1:1),,
1231,,19:30,Portuguesa (SP),-,América MG,2:1 (1:0),,
1232,,19:30,Santa Cruz FC,-,Ponte Preta,2:1 (2:0),,
1233,,19:30,Sampaio Corrêa FC,-,América RN,3:0 (0:0),,
1234,,21:50,Icasa,-,Avaí FC,0:2 (0:0),,
1235,,21:50,ABC FC,-,Clube Náutico,1:1 (1:0),,
1236,,21:50,Boa EC,-,Vasco da Gama,0:2 (0:0),,
1237,06.06.2014,19:30,Paraná Clube,-,Luverdense,0:2 (0:1),,
1238,,19:30,Joinville EC,-,Vila Nova FC GO,1:0 (1:0),,
1239,22.07.2014,19:30,Atlético GO,-,Oeste FC,4:2 (2:0),,
1240,15.07.2014,19:30,Ponte Preta,-,Portuguesa (SP),0:0 (0:0),,
1241,,19:30,Clube Náutico,-,Sampaio Corrêa FC,1:0 (1:0),,
1242,,19:30,Avaí FC,-,Atlético GO,2:1 (0:1),,
1243,,19:30,Vila Nova FC GO,-,Boa EC,0:2 (0:2),,
1244,,19:30,América MG,-,Paraná Clube,1:0 (0:0),,
1245,,21:50,Oeste FC,-,Icasa,0:0 (0:0),,
1246,,21:50,Vasco da Gama,-,Santa Cruz FC,4:1 (2:1),,
1247,,21:50,Luverdense,-,ABC FC,3:1 (0:0),,
1248,,21:50,Ceará SC,-,Joinville EC,1:3 (0:3),,
1249,,21:50,América RN,-,Bragantino,4:2 (1:2),,
1250,18.07.2014,19:30,Portuguesa (SP),-,Paraná Clube,1:1 (0:1),,
1251,,19:30,ABC FC,-,Joinville EC,2:1 (0:1),,
1252,,19:30,América MG,-,Oeste FC,3:0 (3:0),,
1253,,21:50,Avaí FC,-,Ponte Preta,1:0 (0:0),,
1254,19.07.2014,16:20,Vasco da Gama,-,América RN,1:1 (1:0),,
1255,,16:20,Luverdense,-,Atlético GO,0:2 (0:1),,
1256,,16:20,Ceará SC,-,Icasa,2:1 (2:0),,
1257,,16:20,Vila Nova FC GO,-,Santa Cruz FC,3:2 (2:2),,
1258,,21:00,Bragantino,-,Sampaio Corrêa FC,0:1 (0:0),,
1259,,21:00,Clube Náutico,-,Boa EC,1:3 (0:2),,
1260,22.07.2014,19:00,Icasa,-,Portuguesa (SP),2:0 (0:0),,
1261,25.07.2014,19:30,Oeste FC,-,Luverdense,2:1 (0:1),,
1262,,21:00,América RN,-,América MG,1:0 (1:0),,
1263,,21:00,Boa EC,-,Bragantino,2:1 (0:0),,
1264,26.07.2014,16:20,Ponte Preta,-,Vasco da Gama,0:0 (0:0),,
1265,,16:20,Santa Cruz FC,-,Ceará SC,2:3 (2:3),,
1266,,16:20,Joinville EC,-,Avaí FC,0:1 (0:0),,
1267,,16:20,Atlético GO,-,Clube Náutico,2:0 (0:0),,
1268,,21:00,Paraná Clube,-,ABC FC,1:0 (0:0),,
1269,,21:00,Sampaio Corrêa FC,-,Vila Nova FC GO,2:0 (2:0),,
1270,29.07.2014,19:00,Clube Náutico,-,Icasa,1:0 (1:0),,
1271,,21:00,Portuguesa (SP),-,Oeste FC,0:0 (0:0),,
1272,01.08.2014,21:00,Avaí FC,-,Luverdense,1:2 (0:1),,
1273,,21:00,Vila Nova FC GO,-,Atlético GO,0:2 (0:2),,
1274,02.08.2014,16:20,Bragantino,-,Joinville EC,1:0 (1:0),,
1275,,16:20,Vasco da Gama,-,Paraná Clube,1:0 (1:0),,
1276,,16:20,Sampaio Corrêa FC,-,Ponte Preta,3:3 (2:2),,
1277,,16:20,América RN,-,Santa Cruz FC,0:1 (0:1),,
1278,,16:20,América MG,-,ABC FC,1:0 (0:0),,
1279,,21:00,Ceará SC,-,Boa EC,2:2 (1:1),,
1280,05.08.2014,19:30,Luverdense,-,Portuguesa (SP),3:1 (0:0),,
1281,,21:00,Joinville EC,-,Sampaio Corrêa FC,3:1 (2:1),,
1282,08.08.2014,19:30,Icasa,-,América MG,2:0 (0:0),,
1283,,19:30,Atlético GO,-,Ceará SC,0:2 (0:0),,
1284,,21:00,Ponte Preta,-,Bragantino,1:0 (0:0),,
1285,09.08.2014,16:20,Paraná Clube,-,Vila Nova FC GO,3:1 (1:1),,
1286,,16:20,Santa Cruz FC,-,Clube Náutico,3:0 (0:0),,
1287,,16:20,ABC FC,-,Vasco da Gama,1:2 (0:1),,
1288,,21:00,Oeste FC,-,Avaí FC,0:0 (0:0),,
1289,,21:00,Boa EC,-,América RN,3:2 (2:0),,
1290,12.08.2014,19:30,ABC FC,-,Portuguesa (SP),0:0 (0:0),,
1291,,21:00,Avaí FC,-,América MG,2:0 (1:0),,
1292,15.08.2014,19:30,Atlético GO,-,Paraná Clube,2:1 (1:0),,
1293,,21:00,Ponte Preta,-,Joinville EC,2:0 (1:0),,
1294,16.08.2014,16:20,Vasco da Gama,-,Ceará SC,2:0 (1:0),,
1295,,16:20,Luverdense,-,Clube Náutico,0:2 (0:1),,
1296,,16:20,Icasa,-,América RN,0:2 (0:1),,
1297,,21:00,Oeste FC,-,Vila Nova FC GO,1:3 (1:2),,
1298,,21:00,Boa EC,-,Sampaio Corrêa FC,2:1 (0:1),,
1299,14.10.2014,19:30,Santa Cruz FC,-,Bragantino,2:1 (1:0),,
1300,19.08.2014,19:30,Paraná Clube,-,Icasa,1:0 (1:0),,
1301,,19:30,Clube Náutico,-,Oeste FC,3:2 (2:2),,
1302,,19:30,Sampaio Corrêa FC,-,Santa Cruz FC,0:0 (0:0),,
1303,,19:30,Ceará SC,-,ABC FC,1:2 (1:1),,
1304,,19:30,Joinville EC,-,Boa EC,2:1 (1:1),,
1305,,19:30,América RN,-,Ponte Preta,0:2 (0:0),,
1306,,21:50,Bragantino,-,Atlético GO,2:1 (1:1),,
1307,,21:50,Portuguesa (SP),-,Avaí FC,1:3 (0:0),,
1308,,21:50,Vila Nova FC GO,-,Vasco da Gama,2:1 (2:1),,
1309,,21:50,América MG,-,Luverdense,2:0 (1:0),,
1310,22.08.2014,19:30,Oeste FC,-,Boa EC,2:1 (1:0),,
1311,,19:30,América MG,-,Ponte Preta,3:0 (1:0),,
1312,,21:50,Icasa,-,Vasco da Gama,1:1 (0:1),,
1313,23.08.2014,16:10,Portuguesa (SP),-,Ceará SC,1:1 (1:0),,
1314,,16:10,Paraná Clube,-,Bragantino,1:0 (1:0),,
1315,,16:10,Clube Náutico,-,América RN,2:1 (1:1),,
1316,,16:10,Avaí FC,-,Santa Cruz FC,0:0 (0:0),,
1317,,16:10,Atlético GO,-,Sampaio Corrêa FC,2:4 (1:3),,
1318,,21:00,Luverdense,-,Joinville EC,2:2 (1:1),,
1319,,21:00,ABC FC,-,Vila Nova FC GO,0:2 (0:2),,
1320,26.08.2014,19:30,Boa EC,-,Icasa,2:0 (0:0),,
1321,,21:50,Vila Nova FC GO,-,Portuguesa (SP),1:2 (0:0),,
1322,29.08.2014,20:30,Santa Cruz FC,-,Atlético GO,2:0 (1:0),,
1323,,20:30,Sampaio Corrêa FC,-,América MG,0:0 (0:0),,
1324,,20:30,Joinville EC,-,Oeste FC,2:1 (1:1),,
1325,30.08.2014,16:10,Bragantino,-,ABC FC,1:0 (0:0),,
1326,,16:10,Ponte Preta,-,Clube Náutico,2:0 (0:0),,
1327,,16:10,Vasco da Gama,-,Avaí FC,0:5 (0:2),,
1328,,16:10,América RN,-,Paraná Clube,2:3 (1:2),,
1329,,21:00,Ceará SC,-,Luverdense,3:1 (2:0),,
1330,02.09.2014,19:30,Paraná Clube,-,Sampaio Corrêa FC,0:0 (0:0),,
1331,,19:30,Atlético GO,-,Boa EC,0:3 (0:1),,
1332,,20:30,Portuguesa (SP),-,Joinville EC,1:2 (0:1),,
1333,05.09.2014,19:30,Icasa,-,Ponte Preta,0:1 (0:1),,
1334,06.09.2014,16:10,Clube Náutico,-,Bragantino,0:0 (0:0),,
1335,,16:10,Avaí FC,-,América RN,0:0 (0:0),,
1336,,16:10,ABC FC,-,Santa Cruz FC,2:1 (1:0),,
1337,,16:10,América MG,-,Vasco da Gama,2:3 (2:2),,
1338,,21:00,Oeste FC,-,Ceará SC,3:1 (1:1),,
1339,,21:00,Luverdense,-,Vila Nova FC GO,2:0 (1:0),,
1340,08.09.2014,21:00,Joinville EC,-,Paraná Clube,3:0 (0:0),,
1341,09.09.2014,17:00,Ponte Preta,-,Atlético GO,3:4 (2:1),,
1342,,17:00,Boa EC,-,ABC FC,0:0 (0:0),,
1343,,19:30,Bragantino,-,Avaí FC,1:4 (0:3),,
1344,,19:30,Vasco da Gama,-,Luverdense,2:0 (1:0),,
1345,,19:30,Santa Cruz FC,-,Portuguesa (SP),1:0 (0:0),,
1346,,19:30,Sampaio Corrêa FC,-,Icasa,3:2 (1:2),,
1347,,19:30,Ceará SC,-,América MG,5:2 (3:2),,
1348,,19:30,Vila Nova FC GO,-,Clube Náutico,0:1 (0:1),,
1349,,19:30,América RN,-,Oeste FC,0:1 (0:0),,
1350,12.09.2014,19:30,Oeste FC,-,Sampaio Corrêa FC,0:0 (0:0),,
1351,,19:30,Clube Náutico,-,Ceará SC,2:1 (2:0),,
1352,,19:30,Icasa,-,Joinville EC,1:1 (1:0),,
1353,,21:50,Luverdense,-,Ponte Preta,0:1 (0:1),,
1354,13.09.2014,16:10,Paraná Clube,-,Santa Cruz FC,3:2 (1:1),,
1355,,16:10,Atlético GO,-,Vasco da Gama,1:1 (0:1),,
1356,,16:10,ABC FC,-,América RN,0:0 (0:0),,
1357,,16:10,América MG,-,Boa EC,0:2 (0:1),,
1358,,21:00,Portuguesa (SP),-,Bragantino,1:3 (0:2),,
1359,,21:00,Avaí FC,-,Vila Nova FC GO,2:1 (0:0),,
1360,16.09.2014,19:30,Portuguesa (SP),-,Boa EC,1:1 (0:0),,
1361,,19:30,Paraná Clube,-,Ceará SC,0:0 (0:0),,
1362,,19:30,Clube Náutico,-,Joinville EC,1:2 (1:2),,
1363,,19:30,Avaí FC,-,Sampaio Corrêa FC,3:2 (1:1),,
1364,,19:30,Atlético GO,-,América RN,2:0 (1:0),,
1365,,19:30,América MG,-,Bragantino,0:2 (0:1),,
1366,,21:50,Oeste FC,-,Vasco da Gama,1:1 (1:0),,
1367,,21:50,Luverdense,-,Santa Cruz FC,2:1 (0:1),,
1368,,21:50,Icasa,-,Vila Nova FC GO,0:1 (0:0),,
1369,,21:50,ABC FC,-,Ponte Preta,0:2 (0:1),,
1370,19.09.2014,19:30,América RN,-,Portuguesa (SP),1:1 (0:0),,
1371,,21:50,Ceará SC,-,Avaí FC,2:2 (1:2),,
1372,20.09.2014,16:10,Ponte Preta,-,Oeste FC,5:1 (4:1),,
1373,,16:10,Vasco da Gama,-,Clube Náutico,2:1 (0:0),,
1374,,16:10,Santa Cruz FC,-,Icasa,1:1 (1:1),,
1375,,16:10,Sampaio Corrêa FC,-,ABC FC,2:1 (1:1),,
1376,,16:10,Joinville EC,-,Atlético GO,2:0 (1:0),,
1377,,16:10,Vila Nova FC GO,-,América MG,0:1 (0:0),,
1378,,21:00,Bragantino,-,Luverdense,2:0 (0:0),,
1379,,21:00,Boa EC,-,Paraná Clube,1:0 (1:0),,
1380,23.09.2014,19:30,Bragantino,-,Icasa,2:1 (0:1),,
1381,,19:30,Paraná Clube,-,Avaí FC,1:1 (0:0),,
1382,,19:30,Joinville EC,-,América MG,1:1 (0:1),,
1383,,19:30,Vila Nova FC GO,-,Ponte Preta,0:3 (0:1),,
1384,,19:30,ABC FC,-,Atlético GO,2:0 (1:0),,
1385,,19:30,Boa EC,-,Luverdense,2:1 (1:1),,
1386,,21:50,Portuguesa (SP),-,Clube Náutico,0:0 (0:0),,
1387,,21:50,Santa Cruz FC,-,Oeste FC,3:0 (1:0),,
1388,,21:50,Sampaio Corrêa FC,-,Vasco da Gama,2:2 (1:1),,
1389,,21:50,Ceará SC,-,América RN,2:0 (1:0),,
1390,26.09.2014,19:30,Clube Náutico,-,Paraná Clube,3:1 (2:0),,
1391,,19:30,Luverdense,-,Sampaio Corrêa FC,0:1 (0:0),,
1392,,19:30,América RN,-,Vila Nova FC GO,0:1 (0:0),,
1393,,21:50,Vasco da Gama,-,Joinville EC,2:0 (1:0),,
1394,27.09.2014,16:10,Oeste FC,-,Bragantino,4:1 (1:1),,
1395,,16:10,Ponte Preta,-,Ceará SC,3:1 (2:0),,
1396,,16:10,Avaí FC,-,Boa EC,2:0 (1:0),,
1397,,16:10,América MG,-,Santa Cruz FC,1:0 (1:0),,
1398,,21:00,Icasa,-,ABC FC,1:0 (1:0),,
1399,,21:00,Atlético GO,-,Portuguesa (SP),2:1 (1:1),,
1400,30.09.2014,19:30,Sampaio Corrêa FC,-,Portuguesa (SP),0:0 (0:0),,
1401,,19:30,Icasa,-,Luverdense,1:0 (0:0),,
1402,,19:30,Vila Nova FC GO,-,Ceará SC,1:5 (0:1),,
1403,,20:30,Ponte Preta,-,Paraná Clube,2:2 (0:2),,
1404,03.10.2014,19:30,Santa Cruz FC,-,Boa EC,3:0 (3:0),,
1405,,19:30,América MG,-,Atlético GO,1:1 (0:1),,
1406,,21:00,Vasco da Gama,-,Bragantino,2:2 (0:1),,
1407,04.10.2014,16:20,Avaí FC,-,Clube Náutico,0:2 (0:1),,
