,Data,Hora,Home,S,Away,Res,,
5248,,18:30,Sport Club Recife,-,EC Vitória BA,1:0 (1:0),,
5249,17.10.2016,19:00,Fluminense RJ,-,São Paulo FC,1:2 (1:0),,
5250,19.10.2016,20:45,Santa Cruz FC,-,Botafogo RJ,0:1 (0:0),,
5251,22.10.2016,16:00,São Paulo FC,-,Ponte Preta,2:0 (1:0),,
5252,23.10.2016,16:00,EC Vitória BA,-,Cruzeiro EC,0:1 (0:1),,
5253,,16:00,Flamengo RJ,-,Corinthians SP,2:2 (1:2),,
5254,,16:00,SE Palmeiras,-,Sport Club Recife,2:1 (2:1),,
5255,,16:00,Grêmio Porto Alegre,-,Internacional,0:0 (0:0),,
5256,,17:30,Coritiba FC,-,Fluminense RJ,1:1 (0:1),,
5257,,18:30,Atlético Mineiro,-,Figueirense,3:0 (1:0),,
5258,,18:30,Chapecoense,-,Santos FC,0:1 (0:1),,
5259,24.10.2016,19:00,América MG,-,Atlético Paranaense,1:0 (0:0),,
5260,27.10.2016,19:30,Sport Club Recife,-,Ponte Preta,1:0 (0:0),,
5261,28.10.2016,18:30,Fluminense RJ,-,EC Vitória BA,2:2 (2:1),,
5262,29.10.2016,15:30,Corinthians SP,-,Chapecoense,1:1 (0:0),,
5263,,15:30,Atlético Mineiro,-,Flamengo RJ,2:2 (0:1),,
5264,,15:30,Atlético Paranaense,-,Cruzeiro EC,1:0 (1:0),,
5265,,17:30,Botafogo RJ,-,Coritiba FC,0:0 (0:0),,
5266,,17:30,Internacional,-,Santa Cruz FC,1:1 (1:1),,
5267,,18:30,Santos FC,-,SE Palmeiras,1:0 (0:0),,
5268,,18:30,Figueirense,-,Grêmio Porto Alegre,0:0 (0:0),,
5269,31.10.2016,19:00,América MG,-,São Paulo FC,1:0 (1:0),,
5270,05.11.2016,16:00,Flamengo RJ,-,Botafogo RJ,0:0 (0:0),,
5271,,18:30,São Paulo FC,-,Corinthians SP,4:0 (1:0),,
5272,06.11.2016,10:00,Ponte Preta,-,Santos FC,1:2 (1:0),,
5273,,16:00,EC Vitória BA,-,Atlético Paranaense,3:2 (1:2),,
5274,,16:00,SE Palmeiras,-,Internacional,1:0 (1:0),,
5275,,16:00,Cruzeiro EC,-,Fluminense RJ,4:2 (2:1),,
5276,,16:00,Santa Cruz FC,-,América MG,1:0 (1:0),,
5277,,18:30,Coritiba FC,-,Atlético Mineiro,2:0 (0:0),,
5278,,18:30,Chapecoense,-,Figueirense,1:0 (0:0),,
5279,07.11.2016,19:00,Grêmio Porto Alegre,-,Sport Club Recife,0:3 (0:1),,
5280,15.11.2016,16:00,Fluminense RJ,-,Atlético Paranaense,1:1 (1:0),,
5281,16.11.2016,18:30,Botafogo RJ,-,Chapecoense,0:2 (0:1),,
5282,,20:00,Coritiba FC,-,Santa Cruz FC,1:0 (0:0),,
5283,,20:45,Figueirense,-,Corinthians SP,1:1 (0:1),,
5284,,20:45,América MG,-,Flamengo RJ,0:1 (0:1),,
5285,,20:45,Sport Club Recife,-,Cruzeiro EC,0:1 (0:1),,
5286,17.11.2016,18:30,São Paulo FC,-,Grêmio Porto Alegre,1:1 (1:0),,
5287,,18:30,Santos FC,-,EC Vitória BA,3:2 (1:0),,
5288,,20:00,Atlético Mineiro,-,SE Palmeiras,1:1 (0:1),,
5289,,20:00,Internacional,-,Ponte Preta,1:1 (1:0),,
5290,20.11.2016,16:00,EC Vitória BA,-,Figueirense,4:0 (1:0),,
5291,,16:00,SE Palmeiras,-,Botafogo RJ,1:0 (0:0),,
5292,,16:00,Cruzeiro EC,-,Santos FC,2:2 (1:0),,
5293,,16:00,Grêmio Porto Alegre,-,América MG,3:0 (2:0),,
5294,,16:00,Atlético Paranaense,-,Sport Club Recife,2:0 (2:0),,
5295,,16:00,Ponte Preta,-,Fluminense RJ,1:0 (1:0),,
5296,,18:30,Flamengo RJ,-,Coritiba FC,2:2 (2:1),,
5297,,18:30,Chapecoense,-,São Paulo FC,2:0 (2:0),,
5298,,18:30,Santa Cruz FC,-,Atlético Mineiro,3:3 (2:1),,
5299,21.11.2016,19:00,Corinthians SP,-,Internacional,1:0 (0:0),,
5300,26.11.2016,19:00,Botafogo RJ,-,Ponte Preta,1:1 (1:0),,
5301,,19:00,América MG,-,Sport Club Recife,2:2 (0:1),,
5302,,20:00,Corinthians SP,-,Atlético Paranaense,0:0 (0:0),,
5303,27.11.2016,16:00,Flamengo RJ,-,Santos FC,2:0 (1:0),,
5304,,16:00,SE Palmeiras,-,Chapecoense,1:0 (1:0),,
5305,,16:00,Atlético Mineiro,-,São Paulo FC,1:2 (1:1),,
5306,,16:00,Internacional,-,Cruzeiro EC,1:0 (0:0),,
5307,,18:30,Figueirense,-,Fluminense RJ,1:0 (1:0),,
5308,,18:30,Santa Cruz FC,-,Grêmio Porto Alegre,5:1 (0:0),,
5309,28.11.2016,19:00,Coritiba FC,-,EC Vitória BA,0:1 (0:1),,
5310,11.12.2016,,Chapecoense,-,Atlético Mineiro,não jogou,,
5311,,16:00,EC Vitória BA,-,SE Palmeiras,1:2 (1:2),,
5312,,16:00,Fluminense RJ,-,Internacional,1:1 (0:0),,
5313,,16:00,São Paulo FC,-,Santa Cruz FC,5:0 (2:0),,
5314,,16:00,Santos FC,-,América MG,1:0 (0:0),,
5315,,16:00,Cruzeiro EC,-,Corinthians SP,3:2 (1:1),,
5316,,16:00,Grêmio Porto Alegre,-,Botafogo RJ,0:1 (0:1),,
5317,,16:00,Atlético Paranaense,-,Flamengo RJ,0:0 (0:0),,
5318,,16:00,Ponte Preta,-,Coritiba FC,2:0 (0:0),,
5319,,16:00,Sport Club Recife,-,Figueirense,2:0 (0:0),,
5320,13.05.2017,16:00,Flamengo RJ,-,Atlético Mineiro,1:1 (1:0),,
5321,,19:00,Corinthians SP,-,Chapecoense,1:1 (1:0),,
5322,14.05.2017,11:00,Fluminense RJ,-,Santos FC,3:2 (2:1),,
5323,,16:00,SE Palmeiras,-,Vasco da Gama,4:0 (2:0),,
5324,,16:00,Cruzeiro EC,-,São Paulo FC,1:0 (0:0),,
5325,,16:00,EC Bahia,-,Atlético Paranaense,6:2 (5:2),,
5326,,16:00,Ponte Preta,-,Sport Club Recife,4:0 (2:0),,
5327,,16:00,Avaí FC,-,EC Vitória BA,0:0 (0:0),,
5328,,19:00,Grêmio Porto Alegre,-,Botafogo RJ,2:0 (1:0),,
5329,15.05.2017,20:00,Coritiba FC,-,Atlético GO,4:1 (2:0),,
5330,20.05.2017,16:00,Santos FC,-,Coritiba FC,1:0 (1:0),,
5331,,19:00,Atlético GO,-,Flamengo RJ,0:3 (0:1),,
5332,,19:00,Chapecoense,-,SE Palmeiras,1:0 (0:0),,
5333,21.05.2017,11:00,Vasco da Gama,-,EC Bahia,2:1 (0:0),,
5334,,16:00,Atlético Mineiro,-,Fluminense RJ,1:2 (1:2),,
5335,,16:00,Atlético Paranaense,-,Grêmio Porto Alegre,0:2 (0:0),,
5336,,16:00,EC Vitória BA,-,Corinthians SP,0:1 (0:0),,
5337,,18:00,Botafogo RJ,-,Ponte Preta,2:0 (1:0),,
5338,,19:00,Sport Club Recife,-,Cruzeiro EC,1:1 (1:1),,
5339,22.05.2017,20:00,São Paulo FC,-,Avaí FC,2:0 (1:0),,
5340,27.05.2017,16:00,Vasco da Gama,-,Fluminense RJ,3:2 (1:0),,
5341,,19:00,São Paulo FC,-,SE Palmeiras,2:0 (0:0),,
5342,,21:00,EC Vitória BA,-,Coritiba FC,0:1 (0:0),,
5343,28.05.2017,11:00,Atlético Mineiro,-,Ponte Preta,2:2 (1:0),,
5344,,16:00,Santos FC,-,Cruzeiro EC,0:1 (0:0),,
5345,,16:00,Atlético Paranaense,-,Flamengo RJ,1:1 (0:1),,
5346,,16:00,Atlético GO,-,Corinthians SP,0:1 (0:1),,
5347,,18:00,Sport Club Recife,-,Grêmio Porto Alegre,4:3 (1:2),,
5348,,19:00,Botafogo RJ,-,EC Bahia,1:0 (1:0),,
5349,29.05.2017,20:00,Chapecoense,-,Avaí FC,2:0 (2:0),,
5350,03.06.2017,16:00,Coritiba FC,-,Atlético Paranaense,1:0 (0:0),,
5351,,18:00,Fluminense RJ,-,EC Vitória BA,2:1 (1:0),,
5352,,19:00,Corinthians SP,-,Santos FC,2:0 (0:0),,
5353,04.06.2017,11:00,Flamengo RJ,-,Botafogo RJ,0:0 (0:0),,
5354,,11:00,Avaí FC,-,Sport Club Recife,1:0 (1:0),,
5355,,16:00,SE Palmeiras,-,Atlético Mineiro,0:0 (0:0),,
5356,,16:00,Grêmio Porto Alegre,-,Vasco da Gama,2:0 (1:0),,
5357,,16:00,Ponte Preta,-,São Paulo FC,1:0 (0:0),,
5358,,19:00,Cruzeiro EC,-,Chapecoense,0:2 (0:1),,
5359,05.06.2017,20:00,EC Bahia,-,Atlético GO,3:0 (2:0),,
5360,06.06.2017,20:00,Fluminense RJ,-,Atlético Paranaense,1:1 (1:1),,
5361,07.06.2017,19:30,Atlético Mineiro,-,Avaí FC,1:0 (1:0),,
5362,,19:30,Coritiba FC,-,SE Palmeiras,1:0 (0:0),,
5363,,21:00,Santos FC,-,Botafogo RJ,1:0 (0:0),,
5364,,21:45,Vasco da Gama,-,Corinthians SP,2:5 (0:2),,
5365,,21:45,Sport Club Recife,-,Flamengo RJ,2:0 (0:0),,
5366,08.06.2017,19:30,São Paulo FC,-,EC Vitória BA,2:0 (0:0),,
5367,,19:30,Atlético GO,-,Ponte Preta,3:0 (2:0),,
5368,,20:00,Chapecoense,-,Grêmio Porto Alegre,3:6 (1:2),,
5369,,21:00,EC Bahia,-,Cruzeiro EC,1:0 (1:0),,
5370,10.06.2017,16:00,SE Palmeiras,-,Fluminense RJ,3:1 (2:1),,
5371,,19:00,Vasco da Gama,-,Sport Club Recife,2:1 (0:0),,
5372,11.06.2017,11:00,Botafogo RJ,-,Coritiba FC,2:2 (1:1),,
5373,,16:00,Corinthians SP,-,São Paulo FC,3:2 (2:1),,
5374,,16:00,EC Vitória BA,-,Atlético Mineiro,2:0 (1:0),,
5375,,16:00,Ponte Preta,-,Chapecoense,3:2 (2:0),,
5376,,16:00,Avaí FC,-,Flamengo RJ,1:1 (0:0),,
5377,,18:30,Cruzeiro EC,-,Atlético GO,2:0 (0:0),,
5378,,19:00,Atlético Paranaense,-,Santos FC,0:2 (0:2),,
5379,12.06.2017,20:00,Grêmio Porto Alegre,-,EC Bahia,1:0 (0:0),,
5380,14.06.2017,19:30,Atlético Mineiro,-,Atlético Paranaense,0:1 (0:0),,
5381,,19:30,Sport Club Recife,-,São Paulo FC,0:0 (0:0),,
5382,,19:30,EC Vitória BA,-,Botafogo RJ,2:2 (0:2),,
5383,,19:30,Atlético GO,-,Avaí FC,3:1 (2:1),,
5384,,21:00,Flamengo RJ,-,Ponte Preta,2:0 (1:0),,
5385,,21:45,Santos FC,-,SE Palmeiras,1:0 (0:0),,
5386,,21:45,Corinthians SP,-,Cruzeiro EC,1:0 (1:0),,
5387,,21:45,Chapecoense,-,Vasco da Gama,2:1 (1:1),,
5388,15.06.2017,16:00,Coritiba FC,-,EC Bahia,0:0 (0:0),,
5389,,21:00,Fluminense RJ,-,Grêmio Porto Alegre,0:2 (0:1),,
5390,17.06.2017,16:00,Atlético GO,-,Atlético Paranaense,0:1 (0:1),,
5391,,19:00,Vasco da Gama,-,Avaí FC,1:0 (1:0),,
5392,,21:00,Santos FC,-,Ponte Preta,0:0 (0:0),,
5393,18.06.2017,11:00,Coritiba FC,-,Corinthians SP,0:0 (0:0),,
5394,,16:00,Fluminense RJ,-,Flamengo RJ,2:2 (1:0),,
5395,,16:00,São Paulo FC,-,Atlético Mineiro,1:2 (0:1),,
5396,,16:00,EC Bahia,-,SE Palmeiras,2:4 (1:1),,
5397,,16:00,Chapecoense,-,Botafogo RJ,0:2 (0:1),,
5398,,19:00,Sport Club Recife,-,EC Vitória BA,1:3 (1:2),,
5399,19.06.2017,20:00,Cruzeiro EC,-,Grêmio Porto Alegre,3:3 (1:2),,
5400,21.06.2017,19:30,EC Vitória BA,-,Santos FC,0:2 (0:1),,
5401,,21:00,Botafogo RJ,-,Vasco da Gama,3:1 (2:0),,
5402,,21:00,SE Palmeiras,-,Atlético GO,1:0 (1:0),,
5403,,21:45,Atlético Mineiro,-,Sport Club Recife,2:2 (2:1),,
5404,,21:45,Atlético Paranaense,-,São Paulo FC,1:0 (1:0),,
5405,,21:45,Avaí FC,-,Fluminense RJ,0:3 (0:2),,
5406,22.06.2017,19:30,Corinthians SP,-,EC Bahia,3:0 (1:0),,
5407,,19:30,Ponte Preta,-,Cruzeiro EC,1:0 (1:0),,
5408,,21:00,Flamengo RJ,-,Chapecoense,5:1 (2:0),,
5409,,21:00,Grêmio Porto Alegre,-,Coritiba FC,2:0 (1:0),,
5410,24.06.2017,19:00,Santos FC,-,Sport Club Recife,0:1 (0:0),,
5411,25.06.2017,11:00,Vasco da Gama,-,Atlético GO,1:0 (1:0),,
5412,,16:00,São Paulo FC,-,Fluminense RJ,1:1 (1:0),,
5413,,16:00,Cruzeiro EC,-,Coritiba FC,2:0 (1:0),,
5414,,16:00,Atlético Paranaense,-,EC Vitória BA,4:1 (1:1),,
5415,,16:00,Grêmio Porto Alegre,-,Corinthians SP,0:1 (0:0),,
5416,,16:00,Ponte Preta,-,SE Palmeiras,1:2 (1:2),,
5417,,18:30,EC Bahia,-,Flamengo RJ,0:1 (0:0),,
5418,,19:00,Chapecoense,-,Atlético Mineiro,0:1 (0:1),,
5419,26.06.2017,20:00,Botafogo RJ,-,Avaí FC,0:2 (0:2),,
5420,01.07.2017,16:00,SE Palmeiras,-,Grêmio Porto Alegre,1:0 (0:0),,
5421,,19:00,Atlético GO,-,Santos FC,1:1 (1:0),,
5422,02.07.2017,16:00,Flamengo RJ,-,São Paulo FC,2:0 (2:0),,
5423,,16:00,Corinthians SP,-,Botafogo RJ,1:0 (0:0),,
5424,,16:00,Atlético Mineiro,-,Cruzeiro EC,3:1 (2:1),,
5425,,16:00,Sport Club Recife,-,Atlético Paranaense,1:0 (0:0),,
5426,,16:00,EC Vitória BA,-,EC Bahia,0:0 (0:0),,
5427,,19:00,Coritiba FC,-,Vasco da Gama,2:2 (0:1),,
5428,,19:00,Avaí FC,-,Ponte Preta,0:0 (0:0),,
5429,03.07.2017,20:00,Fluminense RJ,-,Chapecoense,3:3 (1:2),,
5430,08.07.2017,16:00,Atlético GO,-,EC Vitória BA,1:2 (0:1),,
5431,,18:00,Vasco da Gama,-,Flamengo RJ,0:1 (0:0),,
5432,,19:00,Corinthians SP,-,Ponte Preta,2:0 (1:0),,
5433,09.07.2017,11:00,Chapecoense,-,Atlético Paranaense,1:1 (1:1),,
5434,,16:00,Cruzeiro EC,-,SE Palmeiras,3:1 (2:0),,
5435,,16:00,Grêmio Porto Alegre,-,Avaí FC,0:2 (0:0),,
5436,,16:00,EC Bahia,-,Fluminense RJ,1:1 (0:1),,
5437,,19:00,Botafogo RJ,-,Atlético Mineiro,1:1 (0:1),,
5438,,19:00,Santos FC,-,São Paulo FC,3:2 (1:0),,
5439,10.07.2017,20:00,Coritiba FC,-,Sport Club Recife,0:3 (0:1),,
5440,12.07.2017,19:30,Atlético Mineiro,-,Santos FC,0:1 (0:0),,
5441,,19:30,Ponte Preta,-,EC Bahia,0:3 (0:1),,
5442,,21:00,Fluminense RJ,-,Botafogo RJ,0:1 (0:1),,
5443,,21:45,SE Palmeiras,-,Corinthians SP,0:2 (0:1),,
5444,,21:45,Atlético Paranaense,-,Cruzeiro EC,0:2 (0:1),,
5445,,21:45,EC Vitória BA,-,Vasco da Gama,1:4 (0:1),,
5446,13.07.2017,19:30,Flamengo RJ,-,Grêmio Porto Alegre,0:1 (0:1),,
5447,,19:30,São Paulo FC,-,Atlético GO,2:2 (0:0),,
5448,,19:30,Sport Club Recife,-,Chapecoense,3:0 (0:0),,
5449,,21:00,Avaí FC,-,Coritiba FC,1:4 (1:2),,
5450,15.07.2017,19:00,Corinthians SP,-,Atlético Paranaense,2:2 (1:1),,
5451,16.07.2017,11:00,SE Palmeiras,-,EC Vitória BA,4:2 (2:1),,
5452,,16:00,Vasco da Gama,-,Santos FC,0:0 (0:0),,
5453,,16:00,Cruzeiro EC,-,Flamengo RJ,1:1 (0:0),,
5454,,16:00,Grêmio Porto Alegre,-,Ponte Preta,3:1 (0:1),,
5455,,16:00,Atlético GO,-,Atlético Mineiro,1:2 (1:0),,
5456,,16:00,Chapecoense,-,São Paulo FC,2:0 (0:0),,
5457,,19:00,Coritiba FC,-,Fluminense RJ,1:2 (1:2),,
5458,,19:00,EC Bahia,-,Avaí FC,1:1 (0:0),,
5459,17.07.2017,20:00,Botafogo RJ,-,Sport Club Recife,2:1 (1:1),,
5460,19.07.2017,19:30,Santos FC,-,Chapecoense,1:0 (0:0),,
5461,,19:30,EC Vitória BA,-,Grêmio Porto Alegre,1:3 (0:2),,
5462,,21:00,Ponte Preta,-,Coritiba FC,4:0 (1:0),,
5463,,21:00,Avaí FC,-,Corinthians SP,0:0 (0:0),,
5464,,21:45,Flamengo RJ,-,SE Palmeiras,2:2 (2:2),,
5465,,21:45,São Paulo FC,-,Vasco da Gama,1:0 (1:0),,
5466,,21:45,Atlético Mineiro,-,EC Bahia,0:2 (0:1),,
5467,20.07.2017,19:30,Fluminense RJ,-,Cruzeiro EC,1:1 (1:1),,
5468,,20:00,Sport Club Recife,-,Atlético GO,4:0 (3:0),,
5469,,21:00,Atlético Paranaense,-,Botafogo RJ,0:0 (0:0),,
5470,22.07.2017,16:00,EC Vitória BA,-,Chapecoense,1:2 (0:1),,
5471,,19:00,Flamengo RJ,-,Coritiba FC,2:1 (1:0),,
5472,23.07.2017,11:00,Santos FC,-,EC Bahia,3:0 (2:0),,
5473,,16:00,Fluminense RJ,-,Corinthians SP,0:1 (0:0),,
5474,,16:00,Sport Club Recife,-,SE Palmeiras,0:2 (0:2),,
5475,,16:00,Avaí FC,-,Cruzeiro EC,1:0 (1:0),,
5476,,19:00,Atlético Mineiro,-,Vasco da Gama,1:2 (1:1),,
5477,,19:00,Atlético Paranaense,-,Ponte Preta,0:2 (0:0),,
5478,,19:00,Atlético GO,-,Botafogo RJ,1:1 (0:0),,
5479,24.07.2017,20:00,São Paulo FC,-,Grêmio Porto Alegre,1:1 (0:1),,
5480,29.07.2017,16:00,Botafogo RJ,-,São Paulo FC,3:4 (2:1),,
5481,,19:00,SE Palmeiras,-,Avaí FC,2:0 (2:0),,
5482,30.07.2017,11:00,Chapecoense,-,Atlético GO,1:2 (1:0),,
5483,,16:00,Corinthians SP,-,Flamengo RJ,1:1 (1:0),,
5484,,16:00,Coritiba FC,-,Atlético Mineiro,0:2 (0:1),,
5485,,16:00,EC Bahia,-,Sport Club Recife,1:3 (0:1),,
5486,,19:00,Cruzeiro EC,-,EC Vitória BA,0:0 (0:0),,
5487,,19:00,Grêmio Porto Alegre,-,Santos FC,1:1 (1:1),,
5488,31.07.2017,20:00,Vasco da Gama,-,Atlético Paranaense,0:1 (0:0),,
5489,09.08.2017,20:00,Ponte Preta,-,Fluminense RJ,0:0 (0:0),,
5490,02.08.2017,19:30,Sport Club Recife,-,Fluminense RJ,2:2 (1:2),,
5491,,19:30,Chapecoense,-,EC Bahia,1:1 (1:1),,
5492,,21:00,Atlético Mineiro,-,Corinthians SP,0:2 (0:1),,
5493,,21:00,EC Vitória BA,-,Ponte Preta,3:1 (3:0),,
5494,,21:45,Botafogo RJ,-,SE Palmeiras,1:2 (0:1),,
5495,,21:45,Santos FC,-,Flamengo RJ,3:2 (0:0),,
5496,,21:45,Atlético GO,-,Grêmio Porto Alegre,0:1 (0:0),,
5497,03.08.2017,19:30,São Paulo FC,-,Coritiba FC,1:2 (0:0),,
5498,,19:30,Atlético Paranaense,-,Avaí FC,5:0 (1:0),,
5499,,20:00,Vasco da Gama,-,Cruzeiro EC,0:3 (0:2),,
5500,05.08.2017,19:00,Fluminense RJ,-,Atlético GO,3:1 (2:1),,
5501,,19:00,Corinthians SP,-,Sport Club Recife,3:1 (1:0),,
5502,06.08.2017,11:00,Flamengo RJ,-,EC Vitória BA,0:2 (0:1),,
5503,,16:00,SE Palmeiras,-,Atlético Paranaense,0:1 (0:1),,
5504,,16:00,Cruzeiro EC,-,Botafogo RJ,0:0 (0:0),,
5505,,16:00,Coritiba FC,-,Chapecoense,2:0 (2:0),,
5506,,16:00,Grêmio Porto Alegre,-,Atlético Mineiro,2:0 (2:0),,
5507,,16:00,EC Bahia,-,São Paulo FC,2:1 (2:1),,
5508,,19:00,Ponte Preta,-,Vasco da Gama,0:0 (0:0),,
5509,,19:00,Avaí FC,-,Santos FC,0:0 (0:0),,
5510,12.08.2017,16:00,Atlético GO,-,Coritiba FC,1:0 (0:0),,
5511,,19:00,EC Vitória BA,-,Avaí FC,0:1 (0:0),,
5512,13.08.2017,11:00,São Paulo FC,-,Cruzeiro EC,3:2 (1:0),,
5513,,16:00,Vasco da Gama,-,SE Palmeiras,1:1 (0:0),,
5514,,16:00,Atlético Mineiro,-,Flamengo RJ,2:0 (1:0),,
5515,,16:00,Sport Club Recife,-,Ponte Preta,0:0 (0:0),,
5516,,19:00,Botafogo RJ,-,Grêmio Porto Alegre,1:0 (1:0),,
5517,,19:00,Atlético Paranaense,-,EC Bahia,4:1 (1:1),,
5518,14.08.2017,20:00,Santos FC,-,Fluminense RJ,0:0 (0:0),,
5519,23.08.2017,19:30,Chapecoense,-,Corinthians SP,0:1 (0:0),,
5520,19.08.2017,16:00,Corinthians SP,-,EC Vitória BA,0:1 (0:1),,
5521,,19:00,Flamengo RJ,-,Atlético GO,2:0 (0:0),,
5522,20.08.2017,11:00,Grêmio Porto Alegre,-,Atlético Paranaense,0:0 (0:0),,
5523,,16:00,Cruzeiro EC,-,Sport Club Recife,2:0 (1:0),,
5524,,16:00,EC Bahia,-,Vasco da Gama,3:0 (2:0),,
5525,,16:00,Ponte Preta,-,Botafogo RJ,2:1 (1:1),,
5526,,16:00,Avaí FC,-,São Paulo FC,1:1 (0:0),,
5527,,19:00,SE Palmeiras,-,Chapecoense,0:2 (0:1),,
5528,,19:00,Coritiba FC,-,Santos FC,0:0 (0:0),,
5529,21.08.2017,20:00,Fluminense RJ,-,Atlético Mineiro,2:1 (1:0),,
5530,26.08.2017,16:00,Fluminense RJ,-,Vasco da Gama,0:1 (0:1),,
5531,,19:00,Corinthians SP,-,Atlético GO,0:1 (0:0),,
5532,27.08.2017,16:00,Flamengo RJ,-,Atlético Paranaense,2:0 (2:0),,
5533,,16:00,SE Palmeiras,-,São Paulo FC,4:2 (2:2),,
5534,,16:00,EC Bahia,-,Botafogo RJ,1:2 (1:1),,
5535,,16:00,Ponte Preta,-,Atlético Mineiro,1:2 (1:0),,
5536,,19:00,Cruzeiro EC,-,Santos FC,1:1 (0:1),,
5537,,19:00,Avaí FC,-,Chapecoense,1:0 (1:0),,
5538,28.08.2017,20:00,Coritiba FC,-,EC Vitória BA,0:1 (0:0),,
5539,02.09.2017,16:00,Grêmio Porto Alegre,-,Sport Club Recife,5:0 (2:0),,
5540,09.09.2017,16:00,Atlético Mineiro,-,SE Palmeiras,1:1 (1:1),,
5541,,18:00,Vasco da Gama,-,Grêmio Porto Alegre,1:0 (1:0),,
5542,,19:00,São Paulo FC,-,Ponte Preta,2:2 (1:0),,
5543,10.09.2017,11:00,Atlético Paranaense,-,Coritiba FC,1:1 (0:1),,
5544,,16:00,Santos FC,-,Corinthians SP,2:0 (0:0),,
5545,,16:00,Sport Club Recife,-,Avaí FC,0:1 (0:1),,
5546,,16:00,EC Vitória BA,-,Fluminense RJ,2:2 (1:0),,
5547,,19:00,Botafogo RJ,-,Flamengo RJ,2:0 (0:0),,
5548,,19:00,Chapecoense,-,Cruzeiro EC,1:2 (0:1),,
5549,11.09.2017,20:00,Atlético GO,-,EC Bahia,1:1 (1:0),,
5550,16.09.2017,19:00,Botafogo RJ,-,Santos FC,2:0 (2:0),,
5551,,21:00,Ponte Preta,-,Atlético GO,1:3 (0:1),,
5552,17.09.2017,11:00,Avaí FC,-,Atlético Mineiro,1:1 (1:0),,
5553,,16:00,Flamengo RJ,-,Sport Club Recife,2:0 (1:0),,
5554,,16:00,Corinthians SP,-,Vasco da Gama,1:0 (0:0),,
5555,,16:00,Atlético Paranaense,-,Fluminense RJ,3:1 (0:1),,
5556,,16:00,Grêmio Porto Alegre,-,Chapecoense,0:1 (0:0),,
5557,,16:00,EC Vitória BA,-,São Paulo FC,1:2 (0:0),,
5558,,19:00,Cruzeiro EC,-,EC Bahia,1:0 (0:0),,
5559,18.09.2017,20:00,SE Palmeiras,-,Coritiba FC,1:0 (1:0),,
5560,23.09.2017,19:00,Flamengo RJ,-,Avaí FC,1:1 (0:1),,
5561,,21:00,Santos FC,-,Atlético Paranaense,1:0 (1:0),,
5562,24.09.2017,11:00,São Paulo FC,-,Corinthians SP,1:1 (1:0),,
5563,,16:00,Fluminense RJ,-,SE Palmeiras,0:1 (0:1),,
5564,,16:00,Coritiba FC,-,Botafogo RJ,2:3 (1:0),,
5565,,16:00,Atlético GO,-,Cruzeiro EC,1:2 (0:2),,
5566,,16:00,Chapecoense,-,Ponte Preta,1:0 (1:0),,
5567,,19:00,Atlético Mineiro,-,EC Vitória BA,1:3 (1:1),,
5568,,19:00,EC Bahia,-,Grêmio Porto Alegre,1:0 (0:0),,
5569,25.09.2017,20:00,Sport Club Recife,-,Vasco da Gama,1:1 (0:1),,
5570,30.09.2017,16:00,Vasco da Gama,-,Chapecoense,1:1 (1:0),,
5571,,16:00,EC Bahia,-,Coritiba FC,1:1 (1:0),,
5572,,19:00,SE Palmeiras,-,Santos FC,0:1 (0:0),,
5573,01.10.2017,16:00,Botafogo RJ,-,EC Vitória BA,2:3 (1:1),,
5574,,16:00,São Paulo FC,-,Sport Club Recife,1:0 (1:0),,
5575,,16:00,Cruzeiro EC,-,Corinthians SP,1:1 (1:0),,
5576,,16:00,Grêmio Porto Alegre,-,Fluminense RJ,1:0 (0:0),,
5577,,16:00,Avaí FC,-,Atlético GO,0:2 (0:0),,
5578,,19:00,Atlético Paranaense,-,Atlético Mineiro,0:2 (0:1),,
5579,02.10.2017,20:00,Ponte Preta,-,Flamengo RJ,1:0 (0:0),,
5580,11.10.2017,19:30,Botafogo RJ,-,Chapecoense,2:1 (0:0),,
5581,,19:30,Atlético Paranaense,-,Atlético GO,2:2 (2:1),,
5582,,21:00,Corinthians SP,-,Coritiba FC,3:1 (1:1),,
5583,,21:45,Atlético Mineiro,-,São Paulo FC,1:0 (0:0),,
5584,,21:45,Grêmio Porto Alegre,-,Cruzeiro EC,0:1 (0:0),,
5585,,21:45,Avaí FC,-,Vasco da Gama,1:2 (0:2),,
5586,12.10.2017,17:00,Flamengo RJ,-,Fluminense RJ,1:1 (0:0),,
5587,,17:00,EC Vitória BA,-,Sport Club Recife,1:2 (0:1),,
5588,,17:00,Ponte Preta,-,Santos FC,1:1 (1:1),,
5589,,21:00,SE Palmeiras,-,EC Bahia,2:2 (2:1),,
5590,07.10.2017,16:00,Cruzeiro EC,-,Ponte Preta,2:1 (0:1),,
5591,14.10.2017,19:00,Vasco da Gama,-,Botafogo RJ,1:0 (0:0),,
5592,,21:00,São Paulo FC,-,Atlético Paranaense,2:1 (0:0),,
5593,15.10.2017,16:00,Fluminense RJ,-,Avaí FC,1:0 (1:0),,
5594,,16:00,Sport Club Recife,-,Atlético Mineiro,1:1 (1:1),,
5595,,16:00,Atlético GO,-,SE Palmeiras,1:3 (0:2),,
5596,,16:00,Chapecoense,-,Flamengo RJ,0:1 (0:0),,
5597,,18:00,Coritiba FC,-,Grêmio Porto Alegre,0:1 (0:0),,
5598,,18:00,EC Bahia,-,Corinthians SP,2:0 (0:0),,
