,Data,Hora,Home,S,Away,Res,,
378,,16:20,Boa EC,-,Avaí FC,2:2 (0:0),,
379,,21:00,São Caetano,-,ASA,0:1 (0:1),,
380,22.05.2012,21:00,Avaí FC,-,São Caetano,1:0 (0:0),,
381,25.05.2012,21:00,Guarani FC,-,Boa EC,0:0 (0:0),,
382,,21:00,ABC FC,-,Joinville EC,0:0 (0:0),,
383,26.05.2012,16:20,Guaratinguetá,-,Ceará SC,2:1 (2:0),,
384,,16:20,América MG,-,CR Brasil,4:0 (1:0),,
385,,16:20,Bragantino,-,Criciúma EC,3:4 (1:1),,
386,,21:00,ASA,-,Grêmio Barueri,1:1 (0:0),,
387,05.06.2012,21:00,Goiás EC,-,Paraná Clube,2:0 (2:0),,
388,,21:00,EC Vitória BA,-,América RN,2:2 (0:1),,
389,10.07.2012,21:00,Atlético Paranaense,-,Ipatinga FC,1:0 (1:0),,
390,29.05.2012,19:30,Joinville EC,-,Guarani FC,2:0 (0:0),,
391,,19:30,São Caetano,-,Bragantino,2:0 (2:0),,
392,,19:30,Ceará SC,-,Goiás EC,2:2 (1:2),,
393,,19:30,América RN,-,Avaí FC,1:0 (0:0),,
394,,19:30,CR Brasil,-,Guaratinguetá,3:1 (1:0),,
395,,21:50,Criciúma EC,-,EC Vitória BA,2:1 (1:0),,
396,,21:50,Grêmio Barueri,-,ABC FC,0:3 (0:1),,
397,,21:50,Ipatinga FC,-,ASA,1:0 (0:0),,
398,,21:50,Paraná Clube,-,América MG,0:1 (0:0),,
399,,21:50,Boa EC,-,Atlético Paranaense,2:1 (0:1),,
400,01.06.2012,21:00,Goiás EC,-,CR Brasil,1:0 (1:0),,
401,,21:00,Guaratinguetá,-,América RN,0:2 (0:0),,
402,,21:00,Atlético Paranaense,-,Grêmio Barueri,3:0 (1:0),,
403,02.06.2012,16:20,EC Vitória BA,-,Ipatinga FC,4:0 (2:0),,
404,,16:20,Avaí FC,-,Joinville EC,1:2 (1:1),,
405,,16:20,Guarani FC,-,Ceará SC,4:1 (1:0),,
406,,16:20,América MG,-,Criciúma EC,3:0 (2:0),,
407,,16:20,ABC FC,-,São Caetano,0:1 (0:0),,
408,,16:20,ASA,-,Boa EC,3:2 (2:1),,
409,,21:00,Bragantino,-,Paraná Clube,3:3 (1:1),,
410,05.06.2012,21:00,Joinville EC,-,ASA,1:0 (0:0),,
411,,21:00,São Caetano,-,América MG,1:1 (0:0),,
412,08.06.2012,21:00,Ipatinga FC,-,Avaí FC,1:2 (1:1),,
413,,21:00,América RN,-,Bragantino,2:1 (1:0),,
414,,21:00,Boa EC,-,EC Vitória BA,1:2 (1:2),,
415,09.06.2012,16:20,Paraná Clube,-,Guaratinguetá,3:2 (2:1),,
416,,16:20,Criciúma EC,-,Goiás EC,3:0 (2:0),,
417,,16:20,Grêmio Barueri,-,Guarani FC,2:2 (2:0),,
418,,16:20,CR Brasil,-,Atlético Paranaense,2:0 (1:0),,
419,,21:00,Ceará SC,-,ABC FC,4:2 (1:0),,
420,12.06.2012,21:00,Grêmio Barueri,-,Paraná Clube,1:2 (1:0),,
421,,21:00,Ipatinga FC,-,Boa EC,1:2 (1:0),,
422,,21:00,EC Vitória BA,-,Guarani FC,1:0 (0:0),,
423,15.06.2012,21:00,Avaí FC,-,América MG,2:0 (1:0),,
424,,21:00,São Caetano,-,América RN,3:2 (3:1),,
425,16.06.2012,16:20,Joinville EC,-,Ceará SC,1:1 (1:0),,
426,,16:20,Atlético Paranaense,-,Goiás EC,0:0 (0:0),,
427,,16:20,ABC FC,-,CR Brasil,4:2 (1:1),,
428,,16:20,Bragantino,-,Guaratinguetá,1:0 (0:0),,
429,,21:00,ASA,-,Criciúma EC,1:2 (0:1),,
430,19.06.2012,21:00,América MG,-,Bragantino,3:2 (2:2),,
431,,21:00,América RN,-,ASA,2:0 (0:0),,
432,,21:00,CR Brasil,-,São Caetano,2:2 (0:1),,
433,22.06.2012,21:00,Guaratinguetá,-,Avaí FC,1:1 (1:0),,
434,,21:00,Paraná Clube,-,Joinville EC,2:0 (1:0),,
435,23.06.2012,16:20,Criciúma EC,-,Ipatinga FC,3:2 (0:1),,
436,,16:20,Guarani FC,-,ABC FC,1:1 (1:0),,
437,,16:20,Goiás EC,-,EC Vitória BA,4:3 (1:3),,
438,,16:20,Ceará SC,-,Atlético Paranaense,1:0 (1:0),,
439,,21:00,Boa EC,-,Grêmio Barueri,4:1 (2:1),,
440,26.06.2012,21:00,Goiás EC,-,Guaratinguetá,1:1 (1:0),,
441,,21:00,Grêmio Barueri,-,América MG,0:1 (0:0),,
442,,21:00,Ipatinga FC,-,Ceará SC,1:2 (0:1),,
443,29.06.2012,21:00,América RN,-,Guarani FC,1:0 (0:0),,
444,,21:00,ASA,-,ABC FC,3:1 (1:1),,
445,30.06.2012,16:20,Atlético Paranaense,-,Bragantino,0:0 (0:0),,
446,,16:20,Criciúma EC,-,CR Brasil,2:0 (0:0),,
447,,16:20,São Caetano,-,Paraná Clube,1:1 (1:1),,
448,,16:20,EC Vitória BA,-,Avaí FC,2:0 (0:0),,
449,,21:00,Boa EC,-,Joinville EC,0:0 (0:0),,
450,03.07.2012,21:00,Guarani FC,-,Ipatinga FC,1:0 (0:0),,
451,,21:00,Guaratinguetá,-,São Caetano,0:1 (0:0),,
452,06.07.2012,21:00,Joinville EC,-,Grêmio Barueri,4:0 (1:0),,
453,,21:00,Avaí FC,-,ASA,2:0 (0:0),,
454,,21:00,Ceará SC,-,Criciúma EC,2:2 (0:2),,
455,07.07.2012,16:20,América MG,-,Atlético Paranaense,3:2 (2:0),,
456,,16:20,ABC FC,-,EC Vitória BA,0:1 (0:0),,
457,,16:20,Bragantino,-,Goiás EC,3:3 (2:0),,
458,,16:20,CR Brasil,-,América RN,4:2 (2:0),,
459,,21:00,Paraná Clube,-,Boa EC,2:0 (1:0),,
460,10.07.2012,21:00,Criciúma EC,-,Boa EC,4:3 (1:1),,
461,,21:00,Guaratinguetá,-,ASA,2:1 (1:0),,
462,,21:00,EC Vitória BA,-,Paraná Clube,4:3 (1:0),,
463,13.07.2012,21:00,Goiás EC,-,América MG,2:0 (2:0),,
464,,21:00,Ipatinga FC,-,Grêmio Barueri,0:3 (0:1),,
465,14.07.2012,16:20,Atlético Paranaense,-,ABC FC,2:1 (1:1),,
466,,16:20,São Caetano,-,Joinville EC,1:0 (1:0),,
467,,16:20,América RN,-,Ceará SC,1:1 (1:1),,
468,,16:20,Bragantino,-,Guarani FC,0:0 (0:0),,
469,,16:20,CR Brasil,-,Avaí FC,2:0 (0:0),,
470,17.07.2012,19:30,Joinville EC,-,Ipatinga FC,6:0 (5:0),,
471,,19:30,Guarani FC,-,Goiás EC,1:2 (1:1),,
472,,19:30,Ceará SC,-,São Caetano,2:2 (1:1),,
473,,19:30,Boa EC,-,CR Brasil,0:0 (0:0),,
474,,19:30,ASA,-,EC Vitória BA,2:3 (0:1),,
475,,21:50,Avaí FC,-,Atlético Paranaense,1:2 (1:1),,
476,,21:50,Grêmio Barueri,-,Bragantino,0:0 (0:0),,
477,,21:50,América MG,-,Guaratinguetá,2:1 (1:1),,
478,,21:50,Paraná Clube,-,América RN,1:0 (0:0),,
479,,21:50,ABC FC,-,Criciúma EC,2:2 (1:1),,
480,20.07.2012,21:00,São Caetano,-,Grêmio Barueri,3:0 (3:0),,
481,,21:00,Guaratinguetá,-,Boa EC,0:0 (0:0),,
482,,21:00,América MG,-,Guarani FC,1:1 (1:1),,
483,,21:00,América RN,-,Ipatinga FC,2:1 (2:1),,
484,21.07.2012,16:20,Criciúma EC,-,Paraná Clube,2:1 (2:1),,
485,,16:20,Goiás EC,-,Avaí FC,2:0 (1:0),,
486,,16:20,Ceará SC,-,ASA,3:2 (1:1),,
487,,16:20,Atlético Paranaense,-,EC Vitória BA,0:1 (0:0),,
488,,16:20,CR Brasil,-,Joinville EC,4:3 (0:2),,
489,,21:00,Bragantino,-,ABC FC,1:2 (0:0),,
490,24.07.2012,21:00,Joinville EC,-,América RN,1:0 (0:0),,
491,,21:00,Boa EC,-,América MG,2:1 (0:0),,
492,,21:00,ASA,-,Goiás EC,0:1 (0:1),,
493,27.07.2012,21:00,Avaí FC,-,Bragantino,1:0 (0:0),,
494,,21:00,Grêmio Barueri,-,Criciúma EC,1:4 (1:2),,
495,28.07.2012,16:20,Guarani FC,-,Atlético Paranaense,2:1 (0:0),,
496,,16:20,EC Vitória BA,-,CR Brasil,1:0 (0:0),,
497,,16:20,Paraná Clube,-,Ceará SC,1:0 (1:0),,
498,,16:20,ABC FC,-,Guaratinguetá,3:0 (2:0),,
499,,21:00,Ipatinga FC,-,São Caetano,1:2 (1:0),,
500,31.07.2012,19:30,Goiás EC,-,ABC FC,1:1 (0:0),,
501,,19:30,Criciúma EC,-,Guarani FC,2:1 (1:1),,
502,,19:30,América MG,-,Joinville EC,0:2 (0:0),,
503,,19:30,Ceará SC,-,Boa EC,1:1 (0:0),,
504,,19:30,Paraná Clube,-,Avaí FC,1:1 (0:0),,
505,,21:50,São Caetano,-,EC Vitória BA,0:0 (0:0),,
506,,21:50,Guaratinguetá,-,Atlético Paranaense,0:1 (0:1),,
507,,21:50,América RN,-,Grêmio Barueri,2:1 (1:0),,
508,,21:50,Bragantino,-,ASA,2:2 (0:0),,
509,,21:50,CR Brasil,-,Ipatinga FC,2:0 (0:0),,
510,03.08.2012,21:00,Grêmio Barueri,-,CR Brasil,0:0 (0:0),,
511,,21:00,Ipatinga FC,-,Goiás EC,0:6 (0:2),,
512,,21:00,EC Vitória BA,-,Bragantino,0:1 (0:0),,
513,,21:00,Boa EC,-,América RN,1:1 (0:1),,
514,04.08.2012,16:20,Atlético Paranaense,-,São Caetano,0:1 (0:0),,
515,,16:20,Joinville EC,-,Criciúma EC,3:1 (1:0),,
516,,16:20,Avaí FC,-,Ceará SC,2:1 (1:1),,
517,,16:20,Guarani FC,-,Guaratinguetá,2:1 (1:0),,
518,,16:20,ASA,-,América MG,3:2 (2:1),,
519,,21:00,ABC FC,-,Paraná Clube,2:0 (1:0),,
520,07.08.2012,21:00,Avaí FC,-,ABC FC,3:1 (0:0),,
521,,21:00,América RN,-,Atlético Paranaense,0:2 (0:1),,
522,,21:00,Bragantino,-,Ipatinga FC,0:2 (0:1),,
523,10.08.2012,21:00,Ceará SC,-,Grêmio Barueri,2:0 (1:0),,
524,,21:00,ASA,-,Guarani FC,1:0 (1:0),,
525,11.08.2012,16:20,Goiás EC,-,Boa EC,2:0 (1:0),,
526,,16:20,São Caetano,-,Criciúma EC,1:1 (0:0),,
527,,16:20,Guaratinguetá,-,Joinville EC,0:3 (0:1),,
528,,16:20,América MG,-,EC Vitória BA,1:2 (1:1),,
529,,16:20,Paraná Clube,-,CR Brasil,4:0 (3:0),,
530,14.08.2012,19:30,Joinville EC,-,Bragantino,1:0 (1:0),,
531,,19:30,Criciúma EC,-,América RN,4:3 (1:0),,
532,,19:30,Ipatinga FC,-,Paraná Clube,2:0 (1:0),,
533,,19:30,EC Vitória BA,-,Guaratinguetá,2:0 (2:0),,
534,,19:30,CR Brasil,-,Ceará SC,0:2 (0:2),,
535,,21:50,Guarani FC,-,Avaí FC,0:2 (0:1),,
536,,21:50,Grêmio Barueri,-,Goiás EC,2:0 (1:0),,
537,,21:50,Atlético Paranaense,-,ASA,1:0 (0:0),,
538,,21:50,ABC FC,-,América MG,0:2 (0:0),,
539,,21:50,Boa EC,-,São Caetano,1:3 (0:2),,
540,17.08.2012,19:30,EC Vitória BA,-,Joinville EC,2:1 (2:1),,
541,,21:00,Avaí FC,-,Grêmio Barueri,2:1 (1:1),,
542,,21:00,Guarani FC,-,CR Brasil,4:0 (2:0),,
543,,21:00,Guaratinguetá,-,Ipatinga FC,3:1 (1:1),,
544,,21:50,América MG,-,América RN,1:1 (1:1),,
545,18.08.2012,16:20,Goiás EC,-,São Caetano,0:0 (0:0),,
546,,16:20,Atlético Paranaense,-,Criciúma EC,1:0 (1:0),,
547,,16:20,ABC FC,-,Boa EC,1:2 (1:1),,
548,,16:20,Bragantino,-,Ceará SC,1:3 (1:2),,
549,,21:00,ASA,-,Paraná Clube,1:1 (1:0),,
550,21.08.2012,21:00,Criciúma EC,-,Avaí FC,2:0 (0:0),,
551,,21:00,Grêmio Barueri,-,Guaratinguetá,2:3 (1:1),,
552,,21:00,Ipatinga FC,-,América MG,1:0 (0:0),,
553,24.08.2012,21:00,Ceará SC,-,EC Vitória BA,1:3 (1:1),,
554,25.08.2012,16:00,Joinville EC,-,Goiás EC,1:0 (1:0),,
555,,16:00,São Caetano,-,Guarani FC,1:2 (1:0),,
556,,16:00,Paraná Clube,-,Atlético Paranaense,1:2 (1:2),,
557,,16:20,América RN,-,ABC FC,1:0 (1:0),,
558,,16:20,CR Brasil,-,ASA,0:1 (0:1),,
559,,21:00,Boa EC,-,Bragantino,3:0 (2:0),,
560,28.08.2012,19:30,Avaí FC,-,Boa EC,2:1 (0:1),,
561,,19:30,Guarani FC,-,Paraná Clube,0:0 (0:0),,
562,,19:30,EC Vitória BA,-,Grêmio Barueri,1:0 (0:0),,
563,,19:30,Atlético Paranaense,-,Joinville EC,1:1 (1:1),,
564,,19:30,Bragantino,-,CR Brasil,0:2 (0:0),,
565,,21:50,Goiás EC,-,América RN,1:0 (0:0),,
566,,21:50,Guaratinguetá,-,Criciúma EC,2:1 (1:0),,
567,,21:50,América MG,-,Ceará SC,1:3 (0:1),,
568,,21:50,ABC FC,-,Ipatinga FC,2:2 (1:1),,
569,,21:50,ASA,-,São Caetano,4:1 (1:1),,
570,31.08.2012,19:30,Criciúma EC,-,Bragantino,3:2 (1:0),,
571,,19:30,Boa EC,-,Guarani FC,1:2 (0:2),,
572,,21:00,Grêmio Barueri,-,ASA,1:0 (1:0),,
573,,21:00,Ceará SC,-,Guaratinguetá,1:1 (0:0),,
574,,21:50,Ipatinga FC,-,Atlético Paranaense,1:1 (0:0),,
575,01.09.2012,16:00,Joinville EC,-,ABC FC,0:0 (0:0),,
576,,16:00,São Caetano,-,Avaí FC,1:0 (1:0),,
577,,16:00,Paraná Clube,-,Goiás EC,1:3 (1:2),,
578,,16:00,América RN,-,EC Vitória BA,2:2 (1:1),,
579,,21:00,CR Brasil,-,América MG,0:1 (0:1),,
580,04.09.2012,15:00,Atlético Paranaense,-,Boa EC,2:1 (0:1),,
581,,19:30,Avaí FC,-,América RN,2:2 (2:1),,
582,,19:30,Guarani FC,-,Joinville EC,2:1 (0:1),,
583,,19:30,América MG,-,Paraná Clube,0:0 (0:0),,
584,,19:30,EC Vitória BA,-,Criciúma EC,2:2 (2:2),,
585,,21:50,Goiás EC,-,Ceará SC,0:0 (0:0),,
586,,21:50,Guaratinguetá,-,CR Brasil,1:2 (1:2),,
587,,21:50,ABC FC,-,Grêmio Barueri,2:1 (1:1),,
588,,21:50,Bragantino,-,São Caetano,2:3 (1:1),,
589,,21:50,ASA,-,Ipatinga FC,3:0 (0:0),,
590,07.09.2012,19:30,Ceará SC,-,Guarani FC,1:0 (0:0),,
591,,19:30,Paraná Clube,-,Bragantino,2:0 (2:0),,
592,,19:30,América RN,-,Guaratinguetá,4:1 (1:1),,
593,,19:30,Boa EC,-,ASA,3:2 (3:1),,
594,,21:50,Grêmio Barueri,-,Atlético Paranaense,0:6 (0:4),,
595,08.09.2012,16:00,Joinville EC,-,Avaí FC,1:0 (0:0),,
596,,16:00,Criciúma EC,-,América MG,0:4 (0:2),,
597,,16:00,Ipatinga FC,-,EC Vitória BA,1:1 (0:0),,
598,,16:00,CR Brasil,-,Goiás EC,0:2 (0:1),,
599,,21:00,São Caetano,-,ABC FC,0:1 (0:0),,
600,11.09.2012,15:00,Atlético Paranaense,-,CR Brasil,4:1 (2:0),,
601,,19:30,Avaí FC,-,Ipatinga FC,2:1 (1:0),,
602,,19:30,Guaratinguetá,-,Paraná Clube,2:0 (1:0),,
603,,19:30,América MG,-,São Caetano,2:5 (2:2),,
604,,19:30,EC Vitória BA,-,Boa EC,3:2 (2:1),,
605,,19:30,ASA,-,Joinville EC,1:0 (0:0),,
606,,21:50,Goiás EC,-,Criciúma EC,1:0 (1:0),,
607,,21:50,Guarani FC,-,Grêmio Barueri,1:0 (1:0),,
608,,21:50,ABC FC,-,Ceará SC,0:1 (0:1),,
609,,21:50,Bragantino,-,América RN,1:0 (1:0),,
610,14.09.2012,19:30,Criciúma EC,-,ASA,2:1 (0:0),,
611,,19:30,Paraná Clube,-,Grêmio Barueri,1:1 (1:1),,
612,,21:00,Guaratinguetá,-,Bragantino,2:0 (1:0),,
613,,21:00,América RN,-,São Caetano,0:2 (0:1),,
614,,21:50,América MG,-,Avaí FC,1:0 (1:0),,
615,15.09.2012,16:00,Goiás EC,-,Atlético Paranaense,3:2 (2:0),,
616,,16:00,Guarani FC,-,EC Vitória BA,0:0 (0:0),,
617,,16:00,Ceará SC,-,Joinville EC,4:3 (2:2),,
618,,16:00,CR Brasil,-,ABC FC,3:3 (1:0),,
619,,21:00,Boa EC,-,Ipatinga FC,2:1 (2:0),,
620,18.09.2012,21:00,Bragantino,-,América MG,2:0 (0:0),,
621,21.09.2012,19:30,Avaí FC,-,Guaratinguetá,2:0 (0:0),,
622,,21:00,Joinville EC,-,Paraná Clube,3:1 (2:1),,
623,,21:00,ABC FC,-,Guarani FC,3:1 (0:0),,
624,22.09.2012,15:00,Atlético Paranaense,-,Ceará SC,2:1 (1:0),,
625,,16:00,São Caetano,-,CR Brasil,3:2 (2:0),,
626,,16:00,Grêmio Barueri,-,Boa EC,1:2 (1:1),,
627,,16:00,Ipatinga FC,-,Criciúma EC,2:3 (0:2),,
628,,16:00,EC Vitória BA,-,Goiás EC,3:1 (1:1),,
629,,21:00,ASA,-,América RN,0:2 (0:0),,
630,25.09.2012,19:30,ABC FC,-,ASA,1:1 (1:1),,
631,,21:00,Joinville EC,-,Boa EC,3:0 (0:0),,
632,,21:00,América MG,-,Grêmio Barueri,1:2 (1:1),,
633,28.09.2012,19:30,Paraná Clube,-,São Caetano,2:1 (2:1),,
634,,21:00,Guaratinguetá,-,Goiás EC,0:3 (0:2),,
635,,21:00,CR Brasil,-,Criciúma EC,0:2 (0:1),,
636,29.09.2012,16:00,Avaí FC,-,EC Vitória BA,2:0 (1:0),,
637,,16:00,Guarani FC,-,América RN,0:0 (0:0),,
638,,16:00,Bragantino,-,Atlético Paranaense,2:1 (1:0),,
639,,21:00,Ceará SC,-,Ipatinga FC,1:1 (1:1),,
640,02.10.2012,19:30,ASA,-,Avaí FC,1:0 (1:0),,
641,,21:00,Goiás EC,-,Bragantino,1:0 (0:0),,
642,,21:00,São Caetano,-,Guaratinguetá,1:0 (0:0),,
643,05.10.2012,19:30,Grêmio Barueri,-,Joinville EC,1:1 (1:1),,
644,,19:30,Ipatinga FC,-,Guarani FC,0:0 (0:0),,
645,,19:30,América RN,-,CR Brasil,3:3 (1:0),,
646,,21:00,Criciúma EC,-,Ceará SC,2:1 (0:0),,
647,,21:00,Boa EC,-,Paraná Clube,2:1 (2:1),,
648,06.10.2012,14:00,Atlético Paranaense,-,América MG,5:4 (2:3),,
649,,16:00,EC Vitória BA,-,ABC FC,1:0 (0:0),,
650,09.10.2012,21:00,Joinville EC,-,São Caetano,0:0 (0:0),,
651,,21:00,Grêmio Barueri,-,Ipatinga FC,2:0 (1:0),,
652,,21:00,ASA,-,Guaratinguetá,3:1 (1:0),,
653,12.10.2012,21:00,Guarani FC,-,Bragantino,1:2 (0:2),,
654,,21:00,ABC FC,-,Atlético Paranaense,0:1 (0:1),,
655,13.10.2012,16:00,América MG,-,Goiás EC,1:2 (1:0),,
656,,16:00,Ceará SC,-,América RN,4:0 (1:0),,
657,,16:00,Paraná Clube,-,EC Vitória BA,3:1 (2:0),,
658,,16:00,Boa EC,-,Criciúma EC,0:4 (0:1),,
659,,21:00,Avaí FC,-,CR Brasil,1:0 (1:0),,
660,16.10.2012,15:00,Atlético Paranaense,-,Avaí FC,3:1 (2:1),,
661,,19:30,Goiás EC,-,Guarani FC,5:0 (2:0),,
662,,19:30,São Caetano,-,Ceará SC,2:0 (1:0),,
663,,19:30,EC Vitória BA,-,ASA,2:0 (0:0),,
664,,19:30,América RN,-,Paraná Clube,2:1 (1:0),,
665,,19:30,Bragantino,-,Grêmio Barueri,2:2 (1:0),,
666,,21:50,Criciúma EC,-,ABC FC,2:0 (1:0),,
667,,21:50,Guaratinguetá,-,América MG,1:2 (0:0),,
668,,21:50,Ipatinga FC,-,Joinville EC,1:0 (1:0),,
669,,21:50,CR Brasil,-,Boa EC,0:0 (0:0),,
670,19.10.2012,19:30,Grêmio Barueri,-,São Caetano,2:2 (2:2),,
671,,19:30,Ipatinga FC,-,América RN,4:0 (2:0),,
672,,19:30,ASA,-,Ceará SC,3:0 (1:0),,
673,,21:50,Avaí FC,-,Goiás EC,1:4 (0:3),,
674,20.10.2012,16:00,Joinville EC,-,CR Brasil,3:1 (1:1),,
675,,16:00,Guarani FC,-,América MG,0:3 (0:1),,
676,,16:00,EC Vitória BA,-,Atlético Paranaense,0:2 (0:0),,
677,,16:00,Paraná Clube,-,Criciúma EC,1:1 (1:1),,
678,,16:00,ABC FC,-,Bragantino,1:0 (0:0),,
679,,21:00,Boa EC,-,Guaratinguetá,0:1 (0:0),,
680,23.10.2012,14:00,Atlético Paranaense,-,Guarani FC,1:1 (0:0),,
681,,18:30,Goiás EC,-,ASA,4:0 (0:0),,
682,,18:30,Criciúma EC,-,Grêmio Barueri,3:4 (0:3),,
683,,18:30,São Caetano,-,Ipatinga FC,1:1 (0:1),,
684,,18:30,América RN,-,Joinville EC,3:1 (2:0),,
685,,18:30,CR Brasil,-,EC Vitória BA,0:1 (0:0),,
686,,20:50,Guaratinguetá,-,ABC FC,2:1 (1:0),,
687,,20:50,América MG,-,Boa EC,3:2 (1:2),,
688,,20:50,Ceará SC,-,Paraná Clube,0:1 (0:1),,
689,,20:50,Bragantino,-,Avaí FC,1:0 (0:0),,
690,26.10.2012,18:30,EC Vitória BA,-,São Caetano,0:1 (0:1),,
691,,18:30,ABC FC,-,Goiás EC,3:2 (0:1),,
692,,20:00,Grêmio Barueri,-,América RN,2:3 (1:1),,
693,,20:00,Boa EC,-,Ceará SC,1:0 (1:0),,
694,,20:50,Avaí FC,-,Paraná Clube,3:1 (3:1),,
695,27.10.2012,13:00,Atlético Paranaense,-,Guaratinguetá,3:0 (1:0),,
696,,15:00,Joinville EC,-,América MG,2:2 (1:2),,
697,,15:00,Guarani FC,-,Criciúma EC,1:2 (0:0),,
698,,15:00,Ipatinga FC,-,CR Brasil,3:2 (1:1),,
699,,15:00,ASA,-,Bragantino,1:1 (1:1),,
700,30.10.2012,20:00,Goiás EC,-,Ipatinga FC,4:0 (1:0),,
701,,20:00,América MG,-,ASA,0:1 (0:0),,
702,,20:00,Paraná Clube,-,ABC FC,1:2 (0:0),,
703,02.11.2012,20:00,Guaratinguetá,-,Guarani FC,2:1 (2:1),,
704,,20:00,Ceará SC,-,Avaí FC,0:1 (0:0),,
705,,20:00,CR Brasil,-,Grêmio Barueri,2:1 (1:0),,
706,03.11.2012,15:20,Criciúma EC,-,Joinville EC,2:3 (0:1),,
707,,15:20,São Caetano,-,Atlético Paranaense,1:3 (0:2),,
708,,15:20,Bragantino,-,EC Vitória BA,3:0 (1:0),,
709,,20:00,América RN,-,Boa EC,4:4 (2:1),,
710,06.11.2012,15:00,Atlético Paranaense,-,América RN,1:1 (1:0),,
711,,18:30,Joinville EC,-,Guaratinguetá,2:1 (0:1),,
712,,18:30,Criciúma EC,-,São Caetano,0:2 (0:1),,
713,,18:30,Guarani FC,-,ASA,2:1 (0:0),,
714,,18:30,Grêmio Barueri,-,Ceará SC,0:0 (0:0),,
715,,20:50,Ipatinga FC,-,Bragantino,2:1 (2:1),,
716,,20:50,EC Vitória BA,-,América MG,5:3 (1:1),,
717,,20:50,ABC FC,-,Avaí FC,1:2 (0:2),,
718,,20:50,Boa EC,-,Goiás EC,2:2 (1:2),,
719,,20:50,CR Brasil,-,Paraná Clube,0:2 (0:0),,
720,09.11.2012,18:30,São Caetano,-,Boa EC,4:2 (2:2),,
721,,18:30,Bragantino,-,Joinville EC,1:0 (1:0),,
722,,20:50,Avaí FC,-,Guarani FC,1:0 (0:0),,
723,,20:50,ASA,-,Atlético Paranaense,2:3 (0:3),,
724,10.11.2012,15:20,Goiás EC,-,Grêmio Barueri,3:0 (1:0),,
725,,15:20,Guaratinguetá,-,EC Vitória BA,1:0 (1:0),,
726,,15:20,América RN,-,Criciúma EC,1:4 (0:2),,
727,,16:00,América MG,-,ABC FC,3:3 (1:0),,
728,,16:00,Paraná Clube,-,Ipatinga FC,2:0 (1:0),,
729,,20:00,Ceará SC,-,CR Brasil,1:2 (1:2),,
730,16.11.2012,20:00,Paraná Clube,-,ASA,2:0 (2:0),,
731,17.11.2012,15:20,Joinville EC,-,EC Vitória BA,1:1 (0:1),,
732,,15:20,Criciúma EC,-,Atlético Paranaense,0:0 (0:0),,
733,,15:20,São Caetano,-,Goiás EC,1:1 (0:0),,
734,,15:20,Grêmio Barueri,-,Avaí FC,2:0 (0:0),,
735,,15:20,Ipatinga FC,-,Guaratinguetá,2:3 (0:3),,
736,,15:20,Ceará SC,-,Bragantino,1:2 (1:1),,
737,,15:20,América RN,-,América MG,1:1 (1:0),,
738,,15:20,Boa EC,-,ABC FC,0:0 (0:0),,
739,,15:20,CR Brasil,-,Guarani FC,2:1 (0:1),,
740,24.05.2013,19:30,Oeste FC,-,Avaí FC,1:1 (0:1),,
741,,19:30,São Caetano,-,Ceará SC,0:0 (0:0),,
742,,21:50,Boa EC,-,Chapecoense,1:4 (0:1),,
743,,21:50,Paysandu SC,-,ASA,1:1 (1:1),,
744,25.05.2013,16:20,Figueirense,-,América RN,3:2 (2:1),,
745,,16:20,Joinville EC,-,Bragantino,3:0 (2:0),,
746,,16:20,Icasa,-,Sport Club Recife,2:1 (1:0),,
747,,16:20,SE Palmeiras,-,Atlético GO,1:0 (0:0),,
748,,21:00,ABC FC,-,Paraná Clube,0:2 (0:2),,
749,,21:00,Guaratinguetá,-,América MG,1:0 (1:0),,
750,28.05.2013,15:00,Paraná Clube,-,São Caetano,0:0 (0:0),,
751,,19:30,Avaí FC,-,Guaratinguetá,2:1 (2:0),,
752,,19:30,Ceará SC,-,Paysandu SC,1:0 (0:0),,
753,,19:30,América RN,-,Icasa,1:1 (1:1),,
754,,19:30,Sport Club Recife,-,ABC FC,1:0 (0:0),,
755,,21:50,ASA,-,SE Palmeiras,0:3 (0:3),,
756,,21:50,América MG,-,Figueirense,2:4 (1:2),,
757,,21:50,Chapecoense,-,Oeste FC,1:1 (1:0),,
758,,21:50,Atlético GO,-,Joinville EC,2:1 (0:0),,
759,,21:50,Bragantino,-,Boa EC,0:1 (0:0),,
760,31.05.2013,19:30,Joinville EC,-,ASA,2:0 (2:0),,
761,,19:30,Icasa,-,Avaí FC,3:4 (2:1),,
762,,19:30,Paysandu SC,-,América RN,1:1 (1:1),,
763,,21:50,Oeste FC,-,Paraná Clube,1:0 (1:0),,
764,,21:50,Figueirense,-,Sport Club Recife,3:2 (2:0),,
765,,21:50,ABC FC,-,Ceará SC,1:1 (1:1),,
766,01.06.2013,16:20,SE Palmeiras,-,América MG,0:1 (0:1),,
767,,16:20,Bragantino,-,Guaratinguetá,2:0 (2:0),,
768,,21:00,Boa EC,-,Atlético GO,0:0 (0:0),,
769,,21:00,São Caetano,-,Chapecoense,0:1 (0:0),,
770,04.06.2013,19:30,Oeste FC,-,Ceará SC,2:1 (1:1),,
771,,19:30,Boa EC,-,ASA,1:2 (0:0),,
772,,19:30,Figueirense,-,Chapecoense,0:2 (0:1),,
773,,19:30,SE Palmeiras,-,Avaí FC,2:1 (1:1),,
