,Data,Hora,Home,S,Away,Res,,
1182,,19:30,Joinville EC,-,América RN,1:0 (0:0),,
1183,,19:30,ABC FC,-,Oeste FC,0:1 (0:0),,
1184,,19:30,Boa EC,-,Santa Cruz FC,0:2 (0:1),,
1185,,21:50,Bragantino,-,Vasco da Gama,1:1 (0:0),,
1186,,21:50,Clube Náutico,-,Avaí FC,0:1 (0:1),,
1187,,21:50,Luverdense,-,Icasa,1:0 (0:0),,
1188,,21:50,Ceará SC,-,Vila Nova FC GO,4:0 (2:0),,
1189,,21:50,Atlético GO,-,América MG,3:0 (2:0),,
1190,30.05.2014,19:30,Oeste FC,-,Paraná Clube,2:2 (1:1),,
1191,,19:30,Avaí FC,-,ABC FC,0:1 (0:0),,
1192,,19:30,América RN,-,Luverdense,2:0 (0:0),,
1193,,21:50,Santa Cruz FC,-,Joinville EC,2:0 (1:0),,
1194,31.05.2014,16:20,Ponte Preta,-,Boa EC,1:0 (1:0),,
1195,,16:20,Vasco da Gama,-,Portuguesa (SP),1:1 (1:1),,
1196,,16:20,Sampaio Corrêa FC,-,Ceará SC,2:2 (2:2),,
1197,,16:20,América MG,-,Clube Náutico,1:3 (0:2),,
1198,,21:00,Icasa,-,Atlético GO,1:0 (0:0),,
1199,,21:00,Vila Nova FC GO,-,Bragantino,1:1 (0:1),,
1200,03.06.2014,19:30,Bragantino,-,Ceará SC,1:2 (1:1),,
1201,,19:30,Portuguesa (SP),-,América MG,2:1 (1:0),,
1202,,19:30,Santa Cruz FC,-,Ponte Preta,2:1 (2:0),,
1203,,19:30,Sampaio Corrêa FC,-,América RN,3:0 (0:0),,
1204,,21:50,Icasa,-,Avaí FC,0:2 (0:0),,
1205,,21:50,ABC FC,-,Clube Náutico,1:1 (1:0),,
1206,,21:50,Boa EC,-,Vasco da Gama,0:2 (0:0),,
1207,06.06.2014,19:30,Paraná Clube,-,Luverdense,0:2 (0:1),,
1208,,19:30,Joinville EC,-,Vila Nova FC GO,1:0 (1:0),,
1209,22.07.2014,19:30,Atlético GO,-,Oeste FC,4:2 (2:0),,
1210,15.07.2014,19:30,Ponte Preta,-,Portuguesa (SP),0:0 (0:0),,
1211,,19:30,Clube Náutico,-,Sampaio Corrêa FC,1:0 (1:0),,
1212,,19:30,Avaí FC,-,Atlético GO,2:1 (0:1),,
1213,,19:30,Vila Nova FC GO,-,Boa EC,0:2 (0:2),,
1214,,19:30,América MG,-,Paraná Clube,1:0 (0:0),,
1215,,21:50,Oeste FC,-,Icasa,0:0 (0:0),,
1216,,21:50,Vasco da Gama,-,Santa Cruz FC,4:1 (2:1),,
1217,,21:50,Luverdense,-,ABC FC,3:1 (0:0),,
1218,,21:50,Ceará SC,-,Joinville EC,1:3 (0:3),,
1219,,21:50,América RN,-,Bragantino,4:2 (1:2),,
1220,18.07.2014,19:30,Portuguesa (SP),-,Paraná Clube,1:1 (0:1),,
1221,,19:30,ABC FC,-,Joinville EC,2:1 (0:1),,
1222,,19:30,América MG,-,Oeste FC,3:0 (3:0),,
1223,,21:50,Avaí FC,-,Ponte Preta,1:0 (0:0),,
1224,19.07.2014,16:20,Vasco da Gama,-,América RN,1:1 (1:0),,
1225,,16:20,Luverdense,-,Atlético GO,0:2 (0:1),,
1226,,16:20,Ceará SC,-,Icasa,2:1 (2:0),,
1227,,16:20,Vila Nova FC GO,-,Santa Cruz FC,3:2 (2:2),,
1228,,21:00,Bragantino,-,Sampaio Corrêa FC,0:1 (0:0),,
1229,,21:00,Clube Náutico,-,Boa EC,1:3 (0:2),,
1230,22.07.2014,19:00,Icasa,-,Portuguesa (SP),2:0 (0:0),,
1231,25.07.2014,19:30,Oeste FC,-,Luverdense,2:1 (0:1),,
1232,,21:00,América RN,-,América MG,1:0 (1:0),,
1233,,21:00,Boa EC,-,Bragantino,2:1 (0:0),,
1234,26.07.2014,16:20,Ponte Preta,-,Vasco da Gama,0:0 (0:0),,
1235,,16:20,Santa Cruz FC,-,Ceará SC,2:3 (2:3),,
1236,,16:20,Joinville EC,-,Avaí FC,0:1 (0:0),,
1237,,16:20,Atlético GO,-,Clube Náutico,2:0 (0:0),,
1238,,21:00,Paraná Clube,-,ABC FC,1:0 (0:0),,
1239,,21:00,Sampaio Corrêa FC,-,Vila Nova FC GO,2:0 (2:0),,
1240,29.07.2014,19:00,Clube Náutico,-,Icasa,1:0 (1:0),,
1241,,21:00,Portuguesa (SP),-,Oeste FC,0:0 (0:0),,
1242,01.08.2014,21:00,Avaí FC,-,Luverdense,1:2 (0:1),,
1243,,21:00,Vila Nova FC GO,-,Atlético GO,0:2 (0:2),,
1244,02.08.2014,16:20,Bragantino,-,Joinville EC,1:0 (1:0),,
1245,,16:20,Vasco da Gama,-,Paraná Clube,1:0 (1:0),,
1246,,16:20,Sampaio Corrêa FC,-,Ponte Preta,3:3 (2:2),,
1247,,16:20,América RN,-,Santa Cruz FC,0:1 (0:1),,
1248,,16:20,América MG,-,ABC FC,1:0 (0:0),,
1249,,21:00,Ceará SC,-,Boa EC,2:2 (1:1),,
1250,05.08.2014,19:30,Luverdense,-,Portuguesa (SP),3:1 (0:0),,
1251,,21:00,Joinville EC,-,Sampaio Corrêa FC,3:1 (2:1),,
1252,08.08.2014,19:30,Icasa,-,América MG,2:0 (0:0),,
1253,,19:30,Atlético GO,-,Ceará SC,0:2 (0:0),,
1254,,21:00,Ponte Preta,-,Bragantino,1:0 (0:0),,
1255,09.08.2014,16:20,Paraná Clube,-,Vila Nova FC GO,3:1 (1:1),,
1256,,16:20,Santa Cruz FC,-,Clube Náutico,3:0 (0:0),,
1257,,16:20,ABC FC,-,Vasco da Gama,1:2 (0:1),,
1258,,21:00,Oeste FC,-,Avaí FC,0:0 (0:0),,
1259,,21:00,Boa EC,-,América RN,3:2 (2:0),,
1260,12.08.2014,19:30,ABC FC,-,Portuguesa (SP),0:0 (0:0),,
1261,,21:00,Avaí FC,-,América MG,2:0 (1:0),,
1262,15.08.2014,19:30,Atlético GO,-,Paraná Clube,2:1 (1:0),,
1263,,21:00,Ponte Preta,-,Joinville EC,2:0 (1:0),,
1264,16.08.2014,16:20,Vasco da Gama,-,Ceará SC,2:0 (1:0),,
1265,,16:20,Luverdense,-,Clube Náutico,0:2 (0:1),,
1266,,16:20,Icasa,-,América RN,0:2 (0:1),,
1267,,21:00,Oeste FC,-,Vila Nova FC GO,1:3 (1:2),,
1268,,21:00,Boa EC,-,Sampaio Corrêa FC,2:1 (0:1),,
1269,14.10.2014,19:30,Santa Cruz FC,-,Bragantino,2:1 (1:0),,
1270,19.08.2014,19:30,Paraná Clube,-,Icasa,1:0 (1:0),,
1271,,19:30,Clube Náutico,-,Oeste FC,3:2 (2:2),,
1272,,19:30,Sampaio Corrêa FC,-,Santa Cruz FC,0:0 (0:0),,
1273,,19:30,Ceará SC,-,ABC FC,1:2 (1:1),,
1274,,19:30,Joinville EC,-,Boa EC,2:1 (1:1),,
1275,,19:30,América RN,-,Ponte Preta,0:2 (0:0),,
1276,,21:50,Bragantino,-,Atlético GO,2:1 (1:1),,
1277,,21:50,Portuguesa (SP),-,Avaí FC,1:3 (0:0),,
1278,,21:50,Vila Nova FC GO,-,Vasco da Gama,2:1 (2:1),,
1279,,21:50,América MG,-,Luverdense,2:0 (1:0),,
1280,22.08.2014,19:30,Oeste FC,-,Boa EC,2:1 (1:0),,
1281,,19:30,América MG,-,Ponte Preta,3:0 (1:0),,
1282,,21:50,Icasa,-,Vasco da Gama,1:1 (0:1),,
1283,23.08.2014,16:10,Portuguesa (SP),-,Ceará SC,1:1 (1:0),,
1284,,16:10,Paraná Clube,-,Bragantino,1:0 (1:0),,
1285,,16:10,Clube Náutico,-,América RN,2:1 (1:1),,
1286,,16:10,Avaí FC,-,Santa Cruz FC,0:0 (0:0),,
1287,,16:10,Atlético GO,-,Sampaio Corrêa FC,2:4 (1:3),,
1288,,21:00,Luverdense,-,Joinville EC,2:2 (1:1),,
1289,,21:00,ABC FC,-,Vila Nova FC GO,0:2 (0:2),,
1290,26.08.2014,19:30,Boa EC,-,Icasa,2:0 (0:0),,
1291,,21:50,Vila Nova FC GO,-,Portuguesa (SP),1:2 (0:0),,
1292,29.08.2014,20:30,Santa Cruz FC,-,Atlético GO,2:0 (1:0),,
1293,,20:30,Sampaio Corrêa FC,-,América MG,0:0 (0:0),,
1294,,20:30,Joinville EC,-,Oeste FC,2:1 (1:1),,
1295,30.08.2014,16:10,Bragantino,-,ABC FC,1:0 (0:0),,
1296,,16:10,Ponte Preta,-,Clube Náutico,2:0 (0:0),,
1297,,16:10,Vasco da Gama,-,Avaí FC,0:5 (0:2),,
1298,,16:10,América RN,-,Paraná Clube,2:3 (1:2),,
1299,,21:00,Ceará SC,-,Luverdense,3:1 (2:0),,
1300,02.09.2014,19:30,Paraná Clube,-,Sampaio Corrêa FC,0:0 (0:0),,
1301,,19:30,Atlético GO,-,Boa EC,0:3 (0:1),,
1302,,20:30,Portuguesa (SP),-,Joinville EC,1:2 (0:1),,
1303,05.09.2014,19:30,Icasa,-,Ponte Preta,0:1 (0:1),,
1304,06.09.2014,16:10,Clube Náutico,-,Bragantino,0:0 (0:0),,
1305,,16:10,Avaí FC,-,América RN,0:0 (0:0),,
1306,,16:10,ABC FC,-,Santa Cruz FC,2:1 (1:0),,
1307,,16:10,América MG,-,Vasco da Gama,2:3 (2:2),,
1308,,21:00,Oeste FC,-,Ceará SC,3:1 (1:1),,
1309,,21:00,Luverdense,-,Vila Nova FC GO,2:0 (1:0),,
1310,08.09.2014,21:00,Joinville EC,-,Paraná Clube,3:0 (0:0),,
1311,09.09.2014,17:00,Ponte Preta,-,Atlético GO,3:4 (2:1),,
1312,,17:00,Boa EC,-,ABC FC,0:0 (0:0),,
1313,,19:30,Bragantino,-,Avaí FC,1:4 (0:3),,
1314,,19:30,Vasco da Gama,-,Luverdense,2:0 (1:0),,
1315,,19:30,Santa Cruz FC,-,Portuguesa (SP),1:0 (0:0),,
1316,,19:30,Sampaio Corrêa FC,-,Icasa,3:2 (1:2),,
1317,,19:30,Ceará SC,-,América MG,5:2 (3:2),,
1318,,19:30,Vila Nova FC GO,-,Clube Náutico,0:1 (0:1),,
1319,,19:30,América RN,-,Oeste FC,0:1 (0:0),,
1320,12.09.2014,19:30,Oeste FC,-,Sampaio Corrêa FC,0:0 (0:0),,
1321,,19:30,Clube Náutico,-,Ceará SC,2:1 (2:0),,
1322,,19:30,Icasa,-,Joinville EC,1:1 (1:0),,
1323,,21:50,Luverdense,-,Ponte Preta,0:1 (0:1),,
1324,13.09.2014,16:10,Paraná Clube,-,Santa Cruz FC,3:2 (1:1),,
1325,,16:10,Atlético GO,-,Vasco da Gama,1:1 (0:1),,
1326,,16:10,ABC FC,-,América RN,0:0 (0:0),,
1327,,16:10,América MG,-,Boa EC,0:2 (0:1),,
1328,,21:00,Portuguesa (SP),-,Bragantino,1:3 (0:2),,
1329,,21:00,Avaí FC,-,Vila Nova FC GO,2:1 (0:0),,
1330,16.09.2014,19:30,Portuguesa (SP),-,Boa EC,1:1 (0:0),,
1331,,19:30,Paraná Clube,-,Ceará SC,0:0 (0:0),,
1332,,19:30,Clube Náutico,-,Joinville EC,1:2 (1:2),,
1333,,19:30,Avaí FC,-,Sampaio Corrêa FC,3:2 (1:1),,
1334,,19:30,Atlético GO,-,América RN,2:0 (1:0),,
1335,,19:30,América MG,-,Bragantino,0:2 (0:1),,
1336,,21:50,Oeste FC,-,Vasco da Gama,1:1 (1:0),,
1337,,21:50,Luverdense,-,Santa Cruz FC,2:1 (0:1),,
1338,,21:50,Icasa,-,Vila Nova FC GO,0:1 (0:0),,
1339,,21:50,ABC FC,-,Ponte Preta,0:2 (0:1),,
1340,19.09.2014,19:30,América RN,-,Portuguesa (SP),1:1 (0:0),,
1341,,21:50,Ceará SC,-,Avaí FC,2:2 (1:2),,
1342,20.09.2014,16:10,Ponte Preta,-,Oeste FC,5:1 (4:1),,
1343,,16:10,Vasco da Gama,-,Clube Náutico,2:1 (0:0),,
1344,,16:10,Santa Cruz FC,-,Icasa,1:1 (1:1),,
1345,,16:10,Sampaio Corrêa FC,-,ABC FC,2:1 (1:1),,
1346,,16:10,Joinville EC,-,Atlético GO,2:0 (1:0),,
1347,,16:10,Vila Nova FC GO,-,América MG,0:1 (0:0),,
1348,,21:00,Bragantino,-,Luverdense,2:0 (0:0),,
1349,,21:00,Boa EC,-,Paraná Clube,1:0 (1:0),,
1350,23.09.2014,19:30,Bragantino,-,Icasa,2:1 (0:1),,
1351,,19:30,Paraná Clube,-,Avaí FC,1:1 (0:0),,
1352,,19:30,Joinville EC,-,América MG,1:1 (0:1),,
1353,,19:30,Vila Nova FC GO,-,Ponte Preta,0:3 (0:1),,
1354,,19:30,ABC FC,-,Atlético GO,2:0 (1:0),,
1355,,19:30,Boa EC,-,Luverdense,2:1 (1:1),,
1356,,21:50,Portuguesa (SP),-,Clube Náutico,0:0 (0:0),,
1357,,21:50,Santa Cruz FC,-,Oeste FC,3:0 (1:0),,
1358,,21:50,Sampaio Corrêa FC,-,Vasco da Gama,2:2 (1:1),,
1359,,21:50,Ceará SC,-,América RN,2:0 (1:0),,
1360,26.09.2014,19:30,Clube Náutico,-,Paraná Clube,3:1 (2:0),,
1361,,19:30,Luverdense,-,Sampaio Corrêa FC,0:1 (0:0),,
1362,,19:30,América RN,-,Vila Nova FC GO,0:1 (0:0),,
1363,,21:50,Vasco da Gama,-,Joinville EC,2:0 (1:0),,
1364,27.09.2014,16:10,Oeste FC,-,Bragantino,4:1 (1:1),,
1365,,16:10,Ponte Preta,-,Ceará SC,3:1 (2:0),,
1366,,16:10,Avaí FC,-,Boa EC,2:0 (1:0),,
1367,,16:10,América MG,-,Santa Cruz FC,1:0 (1:0),,
1368,,21:00,Icasa,-,ABC FC,1:0 (1:0),,
1369,,21:00,Atlético GO,-,Portuguesa (SP),2:1 (1:1),,
1370,30.09.2014,19:30,Sampaio Corrêa FC,-,Portuguesa (SP),0:0 (0:0),,
1371,,19:30,Icasa,-,Luverdense,1:0 (0:0),,
1372,,19:30,Vila Nova FC GO,-,Ceará SC,1:5 (0:1),,
1373,,20:30,Ponte Preta,-,Paraná Clube,2:2 (0:2),,
1374,03.10.2014,19:30,Santa Cruz FC,-,Boa EC,3:0 (3:0),,
1375,,19:30,América MG,-,Atlético GO,1:1 (0:1),,
1376,,21:00,Vasco da Gama,-,Bragantino,2:2 (0:1),,
1377,04.10.2014,16:20,Avaí FC,-,Clube Náutico,0:2 (0:1),,
1378,,21:00,Oeste FC,-,ABC FC,1:0 (0:0),,
1379,,21:00,América RN,-,Joinville EC,1:0 (0:0),,
1380,07.10.2014,19:30,Bragantino,-,Vila Nova FC GO,1:2 (0:1),,
1381,,19:30,Paraná Clube,-,Oeste FC,0:0 (0:0),,
1382,,19:30,Clube Náutico,-,América MG,1:4 (0:2),,
1383,,19:30,Ceará SC,-,Sampaio Corrêa FC,1:1 (1:1),,
1384,,19:30,Atlético GO,-,Icasa,0:0 (0:0),,
1385,,19:30,Boa EC,-,Ponte Preta,0:1 (0:0),,
1386,,21:50,Portuguesa (SP),-,Vasco da Gama,0:1 (0:1),,
1387,,21:50,Luverdense,-,América RN,2:1 (1:0),,
1388,,21:50,Joinville EC,-,Santa Cruz FC,1:1 (0:0),,
1389,,21:50,ABC FC,-,Avaí FC,2:1 (1:1),,
1390,10.10.2014,19:30,Oeste FC,-,Atlético GO,1:2 (0:1),,
1391,,19:30,Vasco da Gama,-,Boa EC,2:0 (0:0),,
1392,,19:30,Ceará SC,-,Bragantino,1:0 (1:0),,
1393,,19:30,Vila Nova FC GO,-,Joinville EC,0:1 (0:0),,
1394,11.10.2014,16:10,Ponte Preta,-,Santa Cruz FC,1:1 (0:1),,
1395,,16:10,Clube Náutico,-,ABC FC,2:1 (1:0),,
1396,,16:10,América MG,-,Portuguesa (SP),3:1 (2:0),,
1397,,16:20,América RN,-,Sampaio Corrêa FC,2:2 (1:0),,
1398,,21:00,Luverdense,-,Paraná Clube,0:2 (0:1),,
1399,,21:00,Avaí FC,-,Icasa,1:0 (1:0),,
1400,14.10.2014,19:30,Boa EC,-,Vila Nova FC GO,3:0 (1:0),,
1401,,21:00,Atlético GO,-,Avaí FC,2:0 (0:0),,
1402,17.10.2014,19:30,Portuguesa (SP),-,Ponte Preta,0:3 (0:0),,
1403,,19:30,Icasa,-,Oeste FC,0:0 (0:0),,
1404,,21:50,Paraná Clube,-,América MG,1:1 (0:0),,
1405,18.10.2014,16:10,Santa Cruz FC,-,Vasco da Gama,1:0 (0:0),,
1406,,16:10,Sampaio Corrêa FC,-,Clube Náutico,1:1 (1:0),,
1407,,16:10,Joinville EC,-,Ceará SC,3:0 (2:0),,
1408,,16:20,Bragantino,-,América RN,2:1 (1:0),,
1409,,21:00,ABC FC,-,Luverdense,0:1 (0:1),,
1410,21.10.2014,18:30,Oeste FC,-,América MG,1:3 (0:1),,
1411,,18:30,Ponte Preta,-,Avaí FC,3:1 (1:1),,
1412,,18:30,Paraná Clube,-,Portuguesa (SP),1:0 (0:0),,
1413,,18:30,Sampaio Corrêa FC,-,Bragantino,3:0 (1:0),,
1414,,18:30,Icasa,-,Ceará SC,2:1 (1:1),,
1415,,18:30,América RN,-,Vasco da Gama,2:0 (0:0),,
1416,,20:50,Joinville EC,-,ABC FC,3:0 (1:0),,
1417,,20:50,Atlético GO,-,Luverdense,3:0 (3:0),,
1418,,20:50,Boa EC,-,Clube Náutico,1:0 (1:0),,
1419,28.10.2014,18:30,Santa Cruz FC,-,Vila Nova FC GO,5:1 (3:0),,
1420,24.10.2014,18:30,Portuguesa (SP),-,Icasa,1:2 (1:2),,
1421,,18:30,Avaí FC,-,Joinville EC,0:3 (0:2),,
1422,,18:30,América MG,-,América RN,2:1 (0:1),,
1423,,20:50,Ceará SC,-,Santa Cruz FC,0:2 (0:1),,
1424,,20:50,ABC FC,-,Paraná Clube,2:1 (0:0),,
1425,25.10.2014,15:20,Bragantino,-,Boa EC,4:2 (1:1),,
1426,,15:20,Vasco da Gama,-,Ponte Preta,1:1 (0:0),,
1427,,16:20,Clube Náutico,-,Atlético GO,1:2 (0:1),,
1428,,20:00,Luverdense,-,Oeste FC,1:0 (0:0),,
1429,,20:00,Vila Nova FC GO,-,Sampaio Corrêa FC,4:1 (2:0),,
1430,28.10.2014,18:30,Oeste FC,-,Portuguesa (SP),3:0 (1:0),,
1431,,20:50,Luverdense,-,Avaí FC,3:1 (3:1),,
1432,,20:50,Joinville EC,-,Bragantino,1:0 (1:0),,
1433,31.10.2014,18:30,Atlético GO,-,Vila Nova FC GO,3:1 (2:1),,
1434,,20:50,Paraná Clube,-,Vasco da Gama,1:1 (0:0),,
1435,01.11.2014,15:20,Ponte Preta,-,Sampaio Corrêa FC,1:0 (1:0),,
1436,,16:20,Santa Cruz FC,-,América RN,0:1 (0:0),,
1437,,16:20,Icasa,-,Clube Náutico,3:1 (1:1),,
1438,,16:20,ABC FC,-,América MG,1:0 (0:0),,
1439,,20:00,Boa EC,-,Ceará SC,3:1 (2:0),,
1440,04.11.2014,18:30,Avaí FC,-,Oeste FC,0:0 (0:0),,
1441,,20:50,Sampaio Corrêa FC,-,Joinville EC,1:2 (0:2),,
1442,07.11.2014,18:30,América RN,-,Boa EC,1:3 (1:1),,
1443,,20:00,Ceará SC,-,Atlético GO,0:0 (0:0),,
1444,08.11.2014,15:20,Bragantino,-,Ponte Preta,0:2 (0:0),,
1445,,15:20,Vasco da Gama,-,ABC FC,1:0 (1:0),,
1446,,16:20,Clube Náutico,-,Santa Cruz FC,0:0 (0:0),,
1447,,16:20,América MG,-,Icasa,1:1 (1:0),,
1448,,20:00,Portuguesa (SP),-,Luverdense,1:0 (0:0),,
1449,,20:00,Vila Nova FC GO,-,Paraná Clube,2:0 (1:0),,
1450,11.11.2014,18:30,Portuguesa (SP),-,ABC FC,0:0 (0:0),,
1451,,20:00,Paraná Clube,-,Atlético GO,2:0 (1:0),,
1452,14.11.2014,18:30,Vila Nova FC GO,-,Oeste FC,0:1 (0:0),,
1453,,20:50,América MG,-,Avaí FC,3:0 (0:0),,
1454,15.11.2014,15:20,Ceará SC,-,Vasco da Gama,2:0 (2:0),,
1455,,15:20,Joinville EC,-,Ponte Preta,3:1 (0:0),,
1456,,16:20,Bragantino,-,Santa Cruz FC,2:1 (1:1),,
1457,,16:20,Clube Náutico,-,Luverdense,1:0 (0:0),,
1458,,20:00,Sampaio Corrêa FC,-,Boa EC,3:0 (2:0),,
1459,,20:00,América RN,-,Icasa,2:0 (2:0),,
1460,18.11.2014,18:30,Oeste FC,-,Clube Náutico,2:0 (1:0),,
1461,,18:30,Icasa,-,Paraná Clube,1:2 (0:1),,
1462,,18:30,Avaí FC,-,Portuguesa (SP),2:0 (0:0),,
1463,,18:30,Atlético GO,-,Bragantino,1:0 (1:0),,
1464,,20:50,Ponte Preta,-,América RN,2:2 (1:1),,
1465,,20:50,Vasco da Gama,-,Vila Nova FC GO,3:1 (1:1),,
1466,,20:50,Santa Cruz FC,-,Sampaio Corrêa FC,0:2 (0:0),,
1467,,20:50,Luverdense,-,América MG,1:2 (0:0),,
1468,,20:50,ABC FC,-,Ceará SC,1:0 (0:0),,
1469,,20:50,Boa EC,-,Joinville EC,1:0 (0:0),,
1470,21.11.2014,18:30,América RN,-,Clube Náutico,1:0 (1:0),,
1471,,20:00,Bragantino,-,Paraná Clube,1:1 (0:0),,
1472,,20:00,Vila Nova FC GO,-,ABC FC,3:5 (1:3),,
1473,22.11.2014,15:20,Ponte Preta,-,América MG,0:1 (0:0),,
1474,,15:20,Vasco da Gama,-,Icasa,1:1 (1:0),,
1475,,15:20,Joinville EC,-,Luverdense,1:1 (1:1),,
1476,,15:20,Boa EC,-,Oeste FC,1:0 (1:0),,
1477,,16:20,Santa Cruz FC,-,Avaí FC,0:1 (0:1),,
1478,,20:00,Sampaio Corrêa FC,-,Atlético GO,1:2 (1:0),,
1479,,20:00,Ceará SC,-,Portuguesa (SP),2:1 (1:0),,
1480,08.05.2015,19:30,ABC FC,-,Oeste FC,0:1 (0:0),,
1481,,19:30,Atlético GO,-,Boa EC,1:0 (0:0),,
1482,,21:00,Paraná Clube,-,Ceará SC,1:0 (1:0),,
1483,,21:50,Mogi Mirim,-,Criciúma EC,1:2 (0:0),,
1484,09.05.2015,16:30,EC Vitória BA,-,Sampaio Corrêa FC,0:2 (0:1),,
1485,,16:30,Macaé Esporte FC,-,Santa Cruz FC,2:0 (1:0),,
1486,,16:30,América MG,-,EC Bahia,1:1 (0:1),,
1487,,16:30,Clube Náutico,-,Luverdense,1:0 (1:0),,
1488,,21:00,Paysandu SC,-,Botafogo RJ,0:1 (0:0),,
1489,,21:00,CR Brasil,-,Bragantino,2:0 (1:0),,
1490,15.05.2015,19:30,EC Bahia,-,Mogi Mirim,4:1 (2:1),,
1491,,19:30,Sampaio Corrêa FC,-,Macaé Esporte FC,3:1 (1:0),,
1492,,19:30,Santa Cruz FC,-,Paraná Clube,4:1 (1:1),,
1493,,21:50,Criciúma EC,-,ABC FC,0:2 (0:0),,
1494,16.05.2015,16:30,Botafogo RJ,-,CR Brasil,4:1 (1:0),,
1495,,16:30,Bragantino,-,Paysandu SC,1:0 (0:0),,
1496,,16:30,Boa EC,-,Clube Náutico,0:1 (0:0),,
1497,,16:30,Oeste FC,-,EC Vitória BA,1:2 (1:2),,
1498,,21:00,Ceará SC,-,Atlético GO,2:0 (0:0),,
1499,,21:00,Luverdense,-,América MG,1:0 (1:0),,
1500,19.05.2015,19:30,Macaé Esporte FC,-,Oeste FC,4:2 (4:0),,
1501,,21:50,Clube Náutico,-,Criciúma EC,2:0 (2:0),,
1502,22.05.2015,19:30,EC Vitória BA,-,Bragantino,4:1 (1:0),,
1503,,21:50,Mogi Mirim,-,Sampaio Corrêa FC,1:1 (0:1),,
1504,23.05.2015,16:30,América MG,-,Santa Cruz FC,4:1 (4:1),,
1505,,16:30,Paraná Clube,-,Boa EC,1:1 (0:0),,
1506,,16:30,Paysandu SC,-,Ceará SC,2:1 (1:0),,
1507,,16:30,Atlético GO,-,Botafogo RJ,0:0 (0:0),,
1508,,21:00,ABC FC,-,Luverdense,1:1 (1:1),,
1509,,21:00,CR Brasil,-,EC Bahia,0:3 (0:2),,
1510,26.05.2015,19:30,Ceará SC,-,CR Brasil,1:1 (1:1),,
1511,29.05.2015,19:30,Bragantino,-,América MG,0:1 (0:0),,
1512,,19:30,Santa Cruz FC,-,ABC FC,0:1 (0:1),,
1513,,21:50,EC Bahia,-,Paraná Clube,1:0 (1:0),,
1514,30.05.2015,16:30,Botafogo RJ,-,EC Vitória BA,2:0 (2:0),,
1515,,16:30,Boa EC,-,Paysandu SC,0:1 (0:0),,
1516,,16:30,Criciúma EC,-,Atlético GO,1:0 (0:0),,
1517,,16:30,Sampaio Corrêa FC,-,Clube Náutico,1:1 (0:0),,
1518,,21:00,Luverdense,-,Macaé Esporte FC,1:2 (1:0),,
1519,,21:00,Oeste FC,-,Mogi Mirim,0:0 (0:0),,
1520,02.06.2015,19:30,EC Vitória BA,-,Criciúma EC,2:1 (1:0),,
1521,,19:30,Mogi Mirim,-,Boa EC,0:2 (0:1),,
1522,,19:30,América MG,-,Sampaio Corrêa FC,1:0 (0:0),,
1523,,19:30,Paysandu SC,-,Santa Cruz FC,2:1 (1:1),,
1524,,19:30,Clube Náutico,-,Ceará SC,2:0 (1:0),,
1525,,19:30,ABC FC,-,Bragantino,1:1 (1:0),,
1526,,21:50,Macaé Esporte FC,-,EC Bahia,0:0 (0:0),,
1527,,21:50,Paraná Clube,-,Botafogo RJ,1:2 (1:1),,
1528,,21:50,Atlético GO,-,Luverdense,0:1 (0:0),,
1529,,21:50,CR Brasil,-,Oeste FC,3:0 (1:0),,
1530,05.06.2015,19:30,EC Vitória BA,-,Atlético GO,3:1 (1:1),,
1531,,19:30,Clube Náutico,-,América MG,2:1 (1:0),,
1532,,21:50,Botafogo RJ,-,Mogi Mirim,3:0 (1:0),,
1533,06.06.2015,16:30,Bragantino,-,EC Bahia,2:0 (1:0),,
1534,,16:30,Criciúma EC,-,Macaé Esporte FC,0:3 (0:0),,
1535,,16:30,Ceará SC,-,Sampaio Corrêa FC,1:3 (1:1),,
1536,,16:30,Luverdense,-,Santa Cruz FC,2:2 (2:1),,
1537,,21:00,Boa EC,-,Oeste FC,1:2 (1:1),,
1538,,21:00,Paysandu SC,-,Paraná Clube,2:1 (0:0),,
1539,,21:00,CR Brasil,-,ABC FC,0:1 (0:0),,
1540,09.06.2015,19:30,Paraná Clube,-,Luverdense,1:0 (0:0),,
1541,,21:50,Oeste FC,-,Botafogo RJ,0:1 (0:0),,
1542,12.06.2015,19:30,Sampaio Corrêa FC,-,Criciúma EC,3:1 (1:1),,
1543,,19:30,ABC FC,-,Paysandu SC,0:2 (0:2),,
1544,,21:50,Santa Cruz FC,-,Boa EC,0:0 (0:0),,
1545,13.06.2015,16:30,EC Bahia,-,Ceará SC,1:0 (0:0),,
1546,,16:30,Mogi Mirim,-,EC Vitória BA,1:1 (0:1),,
1547,,16:30,Atlético GO,-,Clube Náutico,2:0 (1:0),,
1548,,21:00,Macaé Esporte FC,-,Bragantino,2:5 (1:1),,
1549,,21:00,América MG,-,CR Brasil,1:0 (1:0),,
1550,16.06.2015,19:30,Clube Náutico,-,Paysandu SC,1:1 (1:0),,
1551,,21:50,Luverdense,-,Criciúma EC,0:1 (0:1),,
1552,19.06.2015,19:30,Paraná Clube,-,Mogi Mirim,3:1 (0:1),,
1553,,19:30,Sampaio Corrêa FC,-,EC Bahia,0:0 (0:0),,
1554,,21:50,Botafogo RJ,-,Boa EC,1:1 (1:1),,
1555,20.06.2015,16:30,EC Vitória BA,-,ABC FC,2:0 (2:0),,
